Gene = Hip14
index = 1212
Annotated 5SS: [ 953 1825 2173]
Annotated 3SS: [1149 1892 2226]
SMsplice 5SS: [ 953 1825 2173]
SMsplice 3SS: [1149 1892 2226]
top_k =  500
Partition function (log Z): 3.4601166697990844

Sorted 5' Splice Sites (High to Low Probability):
Position 1825: 0.9986665549302165
Position 953: 0.9929325295446126
Position 2173: 0.9785115609126185
Position 2346: 0.15006175930101323
Position 1090: 0.14965924383406995
Position 2912: 0.06627565477252792
Position 2612: 0.02958176573087193
Position 2935: 0.020602737633448075
Position 3047: 0.013232605785385702
Position 2927: 0.011720668406765628
Position 1325: 0.008002788966998875
Position 68: 0.008000614288423248
Position 1384: 0.005846148708693939
Position 2280: 0.004629144837444222
Position 2160: 0.003994679119354651
Position 2287: 0.0030855832801293327
Position 2618: 0.0023199353338440327
Position 2018: 0.0022456041535601386
Position 1078: 0.002047911116041916
Position 3227: 0.0014103602499635094
Position 2393: 0.0013585725378058159
Position 1542: 0.0010781955091306056
Position 1962: 0.0007592797573803191
Position 987: 0.0007577771627620003
Position 1102: 0.0006090524735292666
Position 2145: 0.0005559739049517504
Position 822: 0.000536106568421976
Position 2138: 0.0005153959219160968
Position 2946: 0.0004008320285790636
Position 219: 0.00036485898351632147
Position 1831: 0.00036055571281914565
Position 657: 0.00033958230565383525
Position 3539: 0.00033280171081405267
Position 178: 0.0003007817691016617
Position 29: 0.00028432156164550764
Position 673: 0.000282203031439345
Position 1290: 0.00023007316465067533
Position 2271: 0.0002137604146468858
Position 962: 0.00021107438553152964
Position 444: 0.00020797223708218915
Position 2123: 0.00019382126191391701
Position 937: 0.00016240497080594266
Position 1995: 0.00015613144337509665
Position 1829: 0.0001467011906246518
Position 1531: 0.0001380832063659295
Position 569: 0.00013490225259360047
Position 1752: 0.00012953901419330755
Position 1470: 0.00011003530700548195
Position 2040: 9.971430354692821e-05
Position 1059: 8.175594920793486e-05
Position 581: 7.023123998340084e-05
Position 792: 6.45781887072487e-05
Position 1483: 6.298524613816807e-05
Position 550: 5.231962522276526e-05
Position 337: 4.821027527089146e-05
Position 1004: 4.7744354580973485e-05
Position 306: 4.3875436783324945e-05
Position 195: 4.2008454801326626e-05
Position 165: 3.5861646420121764e-05
Position 599: 3.316163908448511e-05
Position 167: 3.192510062110514e-05
Position 11: 2.9386817638165445e-05
Position 1018: 2.6588317549172603e-05
Position 1207: 2.3981224609512582e-05
Position 1309: 2.356483826567059e-05
Position 1689: 2.3380786591615935e-05
Position 469: 1.9754869665039284e-05
Position 1083: 1.810546014921174e-05
Position 1790: 1.7984544490813398e-05
Position 555: 1.535255022555603e-05
Position 2701: 1.4437207707976101e-05
Position 522: 1.0923257821928265e-05
Position 1117: 1.06665348403336e-05
Position 707: 9.404415142126283e-06
Position 2313: 8.586057460512521e-06
Position 2108: 8.520260912566898e-06
Position 1554: 8.436648301700265e-06
Position 698: 8.228508890627635e-06
Position 335: 8.055119731525369e-06
Position 1302: 7.937252387187144e-06
Position 1756: 6.1502174977600616e-06
Position 225: 5.013916093155402e-06
Position 2010: 4.591330114013555e-06
Position 391: 3.483107936396252e-06
Position 2071: 3.361013600466687e-06
Position 2893: 2.798279519653914e-06
Position 2874: 2.531431086387761e-06
Position 1999: 2.4536696416610243e-06
Position 2437: 2.117923308345715e-06
Position 770: 1.951463855270317e-06
Position 1282: 1.8696433772842373e-06
Position 1997: 1.8415404055605793e-06
Position 1668: 1.5080848552743923e-06
Position 2177: 1.497799241646873e-06
Position 623: 1.3492730121723863e-06
Position 212: 1.1549194737668428e-06
Position 50: 7.033520265128539e-07
Position 1770: 5.482812870941069e-07
Position 134: 5.193766532761177e-07
Position 2958: 5.144332230092324e-07
Position 536: 4.857172385050186e-07
Position 2008: 4.586997927822446e-07
Position 399: 4.338835524506505e-07
Position 227: 3.7693547599230686e-07
Position 506: 3.652968538569495e-07
Position 147: 3.580638970541191e-07
Position 1723: 3.345445860581372e-07
Position 1473: 3.2460491876123013e-07
Position 1563: 2.589057781914147e-07
Position 1476: 1.534995868594721e-07
Position 1150: 1.3941229274168752e-07
Position 346: 1.2871008857750767e-07
Position 1522: 1.1994724251213927e-07
Position 2321: 3.979746911401164e-08
Position 2096: 5.944002461076559e-09
Position 2490: 4.27664516202526e-09
Position 850: 1.8418534945589462e-09
Position 773: 1.3342092617652271e-09
Position 1710: 5.868317403684677e-10
Position 312: 2.955211894404277e-10
Position 1758: 2.8735479027024423e-10
Position 869: 2.4552847310774097e-10
Position 1524: 1.3116879165364438e-10
Position 1396: 1.1566800359915321e-10
Position 1575: 1.0535636853019803e-10
Position 1773: 8.023225751003436e-11
Position 1918: 6.8754847195053696e-12
Position 431: 6.956872867262482e-13
Position 101: 1.0935856747840086e-13
Position 106: 3.8806105579775753e-14
Position 103: 2.9451750057286274e-15

