Gene = chinmo
index = 1648
Annotated 5SS: [16724 18932 27663 39498 43184 44119 44329]
Annotated 3SS: [18885 27610 38858 42965 43288 44180 44390]
SMsplice 5SS: [  455  2578 27663 43184 44119 44329 44617]
SMsplice 3SS: [ 1516 27610 42965 43288 44180 44390 50930]
top_k =  500
Partition function (log Z): -42.2687846846069

Sorted 5' Splice Sites (High to Low Probability):
Position 27663: 0.8704998092882457
Position 2578: 0.7964787512066953
Position 455: 0.4821996271713706
Position 172: 0.3794425681898954
Position 19025: 0.2062049236886693
Position 18932: 0.18524126075817152
Position 13308: 0.08870736802592646
Position 495: 0.060212385175421386
Position 415: 0.05256312085069833
Position 2044: 0.04137376897325964
Position 404: 0.03318584372687263
Position 2195: 0.01563642038695799
Position 8618: 0.009448250478648787
Position 444: 0.006326194142861975
Position 1103: 0.0057612017085230055
Position 2367: 0.0048572593085404485
Position 408: 0.004042480517057346
Position 400: 0.003795336861080295
Position 689: 0.0034676344361388163
Position 163: 0.0028976859680570973
Position 1370: 0.0023574955700217705
Position 2201: 0.0023369537200127848
Position 684: 0.0019079297700316548
Position 4106: 0.0016742712659132233
Position 1846: 0.0011587820478710634
Position 1034: 0.0011554375486512761
Position 1914: 0.0011322754522981387
Position 1021: 0.0009154535043805528
Position 630: 0.0008522353983344063
Position 9187: 0.0008489388493996258
Position 1075: 0.0007602636959435365
Position 294: 0.0007350821559909288
Position 2809: 0.0006340317199576831
Position 2197: 0.0005192636032506953
Position 1233: 0.0005076675259095496
Position 591: 0.0003666634617001828
Position 465: 0.0003537820810134435
Position 1377: 0.00033708032953368145
Position 1023: 0.000326555067553168
Position 85: 0.00027895133701769207
Position 269: 0.00027872595737771504
Position 881: 0.0002769067596773624
Position 225: 0.00023168220948687157
Position 891: 0.0002255274013455384
Position 285: 0.00020749593404434795
Position 1870: 0.00020386486400654995
Position 597: 0.00018232320515346677
Position 599: 0.0001638122353767822
Position 595: 0.00016021074168192552
Position 492: 0.00014361099850849848
Position 593: 0.0001359456502167379
Position 387: 0.00012668626426045235
Position 549: 0.0001250823108070336
Position 134: 0.00011757946820171607
Position 787: 0.00011535416424437073
Position 518: 0.00010939082402669372
Position 2065: 8.420189434761096e-05
Position 1763: 8.263759114988846e-05
Position 901: 7.212141347300622e-05
Position 486: 5.831595521638629e-05
Position 903: 5.177985830262204e-05
Position 899: 4.9863144622856856e-05
Position 893: 4.887391271071368e-05
Position 905: 4.518508706071993e-05
Position 897: 4.439695257679293e-05
Position 895: 4.387342567214218e-05
Position 1109: 3.932960923759494e-05
Position 907: 3.737318118285535e-05
Position 334: 3.202192155696505e-05
Position 1042: 2.9177888032237198e-05
Position 7333: 2.3915628802420107e-05
Position 49: 1.3409341907090844e-05
Position 41: 6.439287164848753e-06
Position 553: 2.6237822660246804e-06
Position 1095: 2.616621579087606e-06
Position 62: 1.7534278728963727e-06
Position 2554: 1.4001922085357304e-06
Position 2464: 1.2303061292844724e-06
Position 2160: 1.2182572931212577e-06
Position 435: 9.167879020352098e-07
Position 33: 4.393065362209664e-07
Position 2273: 3.234545358500767e-07
Position 19788: 2.5373826444468007e-07
Position 56: 2.3048945386243282e-07
Position 89: 2.1692880364240903e-07
Position 35: 1.7535081776058304e-07
Position 65: 4.615359315763963e-08
Position 22: 2.6077605534289004e-08
Position 1044: 2.204821652091166e-08
Position 127: 2.167142183776862e-08
Position 20: 1.6891805774560783e-08
Position 329: 9.690520506107981e-09
Position 106: 6.659992170706119e-09
Position 3: 2.991297245863864e-09
Position 389: 1.2470524769155798e-09
Position 340: 1.0745611606567616e-09
Position 379: 8.975451820767741e-10
Position 419: 8.128907026401238e-10
Position 421: 7.071551705875134e-10
Position 338: 4.6198907136701416e-10
Position 381: 3.4172349546995563e-10
Position 412: 2.425321303797231e-10
Position 345: 2.104335122169045e-10
Position 8636: 9.942265273689276e-13
Position 7347: 2.80791965248671e-13
Position 4697: 2.2034960260007195e-13
Position 3923: 8.8968734068843e-14
Position 3251: 5.15474752356032e-15
Position 1757: 4.69705369180856e-16
Position 1562: 3.146631759608089e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 27610: 0.9999798930759919
Position 31057: 0.8704998092882457
Position 1516: 0.6790317106242464
Position 18885: 0.3914520102982242
Position 2092: 0.10527498629427678
Position 13059: 0.05920010216768511
Position 225: 0.04485024442601883
Position 2416: 0.02334915434785787
Position 2118: 0.0191094250463156
Position 13259: 0.01485263179888444
Position 12741: 0.014654635450167243
Position 1557: 0.011479505839854213
Position 1443: 0.010691875001647687
Position 8561: 0.010138814334192598
Position 1936: 0.004690504134693641
Position 746: 0.0035620515435775815
Position 2718: 0.0013596013762181807
Position 252: 0.0013133744084737218
Position 780: 0.0012119672891798862
Position 992: 0.0011720470301599935
Position 507: 0.000989400357831968
Position 2426: 0.0007690881378637859
Position 2266: 0.0006755838419694281
Position 1125: 0.0005769303068808632
Position 2002: 0.0005020939824954665
Position 1891: 0.00038926026076158626
Position 1175: 0.00037885101662493486
Position 355: 0.0003674893000350312
Position 2032: 0.00035429517167287657
Position 379: 0.00028779084592778584
Position 3606: 0.00028062284116102084
Position 3986: 0.00021711713583274863
Position 734: 0.00021261623669787896
Position 518: 0.00021241666928087572
Position 260: 0.00019734955374135597
Position 9002: 0.00015837505594807879
Position 3717: 8.470125149201653e-05
Position 3504: 7.627218551621837e-05
Position 3796: 6.177017011344266e-05
Position 3750: 5.6634054687532335e-05
Position 1206: 5.4925462436571403e-05
Position 3923: 5.0161485978062916e-05
Position 3579: 4.668616251281078e-05
Position 2664: 3.411393857564353e-05
Position 924: 2.993129159811494e-05
Position 4076: 2.3272731183376483e-05
Position 106: 2.010719077895397e-05
Position 22684: 1.4065548022093617e-05
Position 642: 1.313081361997942e-05
Position 7255: 1.3001601543845792e-05
Position 3632: 1.2209003545274444e-05
Position 761: 8.72846669696018e-06
Position 486: 8.007296720474288e-06
Position 294: 4.941055482073964e-06
Position 454: 4.154047592198158e-06
Position 1228: 3.7651423018545218e-06
Position 6450: 3.217980195516771e-06
Position 6638: 2.775477048639487e-06
Position 6790: 2.5489239949133623e-06
Position 5919: 2.371647695891827e-06
Position 398: 2.3579127066431238e-06
Position 444: 1.9894092511789914e-06
Position 1460: 5.531799951410544e-07
Position 1311: 5.13093368772852e-07
Position 1193: 2.605572350063016e-07
Position 19843: 2.5373826444468007e-07
Position 1095: 2.2351475112471276e-07
Position 19067: 1.9804818953205263e-07
Position 465: 1.303699173490634e-07
Position 663: 5.836518633460646e-08
Position 16113: 1.594026964372335e-08
Position 138: 2.124825013930248e-09
Position 285: 1.4341389808685001e-09
Position 278: 5.082943564497714e-10
Position 181: 4.953746476325582e-10
Position 153: 3.509770109438952e-10
Position 408: 3.294946051284646e-10
Position 11050: 1.8147011108169313e-11
Position 11754: 1.7967385842265534e-11
Position 12195: 1.7271990667094614e-11
Position 10926: 8.388061994311773e-12
Position 9861: 8.373194527920355e-12
Position 8706: 3.703452197303462e-12
Position 10630: 2.458005692989498e-12
Position 7759: 1.976553416029918e-12
Position 9528: 1.3997498714390047e-12
Position 9166: 8.52921114941026e-13
Position 8314: 5.372977383635637e-13
Position 8969: 4.603980864906055e-13
Position 7451: 4.4559053704160444e-13
Position 7417: 1.6308706557884183e-13
Position 6404: 1.2151691434046677e-13
Position 5329: 1.079507053518983e-13
Position 7926: 9.846079688242717e-14
