Gene = PIG-C
index = 1357
Annotated 5SS: [541]
Annotated 3SS: [642]
SMsplice 5SS: [541]
SMsplice 3SS: [598]
top_k =  500
Partition function (log Z): -6.302277587281503

Sorted 5' Splice Sites (High to Low Probability):
Position 541: 0.9902811031527361
Position 194: 0.1798618550640569
Position 161: 0.011030384097167934
Position 13: 0.006676672310995669
Position 1109: 0.004453554469553877
Position 573: 0.000790005902307817
Position 818: 0.0006663485515365072
Position 1043: 0.0006622776075466181
Position 202: 0.0005456067969718097
Position 833: 0.00046207919741092447
Position 847: 0.00042801130728798657
Position 828: 0.0002982687238423807
Position 43: 0.0002852999186306259
Position 391: 0.00019083548404606938
Position 564: 7.140394550131008e-05
Position 292: 6.608466808721923e-05
Position 394: 6.458777661828353e-05
Position 174: 4.25215327735463e-05
Position 1054: 2.774570459343093e-05
Position 76: 2.3577502534098652e-05
Position 327: 1.9998720692270036e-05
Position 344: 1.600764253303455e-05
Position 532: 8.676711320637217e-06
Position 385: 8.578474036708199e-06
Position 705: 8.219849932032622e-06
Position 566: 5.6081013758456296e-06
Position 87: 5.574730008172778e-06
Position 299: 4.933434576144997e-06
Position 523: 4.409603620086885e-06
Position 632: 2.171078679242887e-06
Position 1026: 1.3220704942965798e-06
Position 271: 7.576486694999415e-08
Position 739: 5.42585791577606e-08
Position 727: 1.8897691128829498e-08
Position 481: 1.4355899828338398e-09
Position 625: 1.035557284816054e-10
Position 273: 8.04996493452937e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 598: 0.5483972757916437
Position 637: 0.33848655884624734
Position 263: 0.1396592563150527
Position 642: 0.06558006223580491
Position 269: 0.022682310736903976
Position 299: 0.01961855797727506
Position 918: 0.014483747818641087
Position 921: 0.010684967514820605
Position 915: 0.010623947015550075
Position 216: 0.0067767232762822975
Position 69: 0.006393631729759571
Position 1164: 0.005940157071113447
Position 685: 0.004712532998421417
Position 441: 0.0009970748487853499
Position 391: 0.0008650213290430529
Position 313: 0.0003617902682395341
Position 1175: 0.00035947039418866226
Position 1002: 0.00017568582848630354
Position 164: 5.157160931733726e-05
Position 202: 4.960832270520807e-05
Position 449: 3.836764822577131e-05
Position 526: 2.7532659089214968e-05
Position 772: 1.316596601566794e-05
Position 673: 6.792025130594453e-06
Position 341: 4.710406585308315e-06
Position 1008: 4.587758185308103e-06
Position 350: 4.032096921103911e-06
Position 128: 3.6622140603317595e-06
Position 1172: 3.060878068516376e-06
Position 1021: 1.8690546034753513e-06
Position 1026: 1.7164720132704818e-06
Position 81: 1.57893641388372e-06
Position 337: 1.004963531895279e-06
Position 1124: 9.886586588739617e-07
Position 184: 5.381756215111704e-07
Position 344: 2.1218966157874766e-07
Position 138: 9.695516763808708e-08
Position 540: 5.605507843009878e-09
Position 369: 6.856722541940965e-15
