Gene = Fgop2
index = 1164
Annotated 5SS: [156]
Annotated 3SS: [219]
SMsplice 5SS: [156]
SMsplice 3SS: [219]
top_k =  500
Partition function (log Z): -9.131944569444686

Sorted 5' Splice Sites (High to Low Probability):
Position 156: 0.9858135340446399
Position 170: 0.010271386954407474
Position 491: 0.008847731594923402
Position 1454: 0.003308752523585832
Position 413: 0.002468985464181122
Position 1259: 0.002037359043564513
Position 1244: 0.001754576076609888
Position 1822: 0.0015916644739243071
Position 1377: 0.0014908752707549018
Position 430: 0.001045022891506474
Position 994: 0.0008498215652051014
Position 683: 0.0005778157961428803
Position 912: 0.00047883455908734335
Position 629: 0.00044939901505968105
Position 1612: 0.00043860923325448817
Position 1638: 0.0003890945582251458
Position 1480: 0.00036574180119384965
Position 604: 0.0002447404202962051
Position 1882: 0.00022518938883812044
Position 1584: 0.00021627434063730403
Position 1089: 0.0001732613066781702
Position 1223: 0.00014557002523131896
Position 350: 0.00010121209149499361
Position 867: 8.954524084604077e-05
Position 1597: 6.361047912346356e-05
Position 643: 5.304168052820232e-05
Position 1511: 5.034802125949436e-05
Position 1592: 4.836327635162099e-05
Position 30: 4.16013969969869e-05
Position 1262: 2.0917617023741914e-05
Position 983: 1.970172143715966e-05
Position 1071: 1.8008117561596327e-05
Position 620: 9.903318182434595e-06
Position 184: 7.208500901418885e-06
Position 46: 6.790733342155095e-06
Position 73: 3.999970682139623e-06
Position 959: 3.4353363712841715e-07
Position 744: 3.3713296362111497e-07
Position 1682: 3.1570574636735346e-07
Position 841: 1.880686531668691e-07
Position 746: 1.7717090851638617e-07
Position 1252: 1.3201116977433492e-07
Position 1091: 1.2798175813192304e-07
Position 1002: 1.2748317285898426e-07
Position 52: 7.826829686064713e-08
Position 116: 7.610258184730464e-08
Position 1022: 3.261269335166188e-08
Position 49: 2.8165425864888697e-08
Position 201: 1.2467545080466107e-08
Position 11: 5.947165309443192e-09
Position 219: 4.860290969482693e-09
Position 308: 2.381853736029128e-09
Position 210: 3.9077182246738477e-10
Position 295: 3.697606433299713e-10
Position 345: 3.2372834972980773e-10
Position 579: 6.620762745012893e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 219: 0.9759707588617026
Position 228: 0.008182697898317834
Position 1734: 0.005308175236919139
Position 1316: 0.0042817455712643926
Position 682: 0.004061473336430507
Position 1672: 0.003395002188642601
Position 225: 0.0026161773985241546
Position 1626: 0.0025090984132616454
Position 1737: 0.002205397309952006
Position 1157: 0.002041512854490917
Position 334: 0.0017689373402965782
Position 1887: 0.0013285671343368775
Position 508: 0.0011754270521145169
Position 1658: 0.0010728153019062155
Position 1768: 0.0008439764794088775
Position 505: 0.000796973016992701
Position 1058: 0.0007956622923154325
Position 475: 0.0006514072152744873
Position 556: 0.0005993884351844832
Position 841: 0.0005696134802964113
Position 1936: 0.00037231990664021226
Position 231: 0.0003722839088237945
Position 316: 0.0003633442350991395
Position 991: 0.00031807397489180155
Position 291: 0.0003114430730667568
Position 1592: 0.00029364319066944796
Position 1882: 0.00028445752817114376
Position 1595: 0.00021644184859115505
Position 1972: 0.0002075638118128543
Position 1642: 0.00018639459374554914
Position 766: 0.00015596025399871458
Position 2054: 8.133291941151746e-05
Position 1776: 6.98992246482393e-05
Position 2051: 6.261617890570499e-05
Position 522: 5.640944013321774e-05
Position 198: 5.1409631511125506e-05
Position 539: 3.9331650154962216e-05
Position 655: 2.306724714044098e-05
Position 1865: 2.1138078378431576e-05
Position 541: 1.0621941228593633e-05
Position 790: 1.0195951994811626e-05
Position 912: 9.033409457975587e-06
Position 725: 8.609858196180983e-06
Position 628: 6.923416624472714e-06
Position 648: 6.7905465872860855e-06
Position 345: 6.3421962711840295e-06
Position 355: 1.7933318712000812e-08
Position 436: 2.3983381990300175e-09
Position 125: 2.3780032793924776e-09
Position 430: 2.0186687931467297e-09
Position 173: 1.56061264718208e-09
Position 160: 1.1456979759792415e-09
Position 113: 7.154215804001237e-10
Position 397: 4.379414142692802e-10
Position 391: 6.581445483977317e-11
Position 388: 3.307443877019417e-11
Position 133: 2.694853655143431e-11
Position 180: 1.0361017791068751e-11
Position 184: 1.3976876709724184e-14
Position 233: 8.08327500216193e-15
