Gene = Nlg2
index = 1324
Annotated 5SS: [  638 23187 26575 27704 28104 28461 28721 28970 29174 29559 29776 30006]
Annotated 3SS: [22193 26341 27346 27907 28358 28524 28780 29030 29232 29619 29843 30064]
SMsplice 5SS: [  638 23187 26575 28104 28461 28721 28970 29174 29559 29776 30006]
SMsplice 3SS: [22193 26341 27907 28358 28524 28780 29030 29220 29619 29843 30064]
top_k =  500
Partition function (log Z): 13.700900236276865

Sorted 5' Splice Sites (High to Low Probability):
Position 29776: 0.9997980390688742
Position 30006: 0.9996426300855009
Position 28970: 0.9924005076814592
Position 28721: 0.9797222415303947
Position 29559: 0.9689703557227792
Position 28461: 0.9437369022080693
Position 29174: 0.8921351539465437
Position 23187: 0.828335945498303
Position 638: 0.7777327132661719
Position 6786: 0.2529901588495972
Position 200: 0.07623369296568391
Position 350: 0.06819834094545854
Position 4038: 0.05622609016109591
Position 151: 0.05524871249810394
Position 14269: 0.045900717113743106
Position 29601: 0.02024426704421092
Position 31327: 0.014269117912449988
Position 29131: 0.009544717330612023
Position 29545: 0.008328518276412683
Position 663: 0.00556631216587868
Position 31066: 0.004706396460801254
Position 29257: 0.0044590104919253635
Position 399: 0.004299985532985244
Position 227: 0.004035545277341795
Position 165: 0.0032006451871695986
Position 30727: 0.0027189205284675892
Position 356: 0.002513874831314582
Position 28974: 0.002411979776154313
Position 29188: 0.002259754871684325
Position 430: 0.0017391018016006908
Position 317: 0.0008288062198260498
Position 31064: 0.0006879906046597129
Position 30768: 0.0006327195510024092
Position 31087: 0.0006017235834369162
Position 29282: 0.0005530020438384255
Position 30271: 0.0005507342965742404
Position 31291: 0.000397812802467326
Position 31445: 0.00034252083553419887
Position 31428: 0.00016367886059776265
Position 31019: 0.00014797538214553958
Position 1170: 0.00014702909701133323
Position 29534: 0.00011646089352778481
Position 31425: 8.000622017066888e-05
Position 31110: 7.184088112419134e-05
Position 30231: 7.161341570842967e-05
Position 30761: 6.972675438855712e-05
Position 29806: 6.116501107941943e-05
Position 30440: 5.7025297618815345e-05
Position 153: 5.523483188837e-05
Position 29669: 5.2987845801242005e-05
Position 30265: 3.647410056064436e-05
Position 29849: 3.059590717856273e-05
Position 205: 2.829673267783405e-05
Position 31688: 2.6359442412160634e-05
Position 30531: 2.6326196915155075e-05
Position 683: 2.0720173057392545e-05
Position 31201: 2.0450308729905816e-05
Position 155: 2.034783999136546e-05
Position 325: 1.6705902364640566e-05
Position 29949: 1.6514151297293072e-05
Position 29592: 1.6348146889330482e-05
Position 1335: 1.608910993277758e-05
Position 31032: 1.5669644596579962e-05
Position 694: 1.3924470792492286e-05
Position 30797: 1.3650995304297245e-05
Position 29672: 1.3019312829374332e-05
Position 652: 1.2730020701226815e-05
Position 1327: 1.0678367058873544e-05
Position 1765: 1.052478173236479e-05
Position 31697: 8.732497747951763e-06
Position 29650: 7.934760814536438e-06
Position 212: 7.427302406696262e-06
Position 1071: 7.16466224891078e-06
Position 30207: 5.775111426273358e-06
Position 1391: 5.613112023346396e-06
Position 947: 5.545708049665229e-06
Position 29346: 4.685225520629324e-06
Position 29846: 4.659042375772206e-06
Position 1244: 4.560520293024291e-06
Position 1131: 4.1808927983969785e-06
Position 29563: 3.0109785089715265e-06
Position 31462: 2.9786624261657455e-06
Position 1273: 2.6442657641247473e-06
Position 160: 2.633765084218382e-06
Position 31530: 2.3034898098865795e-06
Position 31702: 2.260386737833854e-06
Position 31558: 2.215152240537266e-06
Position 578: 2.0928013650175402e-06
Position 29531: 1.8981253169769494e-06
Position 323: 1.8216020222038202e-06
Position 1191: 1.7480327433295828e-06
Position 162: 1.3556877972876673e-06
Position 170: 1.2442060959978388e-06
Position 29653: 1.010455524983466e-06
Position 30583: 9.589739800563926e-07
Position 788: 6.878897379608271e-07
Position 189: 6.826055091454205e-07
Position 30713: 6.114578381031317e-07
Position 409: 5.849273130292493e-07
Position 29182: 5.711329843482897e-07
Position 30703: 4.149806326513855e-07
Position 30603: 2.796834578200962e-07
Position 30471: 1.2340989500595041e-07
Position 30511: 1.1955872620607343e-07
Position 30647: 1.1349908160353357e-07
Position 30142: 1.10724528328506e-07
Position 29738: 8.442887595393212e-08
Position 30215: 5.9096010542410285e-08
Position 30865: 4.814744857291878e-08
Position 30618: 2.032159343665811e-08
Position 30645: 2.0238772627723018e-08
Position 30066: 1.1989054279259002e-08
Position 30177: 3.5222096242933403e-09
Position 30148: 7.360966195071122e-10
Position 30522: 6.667400352341702e-10
Position 30490: 5.960676530390276e-10
Position 30669: 5.121148287470567e-10
Position 30443: 3.9344827287223074e-10
Position 30493: 3.53162643206301e-10
Position 30087: 8.913287356764372e-11
Position 30091: 3.4200547242740223e-11
Position 30114: 3.774994932232131e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 28358: 0.9999999999999962
Position 30064: 0.9977621651537895
Position 29030: 0.9749036870856492
Position 29843: 0.9657433401753065
Position 28524: 0.9437369022080693
Position 28780: 0.9312560637214876
Position 22193: 0.8283359454983026
Position 29619: 0.7731154592019006
Position 29220: 0.5235008589091111
Position 29346: 0.2419471567656161
Position 29690: 0.21791350658850964
Position 6642: 0.14270295134746303
Position 6668: 0.10963976529530799
Position 29232: 0.0879011242634453
Position 28824: 0.048323693413773086
Position 29866: 0.031451982963228375
Position 3717: 0.02655762238091624
Position 29257: 0.02020600532674572
Position 13676: 0.019835913097757535
Position 14109: 0.014623606466374658
Position 29032: 0.013277691310986665
Position 29281: 0.01280071255338235
Position 14152: 0.011441197549610867
Position 1437: 0.009917381492667486
Position 31478: 0.009050927246738928
Position 29366: 0.0069224135196013035
Position 31386: 0.004304440414365962
Position 31147: 0.0036224271419306826
