Gene = eIF1
index = 1682
Annotated 5SS: [186 587]
Annotated 3SS: [428 972]
SMsplice 5SS: [186 587]
SMsplice 3SS: [428 972]
top_k =  500
Partition function (log Z): -3.377031845816662

Sorted 5' Splice Sites (High to Low Probability):
Position 587: 0.9903369506337476
Position 186: 0.4898255128033814
Position 1075: 0.17512139251499942
Position 309: 0.05884088020412661
Position 335: 0.041689296203513686
Position 1105: 0.02546566187883042
Position 74: 0.007485980001050829
Position 140: 0.007409576261929314
Position 156: 0.005724929561412434
Position 922: 0.005591268526657685
Position 361: 0.005193352881630515
Position 337: 0.004404697164073319
Position 918: 0.004011550619034653
Position 602: 0.002677182263555718
Position 231: 0.0023569406594761357
Position 92: 0.002120132763575582
Position 864: 0.001981554972241628
Position 897: 0.0015738657937435032
Position 737: 0.0012419971221555072
Position 81: 0.0010781409121344775
Position 256: 0.0005158171211270804
Position 550: 0.0004819245889834069
Position 1141: 0.00037096441600755235
Position 121: 0.0003662394991166399
Position 672: 0.00032176749544376174
Position 42: 0.0002099882818076571
Position 1139: 0.00019007205817508566
Position 1046: 0.0001645587528472452
Position 137: 0.00014985514504334098
Position 190: 0.00011613236322370063
Position 183: 0.00010438800680664608
Position 1016: 0.00010265719941752591
Position 34: 6.898564732195219e-05
Position 1123: 5.995029388547556e-05
Position 925: 5.855881689842254e-05
Position 1065: 5.767226956882005e-05
Position 871: 4.762215588293837e-05
Position 610: 3.8571798382141154e-05
Position 1079: 3.231400323463876e-05
Position 734: 2.923012742333103e-05
Position 714: 2.6444097207493102e-05
Position 569: 1.990841215544159e-05
Position 591: 1.7386195491432286e-05
Position 1203: 1.5358838861163463e-05
Position 127: 1.3989515597997329e-05
Position 654: 9.453785848659958e-06
Position 630: 8.63428181397463e-06
Position 755: 7.171264863144284e-06
Position 144: 4.127844435056947e-06
Position 1011: 3.1581422813856522e-06
Position 994: 2.909002835372914e-06
Position 153: 1.2107113194031548e-06
Position 541: 3.5176465448580094e-07
Position 612: 3.0392832638566565e-07
Position 160: 2.629589612108678e-07
Position 482: 1.437313447725228e-07
Position 395: 4.467855785220597e-08
Position 510: 5.22029616322766e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9605260649388973
Position 428: 0.5737518342952316
Position 1238: 0.12051151728316901
Position 1172: 0.07938699872660053
Position 395: 0.03989239723266297
Position 811: 0.021336695450289028
Position 797: 0.019417703922156696
Position 782: 0.005711446968017869
Position 133: 0.003989539309974267
Position 502: 0.0018824604356549551
Position 473: 0.0016503861747072582
Position 1253: 0.0014526433438356438
Position 451: 0.001102342214256756
Position 169: 0.000791764198405442
Position 868: 0.0006301840902766285
Position 195: 0.000622681646362673
Position 672: 0.0006104280461614243
Position 824: 0.0006013675331843869
Position 871: 0.0005349911965507636
Position 1203: 0.0004897499899201465
Position 1262: 0.0004112601487111984
Position 734: 0.0003568220480845298
Position 891: 0.00035583652964215826
Position 1256: 0.0002326460833165344
Position 636: 0.00019606059692931256
Position 819: 0.00018049380114592328
Position 299: 0.00017615434437144275
Position 190: 0.00012665447423132454
Position 640: 0.00012170704272233837
Position 535: 9.316681807810574e-05
Position 834: 8.694018611915293e-05
Position 942: 8.351307137584795e-05
Position 763: 7.60214709651326e-05
Position 409: 5.4036286348809765e-05
Position 1029: 4.7243024054674364e-05
Position 714: 4.453545600876176e-05
Position 482: 3.8139910929187545e-05
Position 1074: 3.7923034958086694e-05
Position 317: 3.487800008704459e-05
Position 1009: 3.459292474457653e-05
Position 750: 2.1265058484958396e-05
Position 1035: 1.4097715044007739e-05
Position 499: 1.2830197287087989e-05
Position 121: 8.72064873833626e-06
Position 492: 3.956046615370489e-06
Position 1120: 2.3539864581765226e-06
Position 565: 1.3690977036272268e-06
Position 562: 1.0847329343291672e-06
Position 92: 8.192517092240764e-07
Position 517: 6.66947432981825e-07
Position 569: 5.422310146196254e-09
Position 504: 2.5613383307660466e-09
Position 205: 2.4340190499570366e-09
Position 583: 9.195263265881627e-10
Position 550: 8.879773528695518e-10
