Gene = Max
index = 1270
Annotated 5SS: [ 204  345  768 1101]
Annotated 3SS: [ 278  659  976 1165]
SMsplice 5SS: [ 204  768 1101]
SMsplice 3SS: [ 278  976 1165]
top_k =  500
Partition function (log Z): 3.022642374316998

Sorted 5' Splice Sites (High to Low Probability):
Position 1101: 0.9779856228433188
Position 204: 0.9316168603653661
Position 768: 0.7397568928511289
Position 345: 0.40549833601073
Position 788: 0.21318654056109992
Position 25: 0.09724952384087704
Position 487: 0.04749391988480485
Position 215: 0.02495972577804763
Position 449: 0.017634612687805567
Position 840: 0.015304414785749386
Position 371: 0.014042730134640332
Position 1122: 0.008891235631160226
Position 235: 0.0066704719368838065
Position 199: 0.005963016426441938
Position 1582: 0.003812587643584476
Position 1537: 0.0035421684826164044
Position 1471: 0.003386241280463853
Position 468: 0.002490810093094415
Position 1641: 0.0018349135877332313
Position 736: 0.0013720356474739629
Position 51: 0.0009734542391461482
Position 611: 0.0009081881935526305
Position 589: 0.0008975163050755069
Position 1271: 0.0006704817090005191
Position 744: 0.0006519659780348477
Position 1576: 0.0005174011681384153
Position 424: 0.000438136558017457
Position 426: 0.00041834671291279135
Position 1437: 0.00037869383574565404
Position 844: 0.0003731976577211128
Position 919: 0.00036537995379123695
Position 163: 0.0003462429649519033
Position 429: 0.00033078013572399566
Position 1327: 0.0002849697059620242
Position 1404: 0.0002417066536666924
Position 15: 0.00023498024808307918
Position 921: 0.00018874502090963664
Position 403: 0.0001824958349449699
Position 578: 0.00016008513799218007
Position 1820: 0.0001351634398676257
Position 1452: 0.0001249312131318123
Position 1550: 0.00011917858851981375
Position 149: 0.00010590473280298476
Position 830: 8.987485166864225e-05
Position 1633: 8.741071799310244e-05
Position 553: 6.778868217666835e-05
Position 438: 5.56002700540152e-05
Position 1503: 3.618250925845856e-05
Position 871: 3.5691208512172874e-05
Position 1510: 3.3144888277088115e-05
Position 1726: 2.7578679811338603e-05
Position 432: 2.3502307037073242e-05
Position 1383: 1.8407670206818647e-05
Position 1356: 1.8318402735601646e-05
Position 1440: 1.69684846214685e-05
Position 648: 1.408227542711054e-05
Position 1041: 1.3104620465786887e-05
Position 1392: 1.2714593786581903e-05
Position 3: 3.9013814552774785e-06
Position 239: 1.8813783820374889e-06
Position 237: 1.8584061234097955e-06
Position 95: 1.6142545058489614e-06
Position 940: 1.1939134664237816e-06
Position 943: 5.940879784634899e-07
Position 1344: 2.8823948406245e-07
Position 1409: 7.098664474484539e-08
Position 1342: 6.57590557928483e-08
Position 1225: 5.116916008730299e-08
Position 1407: 2.7079728165118767e-08
Position 1488: 9.101607613858453e-09
Position 138: 2.835912579577889e-09
Position 1645: 9.980529296640002e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 976: 0.9975195092629949
Position 1165: 0.983089607269265
Position 278: 0.8087036967004675
Position 659: 0.4922629402192258
Position 444: 0.06478839995137979
Position 95: 0.06080289417869229
Position 281: 0.04412112630858339
Position 109: 0.030050475236093967
Position 414: 0.020779284817886233
Position 1658: 0.00723821255918424
Position 1534: 0.004182611343768539
Position 668: 0.003631213026296985
Position 1171: 0.0035986692768722717
Position 569: 0.0019386543016510617
Position 1791: 0.0019331356806996185
Position 149: 0.0018707833139014836
Position 697: 0.0011000014499258344
Position 344: 0.001049110597970422
Position 1339: 0.000630702065016702
Position 1626: 0.0005242863995700529
Position 506: 0.00033096096385948543
Position 1668: 0.0002901790349737259
Position 1890: 0.00028636633276157066
Position 1021: 0.00022837595302659488
Position 1392: 0.00021703294551119837
Position 1214: 0.00017179817255019993
Position 1197: 0.00013528273821171834
Position 1145: 0.00012731279771719848
Position 154: 0.00012314282824458408
Position 1471: 0.00010845766448196321
Position 463: 8.997717925390912e-05
Position 1769: 7.047102010601354e-05
Position 1003: 5.2357848320681944e-05
Position 1900: 3.3964510856067045e-05
Position 1202: 3.333430887062554e-05
Position 1749: 3.274004623493813e-05
Position 1752: 2.889203571250034e-05
Position 466: 2.4918354338374537e-05
Position 881: 2.421424049479228e-05
Position 840: 1.6859466961184908e-05
Position 1820: 1.6578422366988213e-05
Position 1807: 1.3471789451515555e-05
Position 929: 1.1109241155647358e-05
Position 981: 1.1061012134720955e-05
Position 943: 4.2420497278920645e-06
Position 830: 2.3192681132895585e-06
Position 381: 1.6643396972888704e-06
Position 1426: 5.815964350537372e-08
Position 189: 4.995721402492879e-08
Position 163: 1.8171589278306724e-08
Position 212: 4.3277042422595995e-09
Position 199: 3.123967779368413e-09
Position 169: 2.9992036951147467e-09
Position 218: 7.48914654831306e-10
Position 208: 1.5946562492974879e-10
Position 716: 2.7197153275383094e-11
Position 481: 7.57444472050827e-12
Position 719: 6.9850628347842596e-12
Position 220: 2.641226951113054e-13
