Gene = Nle
index = 1323
Annotated 5SS: [1033 1442 1624]
Annotated 3SS: [1090 1496 1682]
SMsplice 5SS: [1033 1442 1624]
SMsplice 3SS: [1090 1496 1682]
top_k =  500
Partition function (log Z): 5.4142086890192775

Sorted 5' Splice Sites (High to Low Probability):
Position 1624: 0.997753636815072
Position 1033: 0.9909118234810457
Position 1442: 0.9808708583704318
Position 1212: 0.03998126507317319
Position 369: 0.00607029880532127
Position 483: 0.00464527424644838
Position 1305: 0.0041364034570547355
Position 825: 0.003027123439491984
Position 542: 0.003015833026556225
Position 311: 0.0029124298500066486
Position 1334: 0.0025933528042598086
Position 205: 0.0014403921972281914
Position 1273: 0.001370867889628162
Position 1613: 0.001334478927485232
Position 1309: 0.001325778307051445
Position 939: 0.001305064752385771
Position 581: 0.001185340776877159
Position 1024: 0.0009928368287752526
Position 551: 0.0009586048695882026
Position 330: 0.0004862601649364811
Position 1450: 0.00046945592053037987
Position 491: 0.00041378421309331957
Position 634: 0.0004024887571988487
Position 768: 0.00040145958302039493
Position 448: 0.00035224161423560773
Position 532: 0.00029699583144141527
Position 469: 0.00029153862321160297
Position 20: 0.00026198348360302826
Position 1389: 0.00021342586765092682
Position 344: 0.0002110775906660218
Position 996: 0.00017193895254459998
Position 658: 0.0001659667250286326
Position 698: 0.00016442794719323864
Position 1628: 0.00015539693945909868
Position 1243: 0.00011831120369207251
Position 378: 0.00010465997952235278
Position 816: 0.00010249402050465045
Position 360: 9.97503760090847e-05
Position 420: 9.731832695495593e-05
Position 1147: 8.120081301912032e-05
Position 1634: 7.912064478850624e-05
Position 1255: 7.025463654563697e-05
Position 1246: 6.635329077886859e-05
Position 1381: 6.378455890319252e-05
Position 342: 5.403433475409035e-05
Position 463: 4.838600857404272e-05
Position 299: 3.8251021790387207e-05
Position 555: 2.6482598095106354e-05
Position 716: 2.3806753151451695e-05
Position 1166: 2.1554963080492174e-05
Position 782: 1.9101060640923136e-05
Position 1599: 1.440114573320503e-05
Position 423: 1.3199552367260606e-05
Position 261: 1.283111972511096e-05
Position 739: 1.2417591678082825e-05
Position 1216: 1.237468623043036e-05
Position 835: 1.1987133214612065e-05
Position 1338: 1.1641823981221639e-05
Position 1363: 1.1547801891262772e-05
Position 1411: 1.1040995260667304e-05
Position 1313: 1.02452659347995e-05
Position 592: 7.352229510650482e-06
Position 30: 7.1372307226286555e-06
Position 546: 7.0271968580640015e-06
Position 59: 6.086586511515953e-06
Position 1453: 4.784471578941982e-06
Position 315: 2.291692595925727e-06
Position 394: 1.973129512619012e-06
Position 982: 1.940968578789942e-06
Position 1287: 1.8040268954286258e-06
Position 876: 1.3280159507716806e-06
Position 1063: 1.2787139477225738e-06
Position 1589: 9.024671827780632e-07
Position 1159: 7.799736260213919e-07
Position 254: 7.163272137551225e-07
Position 1358: 4.11589074838711e-07
Position 1372: 4.1026156890286326e-07
Position 1642: 3.0988686190804396e-07
Position 1191: 2.9709963045385107e-07
Position 1132: 2.3461780284970837e-07
Position 1553: 1.0372127327119834e-07
Position 1152: 9.945477286098724e-08
Position 1672: 3.3670524632534014e-08
Position 1555: 1.5309891071588506e-08
Position 917: 1.1042739496681182e-08
Position 969: 8.667674623268135e-09
Position 1562: 6.443326619853328e-09
Position 908: 5.193436473797585e-09
Position 42: 2.8698811553125584e-09
Position 32: 1.3597351738117133e-09
Position 135: 8.911676478861628e-10
Position 1317: 5.586466802976046e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1682: 0.9991282180391816
Position 1496: 0.9961274856409813
Position 1090: 0.9522203092296516
Position 1104: 0.038795451021505764
Position 1278: 0.025426486320043948
Position 867: 0.009670809616421127
Position 439: 0.006577233922596712
Position 1368: 0.006072490151468199
Position 531: 0.005517894606991855
Position 876: 0.002037883059323139
Position 1305: 0.0018513346887551897
Position 1076: 0.0013857884231192152
Position 1128: 0.0008838707126782684
Position 1309: 0.000865949271155802
Position 1510: 0.0005785516143546304
Position 507: 0.0005563538179167824
Position 1503: 0.00053390709194835
Position 1119: 0.0004229760953505983
Position 822: 0.00030835243275823123
Position 825: 0.000285308051868842
Position 739: 0.0002482748502841499
Position 1001: 0.0002410077746907006
Position 1516: 0.00020209486656090332
Position 1721: 0.0001856938238740367
Position 74: 0.00016535962106519324
Position 894: 0.000156951598602537
Position 356: 0.00012178668156688351
Position 629: 0.00011915478719220807
Position 1528: 0.00011648928165434075
Position 881: 8.181200654964019e-05
Position 721: 7.969789507738224e-05
Position 378: 6.0132254341886846e-05
Position 668: 5.837098404672636e-05
Position 83: 5.822931171366807e-05
Position 1421: 5.503135251370105e-05
Position 350: 5.452289003045611e-05
Position 641: 3.590560203781916e-05
Position 463: 3.483662227512929e-05
Position 1095: 3.386928138165082e-05
Position 1467: 2.670973590412745e-05
Position 1732: 2.4957652150913043e-05
Position 275: 2.4597180273349578e-05
Position 1078: 2.019475157116544e-05
Position 542: 1.7693116406733392e-05
Position 369: 1.7146809274186403e-05
Position 716: 1.6575171797008182e-05
Position 1328: 1.2469888072363969e-05
Position 125: 7.913388072454685e-06
Position 1231: 7.274956504191636e-06
Position 385: 5.0445867072758195e-06
Position 1206: 4.8192878942985114e-06
Position 744: 4.619547162166307e-06
Position 589: 4.579858959379211e-06
Position 1441: 3.4647961933190107e-06
Position 1531: 3.3008688164551468e-06
Position 86: 2.6782161577318175e-06
Position 539: 2.676688417642329e-06
