Gene = Ccz1
index = 1060
Annotated 5SS: [ 142  295 1153]
Annotated 3SS: [ 196  358 1215]
SMsplice 5SS: [1153]
SMsplice 3SS: [1215]
top_k =  500
Partition function (log Z): -5.325036487509085

Sorted 5' Splice Sites (High to Low Probability):
Position 1153: 0.9722373718151027
Position 142: 0.3773281870451501
Position 286: 0.24554166711805417
Position 295: 0.22741278312674207
Position 893: 0.024924820410498393
Position 270: 0.02463860674097802
Position 325: 0.01864625684113658
Position 329: 0.014546121780857268
Position 1326: 0.009989918245702032
Position 443: 0.008483408673216659
Position 474: 0.003885036244394783
Position 1138: 0.0037023144874083207
Position 209: 0.003483047997676329
Position 130: 0.0028952581150400248
Position 183: 0.002219092379962425
Position 631: 0.0019139519170380604
Position 984: 0.0013678599694566477
Position 260: 0.0012368479144055163
Position 1065: 0.0012236989219418996
Position 498: 0.0008815895991631334
Position 437: 0.000633560280079055
Position 514: 0.0005662593841073251
Position 1379: 0.0004689425497000666
Position 1536: 0.00034760757163534696
Position 996: 0.00025919611931012114
Position 1157: 0.00023133141214441922
Position 918: 0.00020191133368008054
Position 1530: 0.0001454326265140227
Position 569: 0.00012548631043908612
Position 79: 0.00010241360921897747
Position 607: 9.39528334920007e-05
Position 706: 5.871517509159702e-05
Position 1142: 5.54381216926494e-05
Position 1563: 5.1952813429326493e-05
Position 46: 4.165956561765009e-05
Position 843: 1.6336250675576312e-05
Position 1136: 1.4198424077458617e-05
Position 214: 8.34617279502693e-06
Position 973: 7.802398147157495e-06
Position 492: 1.4267870356163672e-06
Position 662: 6.394595287859662e-07
Position 90: 4.1898607405226656e-07
Position 1014: 1.0581554730608368e-07
Position 1071: 9.25551681195583e-08
Position 342: 6.745546315431624e-08
Position 349: 5.059075517257477e-08
Position 1038: 4.518015057403932e-08
Position 1385: 1.866564131935943e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1215: 0.9764653842257545
Position 358: 0.5064956226783026
Position 196: 0.3705052969628639
Position 386: 0.01938981591092924
Position 737: 0.016273476202581853
Position 962: 0.010522551599780296
Position 945: 0.009685894315180372
Position 634: 0.006563541314000143
Position 1223: 0.006127316908274334
Position 375: 0.003944058415343636
Position 1427: 0.0037531367591729175
Position 967: 0.00336430382499808
Position 1402: 0.0025225578046919445
Position 318: 0.0024705206931783606
Position 1612: 0.00196871439799198
Position 1465: 0.0019355596351023293
Position 401: 0.0018110414471895812
Position 629: 0.0009883112374507992
Position 473: 0.0008281011919969484
Position 983: 0.0007447434878937108
Position 1585: 0.00042734356593681516
Position 541: 0.00038949965833362163
Position 470: 0.00038800815582097056
Position 842: 0.0003722790873277713
Position 1046: 0.0002807707833968941
Position 447: 0.00025230203236680903
Position 1409: 0.00021761693795831975
Position 532: 0.00020112654771314427
Position 257: 0.00018523293416292577
Position 340: 0.00015350611133673156
Position 435: 0.00014916608737819027
Position 836: 0.00012453958333214806
Position 1379: 0.00010827516843447193
Position 1239: 0.000104208131777265
Position 1443: 7.197550343506804e-05
Position 607: 4.1340473466844114e-05
Position 1568: 3.8236746303772874e-05
Position 208: 1.9748342628827804e-05
Position 1616: 1.6497950161545304e-05
Position 205: 1.6246484662697528e-05
Position 1492: 1.593078457770327e-05
Position 1535: 1.322701523812072e-05
Position 1429: 9.303838622012866e-06
Position 1306: 8.125067711713941e-06
Position 1699: 6.257943148064968e-06
Position 1589: 5.095731365138859e-06
Position 270: 4.107092415664998e-06
Position 674: 3.683107164756953e-06
Position 1640: 2.883492625491098e-06
Position 285: 1.9261530240384796e-06
Position 98: 1.7672151226246868e-06
Position 130: 8.632531527135619e-07
Position 161: 1.578446700319199e-07
Position 167: 1.4146337211380407e-08
Position 342: 7.546946917168952e-09
Position 431: 5.702365954737655e-09
Position 136: 4.030186695821936e-09
Position 183: 1.0308764321673767e-09
Position 141: 4.3971260561955554e-10
Position 325: 1.339911171672669e-10
Position 320: 1.1965225751470877e-10
Position 274: 4.540282801362886e-12
