Gene = DCX-EMAP
index = 1122
Annotated 5SS: [ 1176 28115 35323 35992 36202 36491 36648 37111 37613 38099]
Annotated 3SS: [27919 35205 35602 36051 36318 36551 36711 37194 37701 38219]
SMsplice 5SS: [ 1176 28115 35323 36202 36491 36648 37111 37613 38099]
SMsplice 3SS: [27919 35205 35602 36318 36551 36711 37194 37701 38219]
top_k =  500
Partition function (log Z): 25.202326387394567

Sorted 5' Splice Sites (High to Low Probability):
Position 1176: 0.9999999999999893
Position 36202: 0.9999222860567758
Position 37111: 0.9992913904736878
Position 36648: 0.9978325067568258
Position 38099: 0.9977670041157198
Position 36491: 0.9970424131375872
Position 37613: 0.9125005234053658
Position 28115: 0.5043175390180386
Position 37573: 0.06308784291722147
Position 38840: 0.02792363986314752
Position 37634: 0.01580907720946955
Position 37857: 0.013049967632891842
Position 38506: 0.010997096699598032
Position 38585: 0.01013731485977011
Position 38409: 0.005529695308033381
Position 38477: 0.005447077624036718
Position 37640: 0.0036843424323149323
Position 38350: 0.0033363716794207444
Position 37324: 0.0028792609788005747
Position 37626: 0.002767583568156263
Position 38154: 0.0020921046761391868
Position 39002: 0.002019585710768394
Position 38496: 0.001866694196047457
Position 37785: 0.0011158757805601813
Position 38578: 0.0007754192568811403
Position 37327: 0.000697534165956148
Position 38767: 0.0005155762725602842
Position 36464: 0.0004798907894219959
Position 37464: 0.00044534190677175835
Position 38731: 0.00040896836951367753
Position 38420: 0.000287985638024976
Position 36447: 0.00028387569634664067
Position 38323: 0.000276557666371627
Position 38352: 0.0002593621701111795
Position 38485: 0.00024075609658523182
Position 36652: 0.00022581278956456245
Position 38805: 0.0001937790314537555
Position 37848: 0.00019258799545903855
Position 37457: 0.00017824503959124676
Position 36898: 0.00016733184993115576
Position 37350: 0.0001476819395337202
Position 36459: 0.0001317858074708757
Position 38947: 0.0001268076484917615
Position 38455: 0.00011003101955704368
Position 38573: 0.0001032245352579388
Position 38298: 7.801947420751437e-05
Position 38263: 6.115783486144466e-05
Position 38103: 5.427092476865676e-05
Position 38068: 4.460146286094777e-05
Position 37150: 4.389515416232254e-05
Position 37735: 3.952473057794089e-05
Position 36495: 3.927807882014472e-05
Position 37216: 3.763984391024977e-05
Position 36642: 3.0305239195130847e-05
Position 37267: 2.913862149570894e-05
Position 38093: 2.7098462956465512e-05
Position 36921: 2.697123152464695e-05
Position 37974: 2.3568411216493632e-05
Position 37121: 2.2220013185742456e-05
Position 37520: 2.0736831627312566e-05
Position 36725: 1.916887129406905e-05
Position 37940: 1.885597931367149e-05
Position 36559: 1.7436607428974545e-05
Position 37646: 1.7200788005818686e-05
