Gene = Osi21
index = 1349
Annotated 5SS: [816]
Annotated 3SS: [984]
SMsplice 5SS: [816]
SMsplice 3SS: [984]
top_k =  500
Partition function (log Z): -2.074056980580542

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.9910648591675806
Position 273: 0.03441446568401905
Position 262: 0.016761170978569526
Position 793: 0.005514452545422313
Position 271: 0.005299229519587191
Position 218: 0.003940851491236162
Position 60: 0.0031576257513467325
Position 852: 0.0011018765539910905
Position 615: 0.0009649454300811155
Position 139: 0.0006829711025248797
Position 559: 0.0004700397891987896
Position 548: 0.00045465019171421993
Position 1079: 0.00035077459678245336
Position 715: 0.00035071296119512576
Position 803: 0.00034753493573607883
Position 839: 0.00024068350232326824
Position 830: 0.00019682556689811488
Position 1243: 0.00017156936751548763
Position 1269: 0.00013017240140220392
Position 135: 9.488359987064707e-05
Position 1283: 8.678131570083203e-05
Position 538: 8.415498885962581e-05
Position 245: 8.013150611086126e-05
Position 160: 6.501453058503705e-05
Position 190: 5.722370685269012e-05
Position 847: 5.704372175021125e-05
Position 886: 3.7874848081901855e-05
Position 1087: 2.557342590709247e-05
Position 380: 2.4671047062323434e-05
Position 833: 2.050531875761582e-05
Position 1117: 1.8917294529463286e-05
Position 1228: 1.518717540778554e-05
Position 1065: 1.1947217358291428e-05
Position 148: 1.0172349588674784e-05
Position 1147: 9.535022218654796e-06
Position 1126: 8.873664923266982e-06
Position 85: 8.416161593222773e-06
Position 27: 8.374840568634528e-06
Position 110: 8.014143000227975e-06
Position 1052: 7.976816271560616e-06
Position 665: 7.548633581180146e-06
Position 1307: 6.195148952332275e-06
Position 1280: 5.570151586955839e-06
Position 1124: 5.298577982377703e-06
Position 212: 4.727258371889734e-06
Position 1046: 4.207507083538043e-06
Position 1257: 3.792706058470641e-06
Position 703: 3.1868865984012923e-06
Position 21: 2.9230429735727532e-06
Position 619: 2.4610737774551897e-06
Position 117: 1.684348281446415e-06
Position 563: 1.355400771104746e-06
Position 605: 1.2742390592915497e-06
Position 1184: 1.2243405934665663e-06
Position 557: 1.0780674272194514e-06
Position 1149: 9.087137216769302e-07
Position 1041: 6.588099669781782e-07
Position 1168: 3.588361570190444e-07
Position 1135: 2.8121913797548154e-07
Position 446: 2.697302597488915e-07
Position 894: 2.5346199705498116e-07
Position 373: 2.2778193585214391e-07
Position 13: 6.28289722137355e-08
Position 341: 1.4632133857564995e-09
Position 622: 9.679897172574814e-11
Position 656: 2.9755777460666965e-11
Position 947: 6.209031646910075e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 984: 0.9451034826089725
Position 341: 0.05911319860154229
Position 941: 0.05442250491671659
Position 321: 0.0030845614700185657
Position 672: 0.0011463732038716696
Position 492: 0.0006011984680694949
Position 773: 0.0005127700756404265
Position 1307: 0.0003611075728453998
Position 142: 0.0003323379676741395
Position 1365: 0.00032293432027698574
Position 1135: 0.00028736080793544637
Position 212: 0.00016212428408813364
Position 886: 0.0001220652481084494
Position 696: 0.00011715127085598038
Position 160: 9.394114319126536e-05
Position 1018: 8.574886253392394e-05
Position 325: 8.444400370093484e-05
Position 710: 4.842330469442663e-05
Position 232: 3.7103315840700626e-05
Position 597: 3.542887629773393e-05
Position 1034: 3.4972552331277235e-05
Position 615: 3.346221262962405e-05
Position 541: 3.255209267403677e-05
Position 108: 2.9300290614535882e-05
Position 369: 2.4843031711598597e-05
Position 1117: 1.9491401964387774e-05
Position 1114: 1.588912385610417e-05
Position 357: 1.5201567451254777e-05
Position 868: 1.4775928204331911e-05
Position 1195: 1.4428088077365816e-05
Position 396: 1.3769886995496908e-05
Position 1228: 9.438821373341097e-06
Position 750: 9.271274891208756e-06
Position 753: 8.524748097224876e-06
Position 1272: 8.454652852244495e-06
Position 373: 7.472396948037192e-06
Position 89: 6.664825534096111e-06
Position 1286: 4.696960465121473e-06
Position 501: 4.310403509364987e-06
Position 714: 4.088289701612523e-06
Position 1367: 3.660579831380744e-06
Position 173: 2.617583702909102e-06
Position 93: 2.5009091824356406e-06
Position 417: 2.2589507588592097e-06
Position 1071: 2.025675125209732e-06
Position 600: 1.9471095848155072e-06
Position 170: 1.6779176554378585e-06
Position 289: 1.3655479991210982e-06
Position 1199: 1.0907700654890344e-06
Position 582: 1.042709952780225e-06
Position 405: 9.441874018972647e-07
Position 588: 9.195971354109331e-07
Position 117: 6.600977382418389e-07
Position 1330: 6.565553836273447e-07
Position 185: 6.103649836525069e-07
Position 1144: 4.867763852982462e-07
Position 1254: 4.384253576511807e-07
Position 1251: 3.780804578109002e-07
Position 846: 3.7020650800703245e-07
Position 176: 3.346436116398187e-07
Position 266: 1.6390116964256662e-07
Position 1023: 1.5004114765666107e-07
Position 1280: 6.458564695304899e-08
Position 64: 3.594461216988349e-10
Position 59: 6.328332895118818e-11
Position 252: 4.34031188048442e-11
Position 269: 2.0070622635491127e-11
Position 393: 1.20127049969753e-11
