Gene = heix
index = 1724
Annotated 5SS: [987]
Annotated 3SS: [1664]
SMsplice 5SS: [ 987 1457]
SMsplice 3SS: [1348 1664]
top_k =  500
Partition function (log Z): -9.235255167752033

Sorted 5' Splice Sites (High to Low Probability):
Position 987: 0.7914821365388568
Position 1457: 0.5526336471296454
Position 655: 0.18376828054062017
Position 1817: 0.09576725539619338
Position 3212: 0.08932153747180392
Position 616: 0.0601899554665193
Position 2561: 0.05966358544707861
Position 1839: 0.05690182797071918
Position 2396: 0.04297001103190004
Position 1073: 0.025202894809418366
Position 624: 0.01950229108009317
Position 3031: 0.017866927238644015
Position 1089: 0.01761819904461803
Position 2318: 0.014025485610988458
Position 1442: 0.008977173957040306
Position 2010: 0.008284887159228238
Position 224: 0.006953137204312437
Position 247: 0.006332283186490567
Position 2136: 0.0063043103779615245
Position 2054: 0.004877033591396613
Position 460: 0.004213873050143661
Position 451: 0.003428257955194294
Position 1330: 0.0032183149868279114
Position 1220: 0.0030828954265337215
Position 2806: 0.0030339757760010234
Position 1492: 0.0027216210498541248
Position 1810: 0.0023978633939677934
Position 894: 0.0023972025572220005
Position 1025: 0.001911614009961395
Position 2243: 0.0016004113671053805
Position 429: 0.0015263379330867186
Position 669: 0.0009435345961120367
Position 1897: 0.0006278081334959415
Position 257: 0.0006115492850092075
Position 2101: 0.0005950880016933565
Position 1241: 0.0005740154876591032
Position 2035: 0.0005700363182542397
Position 2860: 0.0005234994978109994
Position 2555: 0.00041193116527651636
Position 2311: 0.0003425547825181327
Position 2120: 0.0003291610668317971
Position 40: 0.0003001543534415929
Position 818: 0.00027992741443448545
Position 1334: 0.00024269291322697752
Position 34: 0.00022733672501493198
Position 960: 0.0002060730989929929
Position 69: 0.00018365425174510523
Position 2346: 0.00017880289365350866
Position 520: 0.000167801651894116
Position 347: 0.0001615674455595733
Position 867: 0.00013639545743532726
Position 646: 0.0001343734492545397
Position 48: 9.840184220132692e-05
Position 2117: 9.756840918858036e-05
Position 633: 8.063812607068972e-05
Position 29: 7.891377952201093e-05
Position 260: 7.077196467000519e-05
Position 526: 5.0987620978892986e-05
Position 1793: 4.344220182664355e-05
Position 2108: 4.277178273768866e-05
Position 636: 3.896451567397875e-05
Position 897: 3.3283246656889195e-05
Position 1153: 2.964220482603391e-05
Position 716: 1.8055239464620207e-05
Position 15: 1.0402662426326345e-05
Position 386: 1.0312847778625114e-05
Position 502: 9.868121343245869e-06
Position 777: 6.925811068853907e-06
Position 1245: 6.475787939226941e-06
Position 1556: 5.165722843914277e-06
Position 345: 4.316801056080261e-06
Position 177: 3.724001354463272e-06
Position 764: 2.4720800743296465e-06
Position 534: 2.001669029384512e-06
Position 870: 1.5808647746431512e-06
Position 1338: 1.1463177262888807e-06
Position 497: 9.098953129755038e-07
Position 830: 6.333730663983481e-07
Position 758: 2.350164527600248e-10
Position 772: 1.447506949578753e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1664: 0.9057567794515864
Position 1348: 0.47710056169091336
Position 744: 0.2049497825952553
Position 1896: 0.16477639890867457
Position 3292: 0.11593218933227925
Position 2641: 0.0530094870101281
Position 2186: 0.0237015951467704
Position 3105: 0.02236018132633907
Position 1542: 0.020816549387377016
Position 2859: 0.019848894996020293
Position 1153: 0.017379279060472725
Position 2588: 0.011988624751509969
Position 1384: 0.010245696014429208
Position 3630: 0.007751640938467594
Position 2383: 0.007708881968884094
Position 2370: 0.004186881913458336
Position 2108: 0.004054033658394926
Position 2790: 0.0035832572847926906
Position 1328: 0.0035022807037219917
Position 339: 0.0029344602550870767
Position 693: 0.002830484835821742
Position 520: 0.002769763628217773
Position 2518: 0.002243522307470382
Position 923: 0.0020135760248032315
Position 2928: 0.0017943762419402644
Position 1368: 0.0016716192519119373
Position 1356: 0.0013884147515279585
Position 2444: 0.0013689339466259726
Position 1603: 0.001316591352442704
Position 3589: 0.001295645355958021
Position 2476: 0.0010717229114009439
Position 818: 0.0008736474077826609
Position 772: 0.0007334574007972011
Position 1182: 0.0005853652812448097
Position 116: 0.00045742257438026744
Position 1042: 0.0004522758827809083
Position 1245: 0.0003582658113062132
Position 1966: 0.00030779500802874133
Position 589: 0.000287940398857451
Position 798: 0.0002516973141352598
Position 360: 0.00021300243322109808
Position 938: 0.00016905984650636966
Position 497: 0.00010582309591041575
Position 376: 6.742549483783373e-05
Position 1073: 6.631597266824107e-05
Position 1420: 6.454811597778107e-05
Position 556: 4.869801625328775e-05
Position 2410: 4.6388655610973724e-05
Position 559: 3.859653279195351e-05
Position 897: 2.6765061527006745e-05
Position 403: 2.6508391788044306e-05
