Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  500
Partition function (log Z): 11.835638670753145

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965587817531414
Position 10540: 0.9945294651924661
Position 9826: 0.9910746780489236
Position 10081: 0.9672394579295575
Position 376: 0.9069445403756952
Position 6188: 0.7699167575877688
Position 7923: 0.7224219740507485
Position 8875: 0.6527091268203188
Position 10669: 0.6354624776643579
Position 7541: 0.6310370533804492
Position 8855: 0.18883040006627466
Position 32: 0.1878641124256455
Position 10984: 0.08257773849727337
Position 8669: 0.06371451489404606
Position 60: 0.05685511322536106
Position 5469: 0.026221812307740153
Position 9163: 0.01722083508041409
Position 7020: 0.010718268501721312
Position 7024: 0.009062542502774627
Position 7009: 0.008483296435009427
Position 7222: 0.007829702294818592
Position 4615: 0.007196145641938347
Position 9588: 0.00659952580044625
Position 126: 0.006574535604044347
Position 182: 0.005502287322965307
Position 11262: 0.0040302490847972505
Position 8851: 0.0034814302379774552
Position 9362: 0.003251103857507395
Position 10212: 0.003191472603493035
Position 12168: 0.00307408517702289
Position 9793: 0.0024882983085601222
Position 192: 0.001938192065246939
Position 11614: 0.001725954188605089
Position 6967: 0.0016838406033673013
Position 8766: 0.0014559390263945702
Position 5177: 0.0013365114583808449
Position 11175: 0.0010972893019954029
Position 1017: 0.0010264247377686836
Position 872: 0.0009282981702572266
Position 10041: 0.0007896302207346028
Position 10704: 0.0007834115236993656
Position 4998: 0.0005303056780884567
Position 4564: 0.0005271401139757785
Position 11244: 0.0004905591056623864
Position 10917: 0.00047915868234247954
Position 8741: 0.0004230737163178356
Position 44: 0.0003705593189149958
Position 4341: 0.0003567822574242837
Position 2266: 0.000332146952546956
Position 6262: 0.00032896038129403177
Position 4390: 0.0003185992661960264
Position 3623: 0.0002908578616412851
Position 9892: 0.00028590865987970717
Position 11133: 0.00028517620982932573
Position 9904: 0.0002587781563956109
Position 9347: 0.00017777143709288507
Position 194: 0.0001651260905960528
Position 4377: 0.00015263414575593793
Position 9: 0.0001051110505056501
Position 9037: 7.95511548980134e-05
Position 10214: 7.947008456726696e-05
Position 9659: 5.5752735724601024e-05
Position 9596: 5.156746095220028e-05
Position 9390: 4.862533745719187e-05
Position 7895: 3.8710074846754215e-05
Position 89: 1.8433742096816768e-05
Position 6192: 1.8418549801964605e-05
Position 1335: 1.5428676398815724e-05
Position 23: 1.2835383249752619e-05
Position 609: 1.2693657171746488e-05
Position 3107: 6.933667864257758e-06
Position 9908: 6.19336221305152e-06
Position 10731: 5.93372617055555e-06
Position 8534: 5.276756664014257e-06
Position 10785: 5.093938688850178e-06
Position 10507: 3.600461333063011e-06
Position 3111: 3.2512358779895343e-06
Position 280: 2.129639034560161e-06
Position 11190: 1.873425828375333e-06
Position 10525: 1.7670697151152618e-06
Position 10360: 1.681319201316411e-06
Position 4560: 1.0783054666925808e-06
Position 629: 1.054864231889815e-06
Position 438: 1.030961687484925e-06
Position 1746: 1.0212462716495645e-06
Position 10905: 7.531618731365489e-07
Position 13: 3.705117730811355e-07
Position 10411: 3.3310558374697174e-07
Position 562: 1.3466031641519953e-07
Position 312: 1.0281151336033453e-07
