Gene = spag4
index = 1886
Annotated 5SS: [ 174  802 1024]
Annotated 3SS: [ 231  856 1082]
SMsplice 5SS: [ 346 1024]
SMsplice 3SS: [ 856 1145]
top_k =  500
Partition function (log Z): -3.9844177496176503

Sorted 5' Splice Sites (High to Low Probability):
Position 1024: 0.919837803726003
Position 346: 0.7021401225758958
Position 174: 0.39952585716246963
Position 802: 0.1215773937563277
Position 136: 0.12027697069838049
Position 765: 0.1048381223866184
Position 796: 0.0834251383310947
Position 776: 0.025296555017094435
Position 999: 0.019101620829208132
Position 151: 0.01891496656567105
Position 1090: 0.005580970903217564
Position 316: 0.0035829132889777303
Position 566: 0.003299896161185724
Position 544: 0.003026404446952748
Position 769: 0.0023110203861381926
Position 57: 0.0017054817588818996
Position 527: 0.0008775659206208004
Position 619: 0.000868768183783814
Position 424: 0.0005344862422956703
Position 1014: 0.0003684098602787983
Position 685: 0.00026318496354926866
Position 66: 0.00021772860282263522
Position 28: 0.00021154317027201298
Position 650: 0.00016318812449682624
Position 1057: 0.00013667409694274822
Position 1178: 0.0001326120602561017
Position 593: 0.0001229557874872972
Position 715: 0.00010918856112909048
Position 285: 0.00010601744523373532
Position 1084: 9.732416726834951e-05
Position 944: 6.594178685797038e-05
Position 51: 6.522229397646002e-05
Position 452: 5.8723706043316036e-05
Position 584: 5.485395658340018e-05
Position 942: 5.264207942698975e-05
Position 350: 4.107829835599045e-05
Position 330: 4.03102563648772e-05
Position 159: 3.467729017109342e-05
Position 1028: 3.4011636738717535e-05
Position 265: 1.953274080464829e-05
Position 358: 1.673009472928235e-05
Position 185: 1.5857050481002192e-05
Position 403: 1.3615458035008211e-05
Position 1044: 1.0725541759687411e-05
Position 431: 8.950508642324153e-06
Position 982: 7.868501167324034e-06
Position 78: 7.822850427115907e-06
Position 242: 5.831469300580049e-06
Position 739: 5.465301041162646e-06
Position 927: 5.123118248327972e-06
Position 1030: 2.8283391870951506e-06
Position 182: 1.4371626646579441e-06
Position 31: 5.905225818141963e-07
Position 369: 1.5157838569431333e-08
Position 279: 9.684730506665167e-10
Position 903: 1.0749430821146757e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 856: 0.9584072509351704
Position 1145: 0.580996520429483
Position 1082: 0.3667780529770775
Position 231: 0.3221004391715687
Position 200: 0.10882677517211078
Position 420: 0.07237654025486213
Position 203: 0.030473213126000265
Position 452: 0.025378876761598203
Position 704: 0.01985298808210873
Position 417: 0.01818792644811127
Position 584: 0.016157151289622886
Position 249: 0.005332533356529474
Position 605: 0.0033149067015266704
Position 252: 0.0026633190863058057
Position 375: 0.002633331338948937
Position 1067: 0.0014592613400304477
Position 220: 0.0012131777822076155
Position 581: 0.0011277173539411098
Position 246: 0.0005105588008338677
Position 1236: 0.000453129797227526
Position 1090: 0.0002441465471616232
Position 674: 0.00020321384333606992
Position 1248: 0.00011091776314242495
Position 831: 8.270749086798101e-05
Position 121: 6.864146362022936e-05
Position 124: 6.035195514413505e-05
Position 1166: 3.394416320868638e-05
Position 1220: 3.109782947750316e-05
Position 495: 2.3647101458052428e-05
Position 431: 2.3548567384833712e-05
Position 381: 1.8929063757050073e-05
Position 549: 1.794949309221095e-05
Position 880: 1.5527088236326363e-05
Position 898: 9.096072650233308e-06
Position 774: 7.418524321533182e-06
Position 1178: 6.482110502686655e-06
Position 273: 6.1712859766530536e-06
Position 1100: 4.3672916408581145e-06
Position 285: 2.3975533395731478e-06
Position 212: 2.1148311426504126e-06
Position 178: 1.7853171524125451e-06
Position 424: 1.6703543428793622e-06
Position 312: 7.96410620796278e-07
Position 319: 4.859353587639861e-08
Position 260: 3.126700479369005e-08
Position 256: 3.000994277062642e-08
Position 301: 2.0856303746514613e-08
Position 350: 9.430152574141189e-09
Position 265: 8.447462756103416e-09
Position 155: 4.2701692098673157e-10
Position 316: 1.968612603188335e-11
