Gene = Pvf3
index = 1396
Annotated 5SS: [ 2209 38811 50277 50555 57418]
Annotated 3SS: [38771 50143 50342 57139 57487]
SMsplice 5SS: [  315 50277 50555 57418]
SMsplice 3SS: [50143 50342 57139 57487]
top_k =  500
Partition function (log Z): -67.07336769621608

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9976936288195892
Position 11435: 0.0033156145307638328
Position 2209: 0.001950673148068395
Position 12454: 0.0018659152425433388
Position 10917: 0.0015661651745845044
Position 240: 0.0006176092997685796
Position 228: 0.0004957316876831997
Position 3437: 0.00042372742827453686
Position 519: 0.0003396414495336042
Position 11314: 0.00021692996413419542
Position 806: 4.0443558333441674e-05
Position 1957: 2.2712190378983488e-05
Position 2583: 1.7141571595663214e-05
Position 244: 1.3570135332741645e-05
Position 653: 1.1758077531140706e-05
Position 8408: 8.683158762785546e-06
Position 358: 7.836568213791578e-06
Position 3232: 7.5404462021228295e-06
Position 322: 7.49370040731245e-06
Position 675: 6.0465846186870155e-06
Position 7504: 4.593345996227801e-06
Position 2484: 4.376727212640102e-06
Position 224: 4.196357471346407e-06
Position 1626: 3.2639902657573594e-06
Position 1369: 2.118319500510304e-06
Position 432: 1.7278044429229818e-06
Position 92: 1.0756428506111884e-06
Position 2587: 6.916221083425577e-07
Position 710: 5.607290683824026e-07
Position 2548: 3.5440625378786115e-07
Position 2459: 3.541520787278684e-07
Position 279: 2.2052960410033552e-07
Position 360: 1.3783836981299795e-07
Position 1008: 1.2572882526716902e-07
Position 5346: 1.060429270443779e-07
Position 447: 4.819483771731366e-08
Position 3931: 3.276921692389526e-08
Position 3965: 2.9359963970484606e-08
Position 513: 2.7577799302300582e-08
Position 272: 2.6842263452097967e-08
Position 3927: 1.070984984496129e-08
Position 4094: 7.370576512939262e-09
Position 3979: 6.9382293827593526e-09
Position 2864: 1.7143903629834426e-10
Position 935: 4.593994809934271e-11
Position 362: 2.466528869289676e-11
Position 429: 2.211170711951048e-11
Position 583: 1.7751403171855676e-11
Position 962: 1.0983416601437818e-11
Position 605: 1.0670687620587884e-11
Position 441: 9.004413503290629e-12
Position 45: 6.94844735560978e-12
Position 15: 4.6950161602252805e-12
Position 25: 9.60953136169003e-13
Position 232: 8.644966222824567e-13
Position 439: 5.220180542548232e-13
Position 33: 2.542922344426193e-13
Position 246: 1.8339410196240773e-13
Position 248: 1.0614581697582665e-13
Position 851: 9.716048021743773e-16
Position 4: 9.715034639679046e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18599: 0.49214357382788343
Position 18558: 0.4322871460178709
Position 16994: 0.032236693195972964
Position 12384: 0.01366129053805477
Position 15947: 0.010894012663222482
Position 14509: 0.007466057331723275
Position 14806: 0.0035359126544534034
Position 14539: 0.0034940439784946387
Position 10990: 0.002149976955433464
Position 12822: 0.0018252643378907402
Position 10722: 0.0015230685916850363
Position 12648: 0.001328830905859499
Position 13514: 0.00085848847274662
Position 9993: 0.0006666380166637426
Position 11182: 0.0006423988226463883
Position 13769: 0.0005809267796739178
Position 11677: 0.0005771764267786472
Position 2685: 0.00035052942115573385
Position 2019: 0.00033600893896873425
Position 11198: 0.0002395487815611865
Position 10908: 0.00020686362501557402
Position 10959: 0.00020071294385095887
Position 802: 0.00019610228231568954
Position 11711: 0.00019138535657041862
Position 11028: 0.00014639429811967903
Position 1985: 0.00012128798816772605
Position 2094: 0.00011780700658762589
Position 1317: 6.960991553346247e-05
Position 1952: 6.233783733405596e-05
Position 1544: 5.279154149001159e-05
Position 7861: 4.3753154495140144e-05
Position 3293: 2.8774342015143927e-05
Position 1076: 2.4410670079621894e-05
Position 2663: 2.4177541985819098e-05
Position 1502: 2.1725034522786586e-05
Position 1731: 1.9787944890384955e-05
Position 9504: 1.9560921541071076e-05
Position 1758: 1.9029797998148254e-05
Position 836: 1.8809741350824044e-05
Position 612: 1.5159459293078826e-05
Position 1227: 1.4681854763388518e-05
Position 1170: 1.3765033507168737e-05
Position 7605: 1.132112603338821e-05
