Gene = Cdc37
index = 1062
Annotated 5SS: [ 341  605 1446]
Annotated 3SS: [ 400  785 1509]
SMsplice 5SS: [ 341  605 1446]
SMsplice 3SS: [ 400  785 1509]
top_k =  500
Partition function (log Z): 4.941709979595683

Sorted 5' Splice Sites (High to Low Probability):
Position 605: 0.9962667248666185
Position 1446: 0.9955275296178012
Position 341: 0.7284050698683722
Position 159: 0.08946880963557167
Position 1037: 0.03452315287374296
Position 1825: 0.01259031826581486
Position 76: 0.011385994919376757
Position 178: 0.004698335138463104
Position 1080: 0.0028277169754166616
Position 1456: 0.0017776096217793282
Position 372: 0.0016478914707345087
Position 99: 0.0015756126416004304
Position 1187: 0.0015655257678659257
Position 53: 0.0011622379659792636
Position 47: 0.0009305772141144813
Position 61: 0.0007367032099805151
Position 1759: 0.0007317582839908947
Position 912: 0.0007043125174151113
Position 1793: 0.0005368841380061585
Position 1450: 0.00040573351705725836
Position 657: 0.0003863785705895872
Position 1466: 0.00035818927698488134
Position 64: 0.0003481545403731586
Position 1019: 0.0003179244782430657
Position 1652: 0.0003043333048886403
Position 67: 0.0002689657501512503
Position 1055: 0.0002674845361470444
Position 609: 0.000253141064076825
Position 1236: 0.0002392708200155504
Position 1199: 0.00023323748662106356
Position 357: 0.0002260253486715937
Position 1408: 0.0001789898745760338
Position 1727: 0.00017407001115278675
Position 27: 0.00012355829370837686
Position 325: 9.027834497630335e-05
Position 1218: 7.079793213272853e-05
Position 1405: 6.660449114991192e-05
Position 1172: 6.471047932162407e-05
Position 1774: 5.8402622692309914e-05
Position 202: 4.444181063621007e-05
Position 1425: 3.6939532740112936e-05
Position 1627: 3.4734620696522944e-05
Position 953: 3.240488255980449e-05
Position 311: 3.1031827243329124e-05
Position 1277: 2.892236513629035e-05
Position 117: 2.859262300061459e-05
Position 637: 1.9444662853645455e-05
Position 1604: 1.6572853059565163e-05
Position 1107: 1.6362290059711235e-05
Position 665: 8.779543599259048e-06
Position 732: 8.758986440724307e-06
Position 10: 8.573717496453763e-06
Position 703: 4.658755638513303e-06
Position 1691: 4.491428821485673e-06
Position 1115: 4.392993392852308e-06
Position 1309: 3.987478514332632e-06
Position 1831: 3.730705566109444e-06
Position 674: 3.5491079359486813e-06
Position 1607: 3.2925832268360918e-06
Position 990: 2.0252823706638347e-06
Position 1619: 1.9771003492225295e-06
Position 1582: 1.4485802576699582e-06
Position 1684: 1.3156774292936338e-06
Position 1540: 5.350998740762675e-07
Position 1321: 3.5972473640156114e-07
Position 557: 5.313308329795785e-08
Position 1609: 5.15734234360031e-08
Position 876: 1.688155858376302e-08
Position 1289: 4.490267828970955e-09
Position 476: 2.5959730420483506e-09
Position 1333: 2.2534532687371154e-09
Position 1161: 2.022309949898243e-09
Position 451: 8.442142602747262e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1509: 0.9985278057468487
Position 785: 0.9914380494722446
Position 400: 0.689197942197631
Position 218: 0.06744653240445328
Position 437: 0.042462192280999685
Position 1289: 0.015171165181791867
Position 1906: 0.013825700267452248
Position 146: 0.009353162523075794
Position 234: 0.009122226216701146
Position 1256: 0.006971591856259754
Position 265: 0.005644176786965262
Position 1187: 0.0054119050433398454
Position 194: 0.005199954322265689
Position 1331: 0.004553691514476071
Position 1197: 0.0030788336997420317
Position 1091: 0.002999328700309165
Position 292: 0.0026011379239347958
Position 297: 0.0023754455995639023
Position 1262: 0.002245467760574074
Position 732: 0.00212096050102691
Position 1240: 0.002031070209003104
Position 469: 0.0017444516898142536
Position 708: 0.001706708904969884
Position 1317: 0.0009544256328123323
Position 303: 0.0007484849166823288
Position 220: 0.0006082046633653994
Position 415: 0.0006026288237171631
Position 97: 0.0005933265602879969
Position 1855: 0.0005050254330519596
Position 238: 0.0002849535296561933
Position 1518: 0.00026801722368595524
Position 1328: 0.00022451569337996694
Position 1543: 0.00020086826474693725
Position 1064: 0.0001690587523705272
Position 157: 0.00016082305570148923
Position 241: 0.00014689271078199883
Position 1211: 0.00014353136793192906
Position 1142: 0.00013084357799410625
Position 1340: 0.0001281697754152258
Position 789: 0.000121140780070712
Position 1107: 8.561654905245949e-05
Position 372: 7.274325129585688e-05
Position 1723: 5.977743773842029e-05
Position 1811: 5.240462525737574e-05
Position 926: 5.0739472182920696e-05
Position 1839: 3.8748836653308844e-05
Position 1346: 3.660702887087177e-05
Position 1277: 3.6146544322796054e-05
Position 1859: 3.0475410732403576e-05
Position 998: 2.0286790985549488e-05
Position 1530: 1.8445035954473008e-05
Position 1019: 1.7763746411400992e-05
Position 1172: 1.4033108340928266e-05
Position 800: 1.2452255803127926e-05
Position 1557: 9.36262622530458e-06
Position 1704: 8.417023793059241e-06
Position 321: 7.428528475525468e-06
Position 889: 7.318464161881851e-06
Position 532: 7.2245006262046e-06
Position 526: 6.318885912052133e-06
Position 250: 4.732951307229589e-06
Position 1650: 4.654330828962215e-06
Position 908: 4.608682736001101e-06
Position 995: 4.283551940772295e-06
Position 1088: 3.15974392363815e-06
Position 541: 2.578906922183522e-06
Position 860: 1.969795036348877e-06
Position 1871: 1.9455186140482574e-06
Position 534: 1.9065065711463892e-06
Position 562: 1.6591797369322367e-06
Position 508: 1.2292494620930414e-06
Position 1662: 1.1403371632628516e-06
Position 520: 1.0236149125852616e-06
Position 325: 8.546541865148666e-07
Position 565: 5.968123494974727e-07
