Gene = Taf11
index = 1542
Annotated 5SS: [357]
Annotated 3SS: [418]
SMsplice 5SS: [357]
SMsplice 3SS: [418]
top_k =  500
Partition function (log Z): -3.0454745276322965

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.997980333458476
Position 42: 0.12589567129604146
Position 25: 0.01704262729862492
Position 66: 0.007823628185393372
Position 51: 0.002301715267923264
Position 769: 0.0017348488478935498
Position 361: 0.0014965468318236075
Position 765: 0.00014540318319180429
Position 628: 0.00014426109774807842
Position 385: 0.00012594773693569642
Position 505: 0.0001207766146725527
Position 777: 9.773820932073513e-05
Position 4: 7.227756919940786e-05
Position 591: 5.334097687566126e-05
Position 6: 4.763471569342857e-05
Position 281: 2.6093828457697513e-05
Position 576: 1.4536124868303176e-05
Position 467: 1.3318267600511098e-05
Position 669: 1.4895935101190266e-06
Position 744: 1.4753676629929753e-06
Position 498: 3.9933796009860314e-07
Position 227: 3.495423786963704e-07
Position 546: 3.490269684352645e-07
Position 612: 3.4291854252464327e-07
Position 420: 3.4100382689125384e-07
Position 582: 1.991736811382947e-07
Position 594: 1.924554417977977e-07
Position 637: 1.7413250900570732e-07
Position 781: 5.211716835526305e-08
Position 168: 9.708181061545703e-09
Position 549: 3.548931882179868e-10
Position 472: 2.840615806154983e-10
Position 529: 1.7545496640486617e-10
Position 426: 1.0231989724141973e-10
Position 560: 7.279282988810233e-11
Position 148: 2.3782409156011965e-11
Position 536: 2.0318646912122362e-14
Position 534: 3.5289154915703573e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9893255802820979
Position 114: 0.14550012927608705
Position 168: 0.007519005356778237
Position 444: 0.0035804084516229506
Position 491: 0.0032814531385444074
Position 827: 0.0020487141355395155
Position 449: 0.0013921593678214853
Position 542: 0.0010985288221201511
Position 555: 0.000597309701559866
Position 575: 0.00037818025159075207
Position 134: 0.0001595238375101066
Position 647: 0.00011528645272074527
Position 705: 5.605506026082225e-05
Position 503: 4.532742414698033e-05
Position 709: 1.219358980252506e-05
Position 812: 7.2909578957542765e-06
Position 730: 6.874752817937432e-06
Position 805: 6.418650336846904e-06
Position 122: 3.4991067221549987e-06
Position 781: 3.0713929120087804e-06
Position 689: 2.141760601813034e-06
Position 620: 6.067239152683191e-07
Position 669: 5.931624880743632e-07
Position 627: 5.256257396846163e-07
Position 773: 2.724176266006167e-07
Position 237: 2.662822166377596e-07
Position 719: 1.6592311722681586e-07
Position 590: 1.5615439483828438e-07
Position 189: 1.1626090397736006e-07
Position 740: 8.019879658698517e-08
Position 765: 6.295087437803328e-08
Position 264: 3.232579806404374e-08
Position 309: 1.5853420864167628e-08
Position 194: 9.628359727121192e-09
Position 324: 6.351989413029697e-09
Position 339: 5.022491782176662e-09
Position 333: 3.752786377644768e-09
Position 183: 2.897459202955138e-09
Position 315: 7.046311494980467e-10
Position 277: 4.797649519407131e-10
Position 321: 3.0985901741647065e-10
Position 336: 5.471463777212857e-11
Position 342: 2.550572933212461e-11
Position 294: 9.663051864128235e-12
Position 382: 9.323936838081611e-12
Position 357: 5.141374508417434e-12
Position 365: 5.543579811692787e-13
Position 372: 4.456271286091836e-13
Position 603: 2.5663189490814093e-13
Position 361: 1.6720875147332256e-13
