Gene = RpL36A
index = 1443
Annotated 5SS: [ 87 470]
Annotated 3SS: [295 783]
SMsplice 5SS: [ 87 218 470]
SMsplice 3SS: [155 295 783]
top_k =  500
Partition function (log Z): -1.8387242252643325

Sorted 5' Splice Sites (High to Low Probability):
Position 470: 0.973213766457781
Position 218: 0.78004375572244
Position 87: 0.7367163663714591
Position 441: 0.008746518353526056
Position 228: 0.0038907321483796584
Position 222: 0.0025417130844249563
Position 246: 0.0011516809962458133
Position 965: 0.0005969804409465209
Position 968: 0.0003639527686034051
Position 884: 0.00030235831792225625
Position 93: 0.00025973662924762866
Position 48: 0.0002474895437869179
Position 359: 0.00022649724866299182
Position 611: 0.00019302932776434512
Position 190: 0.00011232863972575852
Position 432: 7.96115365644982e-05
Position 268: 7.849373289795089e-05
Position 652: 6.903226283912038e-05
Position 296: 6.503120236879481e-05
Position 140: 5.532261375278896e-05
Position 283: 4.365831225057567e-05
Position 569: 2.3127308671738208e-05
Position 106: 2.2758823087054952e-05
Position 474: 1.8740351149414898e-05
Position 123: 1.5745042416522e-05
Position 408: 1.0162304369471504e-05
Position 860: 8.440629900489379e-06
Position 975: 7.840601535364776e-06
Position 671: 6.616392250464488e-06
Position 915: 5.593900826367306e-06
Position 248: 4.196285485201613e-06
Position 367: 4.083718981510759e-06
Position 486: 4.067600443702162e-06
Position 376: 3.361157246671016e-06
Position 745: 3.0334609258893637e-06
Position 187: 3.0165814350326177e-06
Position 640: 2.6044800501342243e-06
Position 674: 1.97235435907659e-06
Position 660: 1.8264231341330952e-06
Position 341: 1.816704625687976e-06
Position 411: 1.1207314808810957e-06
Position 812: 8.13478223568302e-07
Position 302: 6.791086103098821e-07
Position 285: 7.453880427192986e-08
Position 334: 1.0213545544095119e-09
Position 624: 5.799475915446902e-10
Position 591: 4.702959526070912e-10
Position 287: 4.0030867950266425e-11
Position 676: 6.463247376560296e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 783: 0.9783245898853801
Position 295: 0.9061721315228451
Position 155: 0.3200718975580928
Position 140: 0.29376998683336913
Position 1025: 0.003386845316999236
Position 846: 0.002471391438709575
Position 184: 0.0008686920711530658
Position 543: 0.0008389960517459623
Position 789: 0.0007531960132207442
Position 572: 0.0005422533150874155
Position 331: 0.00045147837579976696
Position 334: 0.0003665561125928121
Position 630: 0.00029712512815404724
Position 843: 0.0002770362208691947
Position 858: 0.00011541511140365165
Position 665: 9.283060529261241e-05
Position 766: 8.519252770757811e-05
Position 340: 6.05928162663173e-05
Position 801: 4.096797371758728e-05
Position 714: 3.536187935112419e-05
Position 798: 2.2065757902207715e-05
Position 187: 1.8595453967472592e-05
Position 349: 1.324971188388003e-05
Position 367: 1.2244431447647862e-05
Position 260: 1.0595308317023887e-05
Position 867: 1.054870268538305e-05
Position 965: 9.276895792859607e-06
Position 358: 7.035674330744893e-06
Position 462: 5.071349163883079e-06
Position 376: 4.923711925482893e-06
Position 828: 3.1906599723641385e-06
Position 420: 2.878484926176193e-06
Position 373: 1.3520067860390222e-06
Position 1032: 1.287211648492791e-06
Position 157: 1.1182733456044738e-06
Position 921: 9.805263405137734e-07
Position 385: 9.560715330640393e-07
Position 430: 7.073260625487143e-07
Position 382: 2.4616882073435035e-07
Position 427: 1.7931445119006197e-07
Position 906: 1.7561586665086088e-07
Position 405: 1.6155297136290668e-07
Position 218: 8.724790058802145e-08
Position 400: 7.861346353251453e-08
Position 466: 7.291764591424822e-08
Position 391: 6.792954614620151e-08
Position 445: 3.942940767340047e-08
Position 91: 1.805949303193951e-08
Position 440: 8.614749277227047e-09
Position 451: 2.11926325644497e-11
