Gene = vn
index = 1929
Annotated 5SS: [ 3457 27556 27767 28130 29018]
Annotated 3SS: [27377 27638 28020 28963 30797]
SMsplice 5SS: [  200 27556 27767 28130]
SMsplice 3SS: [27377 27638 28020 28963]
top_k =  500
Partition function (log Z): -3.9802266889555318

Sorted 5' Splice Sites (High to Low Probability):
Position 200: 1.0000000000000018
Position 27767: 0.9953951985706747
Position 27556: 0.7761996054871114
Position 28130: 0.6982864411156949
Position 28126: 0.28467409483550776
Position 27567: 0.22324432746545836
Position 29014: 0.16486857006457767
Position 29018: 0.1378988705301489
Position 31478: 0.07249017280880501
Position 29056: 0.030044076833892097
Position 29575: 0.029167956400318766
Position 30101: 0.009400393992874527
Position 28119: 0.005575020361760682
Position 29955: 0.004373674543540373
Position 27889: 0.004085442431447861
Position 28658: 0.003330428185720093
Position 29238: 0.0028318222278837122
Position 28527: 0.0022110056549201197
Position 28338: 0.0021925135257821874
Position 28093: 0.0021238593724167945
Position 31759: 0.0020226769304360175
Position 27789: 0.001879684692124698
Position 28399: 0.001668626153653974
Position 28881: 0.0014687509976436981
Position 28769: 0.001356373257942053
Position 29737: 0.001100287299576007
Position 30411: 0.00106446579741338
Position 29351: 0.0009912389905522038
Position 29602: 0.0009054873825043497
Position 28698: 0.0008649118993791348
Position 28341: 0.0008480967301219367
Position 28536: 0.0008075149594787695
Position 28521: 0.0007302256888233873
Position 28523: 0.0006506641698875587
Position 28387: 0.0006139464606756606
Position 29120: 0.00046301420672925994
Position 29521: 0.0003722579153160626
Position 27801: 0.0003362662688957564
Position 29417: 0.0003036384430965605
Position 29428: 0.0002891808585035019
Position 28365: 0.0002776125084387416
Position 28408: 0.0002536637342983681
Position 29586: 0.0001883063500083504
Position 29820: 0.00015444622538503402
Position 28134: 9.670804557415542e-05
Position 27693: 8.947249442270293e-05
Position 27823: 8.686296816363323e-05
Position 28850: 8.03487317754285e-05
Position 28573: 7.645108371926972e-05
Position 27771: 3.935394230504686e-05
Position 28188: 2.872896144304518e-05
Position 27793: 2.162172350579304e-05
Position 28489: 1.386038499814823e-05
Position 27847: 1.0978268886811075e-05
Position 28579: 1.0308351671184583e-05
Position 28749: 9.03013470903781e-06
Position 27907: 6.689735507404929e-06
Position 29580: 5.808557830716545e-06
Position 29540: 4.431186753038662e-06
Position 29109: 3.70255433997132e-06
Position 29725: 3.309170164065145e-06
Position 28208: 2.721322007957749e-06
Position 29182: 2.356370414803594e-06
Position 28040: 1.909543407301844e-06
Position 29095: 1.8248688760574297e-06
Position 28300: 1.332026053696927e-06
Position 29294: 1.324602667126725e-06
Position 29104: 1.0896017739646686e-06
Position 28525: 5.032270923107358e-07
Position 28219: 4.6959334254187356e-07
Position 28230: 1.3898954077980046e-08
Position 28254: 7.36882681333355e-10
Position 27986: 3.1069891058323334e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 27377: 0.9995407265877171
Position 28020: 0.9891298815990129
Position 27638: 0.9716645742571565
Position 28963: 0.7794133650259499
Position 32189: 0.1246647221643811
Position 31545: 0.1079990079028545
Position 30797: 0.0710882219492641
Position 29294: 0.06794933359549687
Position 29849: 0.03707682639921583
Position 30501: 0.033588159685222135
Position 30290: 0.02569785184262753
Position 31106: 0.02547253818989086
Position 27641: 0.022371604665981933
Position 29074: 0.022346163431862225
Position 29086: 0.017145188286572164
Position 31275: 0.015566597647981706
Position 28208: 0.015054071675408526
Position 28300: 0.014080971761065304
Position 28252: 0.014079702094764194
Position 30310: 0.013536184012318526
Position 32083: 0.009327226232940149
Position 32200: 0.008655992323358577
Position 28553: 0.008428642909380796
Position 31594: 0.008400036635684447
Position 30975: 0.005259133903301583
Position 31062: 0.0050178032865828
Position 27858: 0.004941409974765883
Position 27674: 0.004724965644373453
Position 28219: 0.0040621422703700895
Position 29182: 0.0037473009497978145
Position 27950: 0.003550034380852389
Position 30273: 0.003322592585806355
Position 28675: 0.00284256865678478
Position 31432: 0.002603424718606812
Position 29872: 0.0023072136444938513
Position 30856: 0.0021581355908362183
Position 30992: 0.001901132101752173
Position 30029: 0.0017132286183041152
Position 29301: 0.0015468770210900133
Position 29370: 0.0014553903462399289
Position 29460: 0.0013908485452139973
Position 30524: 0.0013447531818417532
Position 30693: 0.001206996792090501
Position 28573: 0.0011948078065687295
Position 27658: 0.0010983949765665528
Position 28371: 0.0010424123078263455
Position 29391: 0.001018029944364046
Position 29723: 0.0008285606822790571
Position 30190: 0.0007683763672536449
Position 29672: 0.0006961530449997239
Position 28467: 0.0006700883736376838
Position 29478: 0.0006140674544405238
Position 29409: 0.0004884379580853372
Position 27965: 0.00038740709575616275
Position 28242: 0.00038406838169343055
Position 30050: 0.00032816123348613835
Position 29413: 0.0002906230562511766
Position 29332: 0.00023917829136147454
Position 28044: 0.0001929812099968522
Position 28579: 0.00016791635474246218
Position 29627: 0.0001423549068590536
Position 29051: 0.0001401548949430428
Position 29513: 0.0001392752724154603
Position 30062: 0.00011562754607259321
Position 29762: 8.28117700878896e-05
Position 28850: 7.006970913984752e-05
Position 28096: 6.761906042215214e-05
Position 27816: 4.1065374864987454e-05
Position 27839: 1.4056847888857334e-05
Position 28695: 5.051507207092174e-06
Position 28631: 3.0722311665621056e-06
Position 28338: 1.6541561346457448e-06
Position 28162: 3.821637831695934e-09
