Gene = Patsas
index = 1360
Annotated 5SS: [1791]
Annotated 3SS: [1845]
SMsplice 5SS: [1791]
SMsplice 3SS: [1845]
top_k =  500
Partition function (log Z): -7.754207194652492

Sorted 5' Splice Sites (High to Low Probability):
Position 1791: 0.9939724608500311
Position 2127: 0.32496762073640334
Position 477: 0.09440710273089076
Position 237: 0.016541973324406913
Position 1406: 0.01270598118150514
Position 1158: 0.009665465549053927
Position 682: 0.009173523834074862
Position 818: 0.006120355277286829
Position 1562: 0.002725080121736452
Position 562: 0.002405655745316912
Position 265: 0.0022205489259948604
Position 519: 0.002137716280708081
Position 1198: 0.0020433640251394424
Position 1137: 0.0020206955136971914
Position 2205: 0.0017891943798859307
Position 1031: 0.0017771195438667825
Position 1021: 0.0017730553840041084
Position 2083: 0.0012455961872158156
Position 1148: 0.0011905725781212607
Position 1768: 0.0008221463559533753
Position 441: 0.0007940343509486767
Position 115: 0.0007491944873364426
Position 1286: 0.0006432112365905494
Position 548: 0.0005219309078008764
Position 528: 0.000519110522785836
Position 123: 0.0005172136966018434
Position 403: 0.00042000734265359416
Position 423: 0.0003240852136532348
Position 247: 0.00027378704583536653
Position 466: 0.00025519021668857494
Position 1457: 0.0002104568967340508
Position 744: 0.00015967695635222049
Position 1362: 0.00013814341191491374
Position 2143: 0.00013745835821645294
Position 103: 0.00013732276092203005
Position 2138: 0.00013511586682241018
Position 184: 0.0001320022443079331
Position 1134: 0.00012644442876140648
Position 2356: 0.000124161000720356
Position 1188: 0.00012142302631789999
Position 731: 9.11330512688309e-05
Position 269: 8.168386495976487e-05
Position 738: 7.411478043621876e-05
Position 267: 6.243933393528779e-05
Position 950: 6.0770999341942886e-05
Position 2323: 4.6908882099760706e-05
Position 2276: 4.105662987244588e-05
Position 914: 4.104698896661966e-05
Position 1420: 4.033659885453874e-05
Position 1169: 3.983163046508064e-05
Position 2184: 3.9748516784229125e-05
Position 388: 3.730090771432746e-05
Position 1174: 3.611220119402015e-05
Position 1297: 3.498691447062825e-05
Position 735: 3.057715131216034e-05
Position 2096: 2.963173128566506e-05
Position 826: 2.9455114732172014e-05
Position 1517: 2.1171202410795388e-05
Position 1749: 1.388862238021153e-05
Position 676: 1.2849835543318026e-05
Position 415: 1.0948143973341227e-05
Position 566: 1.080327582297842e-05
Position 1795: 1.0408415609061542e-05
Position 2358: 9.981468534343943e-06
Position 1046: 7.496540230479022e-06
Position 624: 7.152061676452464e-06
Position 2197: 5.978530736147865e-06
Position 691: 4.982418436404223e-06
Position 481: 2.8391691908418183e-06
Position 580: 2.814733691338571e-06
Position 27: 2.5656276145703205e-06
Position 218: 1.7094851932154056e-06
Position 1754: 1.018375782055483e-06
Position 1628: 6.448256268255898e-07
Position 1640: 3.2367317324615466e-07
Position 1485: 2.6463069601612644e-07
Position 1055: 1.844704951671067e-07
Position 54: 9.179509348889673e-08
Position 1035: 5.747678516221449e-08
Position 560: 5.0342199667862783e-08
Position 309: 4.7695789778193516e-08
Position 199: 2.3706560175295772e-08
Position 275: 9.062498924535433e-09
Position 2087: 7.543805949295192e-09
Position 207: 5.249870716422092e-09
Position 62: 5.1525385872421776e-09
Position 312: 5.12825416021678e-09
Position 540: 4.587966206923533e-09
Position 59: 1.1044799134936622e-09
Position 64: 6.701748606584541e-10
Position 713: 2.3181561721731467e-10
Position 724: 3.3119372924648364e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1845: 0.9929669456615534
Position 2184: 0.2089084015307313
Position 1510: 0.1287337408029627
Position 2196: 0.09843563081850892
Position 2416: 0.019206301270285123
Position 689: 0.012725416844607889
Position 743: 0.005714409713470749
Position 1420: 0.004426525370945795
Position 1624: 0.0038794894163783917
Position 718: 0.003345567199079703
Position 509: 0.0024118715629674577
Position 1115: 0.0015807825385037479
Position 2286: 0.0015284741292125599
Position 2311: 0.0014464950840680404
Position 1188: 0.0012757798178725955
Position 629: 0.0012697901726671382
Position 912: 0.0011339824042491881
Position 2156: 0.0010312237153797866
Position 1451: 0.0008899795754394131
Position 1896: 0.0007547146311606294
Position 755: 0.0007103730292937658
Position 2252: 0.0007054205368735731
Position 1375: 0.0005442007329971747
Position 548: 0.0005067738704036866
Position 1516: 0.00037829096728903504
Position 1935: 0.0003399531207172169
Position 1055: 0.00033629967943130947
Position 2276: 0.00026529354888767565
Position 177: 0.0002283404909100892
Position 1475: 0.00022056764143813125
Position 1478: 0.00020853437295440786
Position 2042: 0.00019240846107596807
Position 2446: 0.00012750475510117253
Position 597: 0.00010789517567492289
Position 1881: 9.314013572882962e-05
Position 574: 8.471015325831078e-05
Position 974: 5.1399287523289676e-05
Position 2049: 4.1424128377787345e-05
Position 2365: 3.896243724613676e-05
Position 2205: 3.4521406871289715e-05
Position 1085: 3.2844320669802045e-05
Position 2025: 3.0280230506999584e-05
Position 609: 2.67192827452861e-05
Position 560: 1.8318075013746418e-05
Position 1061: 1.7549903615447368e-05
Position 1124: 1.482553742502554e-05
Position 455: 1.2826846309177068e-05
Position 2265: 1.1500381781227026e-05
Position 1130: 1.0649604218703104e-05
Position 788: 9.26757942991064e-06
Position 920: 7.371852141367776e-06
Position 523: 6.8928607442114e-06
Position 320: 4.764608264975616e-06
Position 265: 2.710057040725461e-06
Position 88: 2.550540669346522e-06
Position 236: 1.5451194404934992e-08
Position 323: 1.3708744486878858e-08
Position 101: 1.1414171234079906e-08
Position 527: 6.561474699693846e-09
Position 418: 4.609978292619832e-09
Position 533: 2.654834282839254e-09
Position 247: 2.1540548183568313e-09
Position 73: 1.370299622930607e-09
