Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  500
Partition function (log Z): 2.2769343324263516

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9983083215904932
Position 501: 0.9868924243455116
Position 210: 0.78957649459009
Position 888: 0.2536962177114301
Position 1228: 0.1832244631454258
Position 1843: 0.13650278387383427
Position 2510: 0.105970797913484
Position 130: 0.09550238052349352
Position 1465: 0.043285202780820334
Position 3997: 0.036121287392473514
Position 3544: 0.03276203024146182
Position 4047: 0.029998016848295034
Position 3087: 0.014228940450782847
Position 1330: 0.011733481910393544
Position 3540: 0.01154942874825685
Position 1549: 0.01103984527116099
Position 3797: 0.010963848348292563
Position 3794: 0.010656695705615147
Position 3078: 0.008947168651994844
Position 3736: 0.008027088225572068
Position 535: 0.006922415557793252
Position 1510: 0.0063510503354606675
Position 1263: 0.005827899809096345
Position 4433: 0.005336747596080382
Position 1645: 0.0050989151231000856
Position 3649: 0.003130233157891185
Position 1557: 0.003109898398666492
Position 4051: 0.0030930992411673025
Position 4087: 0.0029118709219456227
Position 4730: 0.0027459995195540945
Position 3726: 0.0026607310562428333
Position 4486: 0.0022693353043341776
Position 133: 0.002172291611643299
Position 839: 0.0020849447304515044
Position 598: 0.00206886977817863
Position 799: 0.001651549611179881
Position 3633: 0.001571898440218735
Position 1017: 0.0013190661403914103
Position 2220: 0.0011631258727173633
Position 1441: 0.001112113826121629
Position 1217: 0.0010126992720132326
Position 3844: 0.000916976386981157
Position 4456: 0.0008588037957349304
Position 1526: 0.0008393772881569932
Position 1847: 0.000711683884380038
Position 1409: 0.000621034840978996
Position 2166: 0.0006174018758504987
Position 505: 0.0005962179436141274
Position 3770: 0.0005957287589528837
Position 1426: 0.0005755856875648176
Position 3859: 0.000564511184320507
Position 3609: 0.00045256501976643934
Position 901: 0.00037368415561738947
Position 874: 0.0003700291257714634
Position 214: 0.00036896093697093833
Position 3823: 0.00032607745602324323
Position 4614: 0.000269310347771739
Position 2331: 0.0002626920411955369
Position 4676: 0.0002550032408670984
Position 33: 0.00019646730377642226
Position 3756: 0.00018063813197391351
Position 594: 0.00017137907146447503
Position 492: 0.00016316811162556718
Position 4066: 0.0001382164490828042
Position 316: 7.005228775170185e-05
Position 234: 6.597027666318057e-05
Position 751: 6.272689881257868e-05
Position 583: 4.921539316453052e-05
Position 1369: 4.1644287422132166e-05
Position 843: 3.9287038732636136e-05
Position 892: 3.246749725042852e-05
Position 3514: 1.969030229012301e-05
Position 587: 1.8295531224803272e-05
Position 3582: 1.6624436171976502e-05
Position 638: 1.41091246642776e-05
Position 3695: 1.3644063077657816e-05
Position 608: 1.127961065822357e-05
Position 3711: 9.407165621375753e-06
Position 3763: 8.700871290917026e-06
Position 3123: 6.500906143290134e-06
Position 2834: 4.72341848885279e-06
Position 347: 3.4807780595505476e-06
Position 3231: 2.9094408715772904e-06
Position 541: 2.707591760874706e-06
Position 3966: 2.335911429846911e-06
Position 3777: 2.130855494034595e-06
Position 180: 2.1232865019229886e-06
Position 631: 2.0798194897783545e-06
Position 656: 1.3299750662105382e-06
Position 2774: 1.1479708615629249e-06
Position 675: 9.76068999091153e-07
Position 3507: 7.555559473548476e-07
Position 249: 6.083999737622988e-07
Position 340: 4.70365499310149e-07
Position 3749: 4.68562148118322e-07
Position 2619: 4.5805597788277555e-07
Position 3: 3.9658747504027523e-07
Position 3931: 3.4779537935204044e-07
Position 3251: 2.958165813899961e-07
Position 409: 2.839374728056079e-07
Position 2930: 1.9515218609435612e-07
Position 3028: 1.9417175775205537e-07
Position 3059: 1.8088134055411273e-07
Position 2823: 7.686934636380994e-08
Position 2831: 7.0282354282756e-08
Position 2780: 5.0664041845228376e-08
Position 247: 4.9968086048399584e-08
Position 259: 1.5746982714315136e-08
