Gene = mop
index = 1792
Annotated 5SS: [ 218 1372 4381 5440 5633 5875 6118 6293]
Annotated 3SS: [ 621 1437 4446 5503 5692 5929 6172 6350]
SMsplice 5SS: [ 218 1372 1657 4381 5440 5633 5875 6118 6293]
SMsplice 3SS: [ 621 1437 4215 4446 5503 5692 5929 6172 6350]
top_k =  500
Partition function (log Z): 28.711918620989213

Sorted 5' Splice Sites (High to Low Probability):
Position 5440: 0.9995171264404321
Position 6293: 0.997999142587526
Position 4381: 0.9979515279269917
Position 1372: 0.9973438206651465
Position 5633: 0.9971123763604576
Position 5875: 0.9623596198739565
Position 6118: 0.9555436327218801
Position 218: 0.7753747682899256
Position 3574: 0.5728739832965124
Position 2480: 0.3262071650358858
Position 1657: 0.2855708255546879
Position 1763: 0.2784374571496104
Position 3395: 0.26909581122597365
Position 2173: 0.199976120483287
Position 53: 0.10074968301855226
Position 3765: 0.05985044484230092
Position 507: 0.04913389009772473
Position 1072: 0.040651479980734054
Position 1266: 0.036350837831950214
Position 3421: 0.03480172790076097
Position 498: 0.031183939780737368
Position 6460: 0.0307481118396918
Position 2803: 0.02925019215179782
Position 6072: 0.028383580975607045
Position 3191: 0.02169771715765556
Position 478: 0.019928014099935467
Position 1625: 0.012233567624971867
Position 3119: 0.009961312838090635
Position 2374: 0.007926674325623823
Position 3834: 0.00612591635786703
Position 4885: 0.005715356409949301
Position 3323: 0.0046115289905758194
Position 291: 0.0043473996987341505
Position 1534: 0.004164673120370508
Position 1531: 0.003914959848444092
Position 4561: 0.0035617598297825862
Position 2887: 0.003330505436995997
Position 6124: 0.0032805245054958357
Position 502: 0.0029348348869389185
Position 6499: 0.002596410789020358
Position 5863: 0.0025869914261799007
Position 730: 0.002513132429717814
Position 232: 0.002350160441713551
Position 4220: 0.002282625005663575
Position 5768: 0.0022064751919715184
Position 5637: 0.0019082918847145587
Position 6113: 0.0018804267913714325
Position 1357: 0.0015762489478446469
Position 1767: 0.001516244758154359
Position 4867: 0.0014468217497489472
Position 2111: 0.0014005667452348608
Position 3442: 0.0012973512051662488
Position 326: 0.001235954744209944
Position 3279: 0.0012117845630893439
Position 4409: 0.001181780677813254
Position 6280: 0.0011557395669435496
Position 918: 0.0011288806680690468
Position 6512: 0.0009652968810799493
Position 120: 0.0008561366953026027
Position 308: 0.0006916803925540047
Position 1057: 0.0006592113160039023
Position 84: 0.0005189554616024344
Position 847: 0.0005117930712245706
Position 1150: 0.0004832551504425445
Position 6140: 0.00046130352072582936
Position 1248: 0.00042079461633748425
Position 166: 0.0004090699666896652
Position 1591: 0.0003318864824864465
Position 246: 0.00029640628833333814
Position 5609: 0.0002640114427051499
Position 4982: 0.00025011202234605267
Position 1809: 0.0002454703683033333
Position 1018: 0.000241295568916306
Position 1734: 0.0002314755782938729
Position 5606: 0.0002128551015758152
Position 437: 0.00019646877885250494
Position 397: 0.00019482146805253878
Position 1882: 0.0001802749407322029
Position 922: 0.00016438837252950812
Position 1933: 0.00016396867006091828
Position 1636: 0.0001607990030215024
Position 5794: 0.0001402002381010102
Position 443: 0.00011106494288205908
Position 143: 9.808471308413607e-05
Position 1241: 9.604447837779136e-05
Position 1572: 9.193427091155456e-05
Position 1231: 9.03574469485766e-05
Position 1731: 8.731933635558365e-05
Position 1270: 7.802330405830358e-05
Position 4862: 7.666690916487444e-05
Position 1340: 7.307828642657569e-05
Position 88: 7.004321707928187e-05
Position 6076: 6.263291999911439e-05
Position 1257: 5.928705763437898e-05
Position 2470: 5.512849121199063e-05
Position 559: 5.2873902043275646e-05
Position 4471: 4.3942828553432e-05
Position 909: 4.1345407031801904e-05
Position 183: 4.060125388619417e-05
Position 2053: 3.8390584660159645e-05
Position 2034: 3.5063356031432085e-05
Position 2902: 3.367117549765002e-05
Position 5389: 3.355033424197903e-05
Position 2097: 3.3141013057204366e-05
Position 1165: 3.261058023506364e-05
Position 1074: 3.2277115702205e-05
Position 41: 2.92639327946155e-05
Position 4324: 2.8243917337500687e-05
Position 6040: 2.756740418743865e-05
Position 1217: 2.730614277875138e-05
Position 75: 2.6353716342994017e-05
Position 6060: 2.4532547595043052e-05
Position 2085: 1.799324945648928e-05
Position 5753: 1.7813272708557414e-05
Position 1866: 1.420070088631304e-05
Position 150: 1.3614741478239788e-05
Position 5831: 1.3594789304874218e-05
Position 6436: 1.3398132390556006e-05
Position 446: 1.3139309581687799e-05
Position 5444: 1.2832465491028253e-05
Position 5882: 1.2613920413522153e-05
Position 6259: 1.1530728145459524e-05
Position 1806: 1.1154466804961429e-05
Position 877: 9.615424507290685e-06
Position 424: 6.838714435259987e-06
Position 5587: 6.6836646523904815e-06
Position 5596: 5.888352277229041e-06
Position 1702: 5.720251948692926e-06
Position 5081: 5.605526738393951e-06
Position 5809: 4.734716882984294e-06
Position 1305: 4.547993392220907e-06
Position 833: 3.9092206093230765e-06
Position 4705: 3.336616386436003e-06
Position 6663: 2.784534394090075e-06
Position 1473: 2.278022966334588e-06
Position 6049: 2.0102315483555212e-06
Position 4989: 1.340820905671391e-06
Position 5459: 1.0952500725993477e-06
Position 4834: 8.872041922467475e-07
Position 5191: 8.632234039509804e-07
Position 1168: 6.592750016734701e-07
Position 937: 5.758028976808004e-07
Position 5950: 4.151986754292117e-07
Position 4738: 3.523326243972792e-07
Position 1222: 3.194137340387073e-07
Position 1408: 1.021761249761227e-07
Position 1972: 9.931880580724406e-08
Position 2387: 9.45961570506803e-08
Position 1110: 8.378927391445095e-08
Position 1892: 8.213330331032956e-08
Position 1679: 7.857568176419658e-08
Position 6333: 4.452971889783626e-08
Position 670: 4.169867226914031e-08
Position 1246: 3.264130741319413e-08
Position 86: 2.7417406759040664e-08
Position 6328: 2.734893631723605e-08
Position 838: 1.3087397194190756e-08
Position 6209: 7.420781591043383e-09
Position 882: 4.343125564654203e-09
Position 6246: 3.984782963967018e-09
Position 6200: 1.0190753042366604e-09
Position 621: 4.672004922947844e-10
Position 609: 2.9960409100411263e-10
Position 5575: 5.216202571544285e-11
Position 929: 2.6768877374923958e-11
Position 6392: 1.5240645124976762e-11
Position 6534: 4.200574154461843e-12
Position 5059: 1.0680643709934676e-12
Position 5893: 7.689957228534601e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1437: 0.9994483291096029
Position 6350: 0.9921586146249285
Position 4446: 0.987345868506011
Position 5692: 0.9867978249230089
Position 5929: 0.9783649260737004
Position 6172: 0.9777046319691477
Position 621: 0.956393637789989
Position 5503: 0.9288879687659989
Position 2267: 0.4468769768528674
Position 4215: 0.32787078022366345
Position 3651: 0.314648226366619
Position 3457: 0.2940101235157964
Position 3954: 0.2322091853770217
Position 3478: 0.17911789320266785
Position 3211: 0.08510476607399073
Position 5542: 0.07000628462896596
Position 1317: 0.03750813350934037
Position 1127: 0.03556275356317794
Position 3323: 0.035304483627755054
Position 3388: 0.03034093866445992
Position 6539: 0.02286909743302144
Position 2887: 0.020946033614716482
Position 112: 0.02022617296394791
Position 2544: 0.019392989417942312
Position 4035: 0.018155107899971497
Position 3042: 0.017437150175635244
Position 4219: 0.016760809189071916
Position 3618: 0.012826412281319647
Position 3441: 0.012586939139750343
Position 4470: 0.010452808534398493
Position 6207: 0.010342905241847753
Position 3232: 0.01024315084464237
Position 3273: 0.009511323795829717
Position 4105: 0.007964620780636821
Position 3993: 0.007217902120414164
Position 6379: 0.0065395543374026765
Position 1615: 0.006157895197062462
Position 99: 0.006003282205171487
Position 6580: 0.005900152351617427
Position 6575: 0.004575687961686209
Position 3741: 0.004540875593200739
Position 2237: 0.0037642381146983377
Position 1207: 0.0035196966634962815
Position 2576: 0.0035106053434834283
Position 3630: 0.003148213199327226
Position 783: 0.00304972577052147
Position 4628: 0.0029754126706499967
Position 5030: 0.002859697128086775
Position 3345: 0.002618903058066482
Position 972: 0.0022418324355337623
Position 1150: 0.002217269531260893
Position 3810: 0.0021673771666733985
Position 3394: 0.002131526203574259
Position 4301: 0.0020181746317966282
Position 3822: 0.0019841132048118615
Position 5081: 0.0019646943477665533
Position 1936: 0.0015160165603103418
Position 3933: 0.0014230651365569392
Position 3420: 0.0013582197340258647
Position 6224: 0.001350326168149414
Position 415: 0.0012943559135553339
Position 4936: 0.0010091391365893861
Position 3039: 0.0009832617664588714
Position 1161: 0.0009396537765229973
Position 5937: 0.0009373374952589585
Position 4966: 0.0009048926737438524
Position 6601: 0.0008973966223675883
Position 646: 0.0008829103624089053
Position 652: 0.0008249684103252804
Position 1713: 0.0007928002381332828
Position 4939: 0.0007870115520891308
Position 6391: 0.0007752633645288832
Position 3666: 0.0007179058715936576
Position 4921: 0.0006429891499448175
Position 5551: 0.0005436127663193388
Position 4483: 0.0004925383294753623
Position 4507: 0.00043187391508991
Position 1071: 0.00039420482458275857
Position 5717: 0.00039132766285646374
Position 2394: 0.0003843757315923245
Position 909: 0.00034513842598911696
Position 833: 0.0003388157758092574
Position 1180: 0.0002959684291618271
Position 1281: 0.00028216137719221893
Position 753: 0.0002664008140316505
Position 4559: 0.0002535464749688825
Position 5511: 0.00025196709228164014
Position 139: 0.00020965572504910425
Position 2307: 0.00020056929053038414
Position 5773: 0.00018418094484108047
Position 4572: 0.0001827931337118216
Position 2988: 0.0001772781611897827
Position 699: 0.000163431092336227
Position 1966: 0.00014344834773289487
Position 1914: 0.00014022375581459632
Position 4827: 0.0001315970484929568
Position 1697: 0.00010863805223533856
Position 2000: 0.00010844070601176923
Position 667: 0.00010081823278315206
Position 5187: 9.458876820568716e-05
Position 1702: 9.404949483628774e-05
Position 1338: 8.843296747054974e-05
Position 2293: 8.488537984889397e-05
Position 2217: 8.470488914609846e-05
Position 1950: 8.397724266577907e-05
Position 4667: 8.156087063991864e-05
Position 2463: 7.401081456158025e-05
Position 5854: 7.206623546690854e-05
Position 819: 7.066765826847427e-05
Position 2187: 6.766897103591509e-05
Position 1092: 5.241178798428811e-05
Position 1739: 4.7785815360553425e-05
Position 1925: 4.205967786847883e-05
Position 498: 3.862758772556189e-05
Position 2699: 3.663951693838909e-05
Position 1087: 3.6058958761519035e-05
Position 5768: 3.287206945534323e-05
Position 6711: 3.061462325675473e-05
Position 120: 2.905685001101129e-05
Position 1727: 2.7407991297643943e-05
Position 6732: 2.726253938060528e-05
Position 2198: 2.5813966314922917e-05
Position 1065: 2.575669350936899e-05
Position 1875: 2.5577065514019454e-05
Position 6592: 2.5002905538646985e-05
Position 1266: 2.487507668932475e-05
Position 2344: 2.427074239698253e-05
Position 4640: 1.882835259834918e-05
Position 2322: 1.8216575977336307e-05
Position 4708: 1.7809380757820836e-05
Position 5831: 1.759607383699579e-05
Position 2684: 1.632123192071814e-05
Position 2277: 1.4790546338054536e-05
Position 1048: 1.4419106729342099e-05
Position 1332: 1.2791583808144025e-05
Position 5728: 1.21064121123467e-05
Position 2670: 1.0687160002663059e-05
Position 6740: 1.0577170928061939e-05
Position 6246: 1.026446492632723e-05
Position 768: 1.0123223387938072e-05
Position 1517: 8.0235577327877e-06
Position 2158: 7.380916733941418e-06
Position 2649: 7.141960746944345e-06
Position 5993: 6.9002270280860185e-06
Position 2673: 6.4626946915987975e-06
Position 1587: 6.303692127418323e-06
Position 2103: 6.172636369827254e-06
Position 1767: 6.167002822055078e-06
Position 6512: 6.118520700480535e-06
Position 718: 4.744248417268994e-06
Position 1851: 4.224913635428266e-06
Position 5781: 4.118521338493088e-06
Position 1335: 3.7664674896694694e-06
Position 6122: 3.7583530334790836e-06
Position 5822: 3.6389991816759222e-06
Position 217: 3.351690920914812e-06
Position 2584: 2.5342423344145543e-06
Position 654: 1.8994222388669359e-06
Position 267: 1.7817002110225832e-06
Position 277: 1.7025441109319333e-06
Position 1657: 1.6280331049521994e-06
Position 6045: 1.6074201800220531e-06
Position 5997: 1.5815364889757466e-06
Position 6118: 1.131303385852521e-06
Position 1624: 8.602576510448585e-07
Position 1723: 6.325668350626246e-07
Position 478: 3.496465681564251e-07
Position 6328: 2.9752948863635525e-07
Position 6087: 2.2516247928255993e-07
Position 5887: 1.3614797012000266e-07
Position 259: 5.351094137855025e-08
Position 279: 4.879253985048015e-08
Position 485: 3.9429621688283685e-08
Position 224: 1.791822803059885e-08
Position 183: 1.2662913695918161e-08
Position 228: 1.1251179444666986e-08
Position 1458: 1.0616861643605879e-08
Position 6412: 1.0063721550024097e-08
Position 6333: 5.9715197819903925e-09
Position 190: 5.855386046789958e-09
Position 437: 4.088868151007702e-09
Position 1494: 2.5823742022985365e-09
Position 6398: 8.849325103866173e-10
Position 1402: 5.195121586498483e-10
Position 240: 4.80242483476253e-10
Position 1744: 2.9818101510777504e-10
Position 1661: 1.737110345695501e-12
