Gene = NaPi-III
index = 1308
Annotated 5SS: [  119  5397  6533  7202  9677 10250]
Annotated 3SS: [ 5343  5463  6604  9299  9746 10318]
SMsplice 5SS: [  119  5397  6533  7202  9677 10250]
SMsplice 3SS: [ 5343  5463  6604  9299  9746 10318]
top_k =  500
Partition function (log Z): 10.348849294820289

Sorted 5' Splice Sites (High to Low Probability):
Position 10250: 0.9993488498639895
Position 9677: 0.9988399586125642
Position 6533: 0.993257013483786
Position 7202: 0.9620885638534626
Position 5397: 0.9092293686035459
Position 119: 0.7050180923925307
Position 1794: 0.24191890271975217
Position 5768: 0.13253478760515536
Position 1944: 0.09111192145216811
Position 333: 0.0851035977111437
Position 7916: 0.07616762638033323
Position 1788: 0.06914399602477432
Position 9816: 0.062263121898118425
Position 8678: 0.061662493012251844
Position 87: 0.06159918473748977
Position 10607: 0.05465383224966543
Position 10431: 0.05055676070611428
Position 329: 0.046904301914288675
Position 9153: 0.03294759496412376
Position 5788: 0.024848207779899628
Position 1732: 0.021602854492161032
Position 1403: 0.020336464651851377
Position 1585: 0.019248330081244932
Position 10642: 0.014709840570903084
Position 9819: 0.012975135106398129
Position 10687: 0.012864105940724126
Position 309: 0.012303824385869674
Position 726: 0.01025879556147005
Position 2284: 0.009829463429575245
Position 10404: 0.008895044176665397
Position 5659: 0.007915979203535654
Position 520: 0.0072361677624379435
Position 7198: 0.006035707686580786
Position 5934: 0.005283597630410955
Position 7823: 0.005231462306834075
Position 6886: 0.005210348553857367
Position 10783: 0.005132385106575406
Position 7254: 0.005051117588155255
Position 8193: 0.005037846940716145
Position 9949: 0.004893478451061484
Position 8991: 0.004590602850841137
Position 1017: 0.004582808808785074
Position 576: 0.004233267700209798
Position 560: 0.004153911388357425
Position 992: 0.0032708043019231236
Position 8908: 0.0032600727557214517
Position 911: 0.0031736555684145134
Position 243: 0.002918328359979395
Position 11093: 0.0028188080498314522
Position 1374: 0.00270463231812345
Position 9138: 0.0026727828992582636
Position 9072: 0.0026504088806975556
Position 245: 0.0026428784979911813
Position 457: 0.0025763947155918888
Position 247: 0.002431325259821557
Position 239: 0.0020023240159303397
Position 249: 0.0018762118439960272
Position 10059: 0.0016384598194693297
Position 461: 0.0015979950093376306
Position 241: 0.0013584526018141103
Position 8099: 0.001272085530219628
Position 7221: 0.0012120665853962802
Position 313: 0.0011497442193197662
Position 188: 0.00102606813047937
Position 10422: 0.0008773588539558981
Position 880: 0.0008475730157018818
Position 39: 0.0008346857581764259
Position 2030: 0.0007944623530991249
Position 8740: 0.0006982633253895019
Position 1407: 0.0006746923209925486
Position 10877: 0.0005943472488683812
Position 8453: 0.0005371976664668968
Position 9686: 0.0005070225531241556
Position 7790: 0.0003898939083664436
Position 6707: 0.000387426204872653
Position 918: 0.0003821920407531633
Position 7117: 0.0003665178035185083
Position 6727: 0.0003509970541854606
Position 6980: 0.00034327960375158236
Position 10254: 0.0003389392505773221
Position 10881: 0.0003367632799926233
Position 9882: 0.00033087451423459034
Position 231: 0.00032983414542124144
Position 1365: 0.00032526181273682546
Position 6673: 0.00031716116151119076
Position 7000: 0.00026034791541908496
Position 1144: 0.000247117480669531
Position 10780: 0.0002455231171329365
Position 2033: 0.00023674228768196881
Position 7179: 0.00020240414415220243
Position 419: 0.0001964198644745874
Position 7261: 0.00018648818144209443
Position 6855: 0.000133926954495778
Position 6982: 0.00013160348953637844
Position 1189: 0.00012789172971565326
Position 10176: 0.00012626279290687894
Position 6811: 0.00012103892230474187
Position 6858: 0.00011613245171456779
Position 315: 0.00010371816146977767
Position 10989: 9.897629333204559e-05
Position 489: 9.204147145242657e-05
Position 9964: 8.240701287166689e-05
Position 6744: 7.046196034050291e-05
Position 196: 6.0174216246379415e-05
Position 7395: 5.928956757951313e-05
Position 1069: 5.3215690487762315e-05
Position 2710: 2.136871819369199e-05
Position 581: 1.9193152759975507e-05
Position 606: 1.4444077039561799e-05
Position 10413: 1.4184144968055208e-05
Position 565: 1.0902090738930092e-05
Position 9350: 6.767938022006477e-06
Position 9484: 4.9460644308105045e-06
Position 620: 4.430537514351692e-06
Position 10261: 3.6514083363156613e-06
Position 10408: 3.5421591962579e-06
Position 2523: 3.4797925348105037e-06
Position 10416: 1.9797181611986983e-06
Position 626: 1.8402592950406208e-06
Position 251: 1.6343582779149675e-06
Position 10180: 1.5581931405285205e-06
Position 9433: 1.209115724931797e-06
Position 478: 8.450855366317808e-07
Position 502: 8.328556503790614e-07
Position 10444: 8.161112056901312e-07
Position 10524: 5.939376545351194e-07
Position 42: 4.972563917093115e-07
Position 10714: 4.890311117652796e-07
Position 7379: 4.6917706716489955e-07
Position 10459: 4.170017229205348e-07
Position 10500: 3.715751244017829e-07
Position 123: 3.4367100488854423e-07
Position 10190: 2.6868613474081413e-07
Position 175: 2.425501366366822e-07
Position 105: 2.0837658743827989e-07
Position 10353: 2.0404254888700358e-07
Position 331: 1.7130649624480722e-07
Position 481: 7.876302957808649e-08
Position 504: 7.717345015432206e-08
Position 253: 4.3728559730362804e-08
Position 271: 2.886904006621578e-08
Position 10203: 2.3505357911737423e-08
Position 628: 2.1487873774720824e-08
Position 10116: 8.458163843543702e-09
Position 337: 8.448969982688316e-09
Position 10004: 5.800440196014809e-09
Position 298: 5.463966000502018e-09
Position 282: 3.226652707808389e-09
Position 4: 2.7409479759662664e-09
Position 57: 2.061058295281738e-09
Position 10335: 1.9224609154513458e-09
Position 9853: 7.423678865856072e-10
Position 300: 7.356506960795011e-10
Position 152: 2.137222182474445e-10
Position 10036: 1.4582852008214868e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10318: 0.9988006210343778
Position 9746: 0.9980974468814187
Position 6604: 0.994630296900899
Position 9299: 0.9926168517458087
Position 5463: 0.8642168047359762
Position 5343: 0.8542443939554909
Position 1651: 0.4031013448007379
Position 5855: 0.18261551243689805
Position 9877: 0.0753631376277661
Position 11029: 0.07250102676102294
Position 7474: 0.056636257527399404
Position 4785: 0.041024297652680126
Position 8730: 0.039606577084638696
Position 5580: 0.03942884963169866
Position 5597: 0.03221415537486325
Position 8594: 0.024607922389301783
Position 10829: 0.018473609097642944
Position 3953: 0.01818552409617954
Position 4136: 0.016336788515739456
Position 676: 0.015395780613921514
Position 10936: 0.01491504743630387
Position 5822: 0.01292291224815298
Position 8547: 0.011364291151639337
Position 10764: 0.011055769863936072
Position 8059: 0.00998255279577846
Position 7247: 0.007667361605642294
Position 11283: 0.007122190995755374
Position 10890: 0.006694426697435937
Position 10487: 0.006546658357693661
Position 7533: 0.005985892284964204
Position 10013: 0.005846730156385049
Position 7253: 0.005510005041638271
Position 8028: 0.005390182981052174
Position 5968: 0.005218474790041531
Position 10594: 0.004589139352597679
Position 8249: 0.0045639590940982225
Position 1340: 0.004125530357044121
Position 1602: 0.004120868475330196
Position 6165: 0.003765941471148996
Position 778: 0.003717540439938501
Position 5723: 0.0033982598195337905
Position 2105: 0.0029120232521825176
Position 7582: 0.002811356079064116
Position 10817: 0.0025913017971397
Position 9018: 0.0025136527205400954
Position 2168: 0.0020679166990712106
