Gene = Pfdn2
index = 1375
Annotated 5SS: [273]
Annotated 3SS: [376]
SMsplice 5SS: [273]
SMsplice 3SS: [376]
top_k =  500
Partition function (log Z): -7.02045836917601

Sorted 5' Splice Sites (High to Low Probability):
Position 273: 0.9648842265653673
Position 655: 0.03170374104713578
Position 310: 0.013151760784634597
Position 328: 0.012908615249910608
Position 550: 0.011165184121535056
Position 44: 0.010386998384238698
Position 703: 0.005277728868428207
Position 314: 0.0036159425062117366
Position 49: 0.002642560549722244
Position 801: 0.002299006253517803
Position 39: 0.0012710276081197487
Position 306: 0.0009078533220638576
Position 468: 0.000588271054304451
Position 11: 0.00036223071400605963
Position 785: 0.0002659602921878853
Position 229: 0.00026309769988546784
Position 483: 0.00020103728098403052
Position 714: 0.00015863033851675227
Position 236: 0.00015573875116039405
Position 720: 0.00011960745446258198
Position 563: 9.098111989055961e-05
Position 666: 8.87376317019274e-05
Position 712: 8.796077291621526e-05
Position 31: 6.782462905972145e-05
Position 439: 6.266740631411547e-05
Position 668: 3.182056069263295e-05
Position 606: 2.135363385695562e-05
Position 459: 2.043908659990648e-05
Position 37: 2.0202630515190837e-05
Position 446: 1.863657951392156e-05
Position 19: 1.403839979074892e-05
Position 277: 1.136278621604402e-05
Position 789: 1.0702991835935209e-05
Position 195: 9.519810487042427e-06
Position 381: 8.007193001877407e-06
Position 436: 6.335042791390031e-06
Position 782: 5.776294572552342e-06
Position 522: 5.660268788597764e-06
Position 660: 3.3291486015636196e-06
Position 941: 3.302383165172542e-06
Position 187: 2.9881608081351095e-06
Position 117: 2.4125691188392695e-06
Position 100: 1.4864639954968289e-06
Position 441: 2.913177127399074e-09
Position 427: 2.1324693975895767e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 376: 0.9539797693618257
Position 798: 0.0650657063359709
Position 105: 0.014359126188520407
Position 954: 0.008297294486498711
Position 387: 0.0063748692588796235
Position 929: 0.0040286256883415505
Position 345: 0.0039048490428171875
Position 615: 0.0022920886810905124
Position 1087: 0.0013962076855714585
Position 1067: 0.0008434724911725127
Position 328: 0.000787185263793113
Position 740: 0.0002659477358072101
Position 454: 0.00024160514313115806
Position 618: 0.00020363618864132125
Position 398: 0.0001561633171518243
Position 70: 0.00014677769346955176
Position 902: 0.00011569143660782662
Position 479: 9.197414837222435e-05
Position 114: 6.891681553386187e-05
Position 811: 6.81874622695604e-05
Position 545: 5.2945520142492075e-05
Position 1076: 4.9913692040244054e-05
Position 464: 2.727615036921942e-05
Position 88: 2.1298930012011634e-05
Position 334: 2.091334277881203e-05
Position 509: 1.5265398721478252e-05
Position 1091: 1.230680588518874e-05
Position 494: 9.131176330074365e-06
Position 805: 7.246437733061795e-06
Position 60: 6.708888970706068e-06
Position 130: 5.162081939067651e-06
Position 623: 3.1470173189625607e-06
Position 563: 1.7994482607316772e-06
Position 587: 1.6793836082220313e-06
Position 204: 1.2718455381392116e-06
Position 173: 1.5659939082634885e-07
Position 236: 1.2977469645972876e-07
Position 162: 1.093166455273687e-07
Position 550: 8.132628563923813e-08
Position 219: 3.804259665976424e-08
Position 569: 2.871261218295324e-08
Position 467: 1.8727640472665943e-08
Position 177: 1.5583955125315214e-08
Position 263: 1.1223361553741357e-08
Position 146: 5.71900280579276e-09
Position 195: 5.4946277831024605e-09
Position 294: 4.1535565541073e-09
Position 180: 3.346542288141516e-09
Position 273: 8.096800877478866e-10
Position 572: 7.437080964158747e-11
Position 277: 6.157996130399035e-12
Position 216: 3.6986723624642354e-14
