Gene = tadr
index = 1905
Annotated 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
Annotated 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
SMsplice 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
SMsplice 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
top_k =  500
Partition function (log Z): 20.49934498729604

Sorted 5' Splice Sites (High to Low Probability):
Position 4731: 0.9898820218994686
Position 2353: 0.9806920034315247
Position 4552: 0.9772285039244002
Position 2781: 0.9729574378679992
Position 3717: 0.9581801569346831
Position 311: 0.9296303303991797
Position 2100: 0.8994089647113607
Position 3004: 0.7210260007811254
Position 1694: 0.3200940162425422
Position 4100: 0.2753104810233017
Position 3314: 0.13155358740587114
Position 5018: 0.07601531502472167
Position 604: 0.07170249988874708
Position 4205: 0.05786399168807601
Position 2136: 0.05513677879727096
Position 4841: 0.04522806315016209
Position 4025: 0.04217329408359501
Position 3051: 0.017643423282196712
Position 4178: 0.015017460599289675
Position 1506: 0.014170672948917053
Position 1558: 0.012536849531284873
Position 2360: 0.012309439202334124
Position 3055: 0.009719579201306344
Position 4588: 0.008590375528679655
Position 1536: 0.007759224880648938
Position 4137: 0.007556357929444193
Position 4097: 0.00697326263073144
Position 1417: 0.006878087337373
Position 2785: 0.006709897143844397
Position 3020: 0.00546056804350156
Position 1202: 0.004790724136389008
Position 1469: 0.004375931244693876
Position 1576: 0.0039042715890649964
Position 1622: 0.0035477134883245063
Position 2111: 0.003547532102038789
Position 4030: 0.003502593304459862
Position 2122: 0.0032794596557683344
Position 979: 0.0032532795844162116
Position 3661: 0.00309788174937487
Position 4210: 0.0030861884360641684
Position 3495: 0.003064636120747297
Position 2373: 0.0027790888601403898
Position 2106: 0.002569581895141833
Position 3332: 0.0024343077177323854
Position 416: 0.0022280746083425187
Position 450: 0.0021481785933791142
Position 446: 0.002064166315548217
Position 273: 0.001959746981133705
Position 2195: 0.001940194217479516
Position 5402: 0.001860857014060391
Position 1091: 0.001838990303689975
Position 2536: 0.0015015902389814905
Position 3310: 0.0012624294874350299
Position 3948: 0.0011633539449917383
Position 4053: 0.0011456590104038339
Position 2009: 0.0009841643485694184
Position 2329: 0.0009669093798589708
Position 4033: 0.0009067593412860544
Position 4146: 0.0008904523948409664
Position 3367: 0.0008283629552797873
Position 608: 0.0007987256235236515
Position 4556: 0.0006172407275127663
Position 510: 0.0006132605606518814
Position 3326: 0.0005629568516191522
Position 3799: 0.000560310589123798
Position 2809: 0.0005141620041311377
Position 67: 0.0004695684702288943
Position 5132: 0.0004276036645643111
Position 3757: 0.00041383991342655753
Position 2474: 0.0003755364261541227
Position 3825: 0.0003695703734519569
Position 3706: 0.0003623856142464194
Position 3703: 0.00033394036401900246
Position 2060: 0.00030577473588602256
Position 3952: 0.0002844987147343632
Position 3986: 0.0002716977631120596
Position 4958: 0.00026065781146806415
Position 4079: 0.0002522167311104677
Position 1843: 0.00023644320913238732
Position 4119: 0.00022471350750005294
Position 1740: 0.00022346149747897224
Position 591: 0.00021956463266961616
Position 745: 0.0002159618987292778
Position 815: 0.00020353495987775116
Position 1457: 0.0001958208058387588
Position 2164: 0.0001953073094858202
Position 4877: 0.00015174197198609678
Position 454: 0.00014225908506243018
Position 3394: 0.0001341614068570013
Position 3778: 0.00011495755419744694
Position 803: 0.00010999985469705201
Position 2357: 0.00010694994991852777
Position 87: 9.667948705418689e-05
Position 140: 9.59505662938049e-05
Position 2382: 9.550117166675228e-05
Position 4139: 9.136936636278231e-05
Position 101: 9.036744491053849e-05
Position 544: 8.355566331635491e-05
Position 813: 8.06432982430308e-05
Position 4117: 7.458384577753368e-05
Position 4065: 7.348485699343347e-05
Position 261: 6.128810992118832e-05
Position 5007: 5.9051658621739884e-05
Position 3692: 5.594523309266897e-05
Position 4108: 5.5599904839949475e-05
Position 130: 5.076891946940528e-05
Position 2621: 4.443712918793133e-05
Position 708: 4.436162818980979e-05
Position 138: 4.368613764000329e-05
Position 713: 4.107939811361591e-05
Position 3626: 3.985318740331968e-05
Position 5009: 3.913080296397194e-05
Position 1432: 3.6166691090516166e-05
Position 1019: 3.4434998336222315e-05
Position 2398: 3.296487336931153e-05
Position 4754: 3.156666291936856e-05
Position 3721: 3.064693307711641e-05
Position 28: 3.0312424873656e-05
Position 146: 2.9481429242262276e-05
Position 1442: 2.782847875744999e-05
Position 2081: 2.6597537390806838e-05
Position 3572: 2.1340693024859873e-05
Position 1206: 1.956636856914613e-05
Position 855: 1.6164943042912372e-05
Position 103: 1.5965969577508708e-05
Position 2590: 1.4540038160574482e-05
Position 877: 1.4093066705756699e-05
Position 2502: 1.0602046307074028e-05
Position 299: 1.012744493439703e-05
Position 448: 9.748866072735332e-06
Position 2739: 7.292228233269868e-06
Position 2199: 6.481844796727881e-06
Position 2512: 6.028435799353198e-06
Position 2268: 4.644970809692795e-06
Position 2762: 3.510037789000139e-06
Position 4717: 2.9196500430230794e-06
Position 204: 2.7407576628497088e-06
Position 2964: 2.498691408723568e-06
Position 35: 2.4288162044375042e-06
Position 2735: 2.369794722570773e-06
Position 195: 2.2900773041700886e-06
Position 3192: 1.9244613927173455e-06
Position 3014: 1.4534027459193277e-06
Position 4712: 9.5524621734247e-07
Position 74: 7.797664813408745e-07
Position 4874: 5.593046985935397e-07
Position 4704: 4.749397347546911e-07
Position 395: 3.1476750108628465e-07
Position 304: 2.710052173685854e-07
Position 392: 2.4561365620004056e-07
Position 72: 2.0147431326097688e-07
Position 189: 1.9600682489189585e-07
Position 4939: 1.717388270701921e-07
Position 2856: 1.564294435290487e-07
Position 2066: 1.4923706993776877e-07
Position 630: 1.092312141026367e-07
Position 2724: 1.0322699293797058e-07
Position 42: 1.0047553694549222e-07
Position 3300: 9.856970223411033e-08
Position 2733: 3.5957085429573824e-08
Position 4669: 2.5622351435600446e-08
Position 411: 2.1651258893797202e-08
Position 4406: 1.1686704013146885e-08
Position 4983: 3.6715334162143157e-09
Position 4773: 3.6278313929693696e-09
Position 4967: 3.5211322892385776e-09
Position 527: 2.474013559739659e-10
Position 473: 6.392199777280997e-11
Position 481: 5.835058775214885e-11
Position 487: 5.370717718421729e-11
Position 495: 2.6529735489413232e-11
Position 4565: 2.488630704799055e-11
Position 466: 1.4525076358586498e-11
Position 3008: 3.411595218654549e-13
Position 4577: 1.313532784165568e-13
Position 2742: 9.923024808734434e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9991331175489645
Position 4795: 0.9973592626246507
Position 1953: 0.9943099041297063
Position 3884: 0.9324869535169618
Position 2865: 0.9107264162696148
Position 4631: 0.8179283401370391
Position 2157: 0.7590811801255026
Position 4250: 0.45977479129880716
Position 3561: 0.3639214942434727
Position 3542: 0.23734248714774359
Position 3424: 0.17448499159904984
Position 2227: 0.15027168838751867
Position 370: 0.13948087996406822
Position 4653: 0.12896958452737414
Position 5070: 0.08413095034502824
Position 1394: 0.0714732971205276
Position 487: 0.043415683750395895
Position 3412: 0.041536394146677584
Position 1115: 0.038175798077789286
Position 3381: 0.028166711701285624
Position 2253: 0.027818542279707464
Position 2182: 0.0240201768072285
Position 3461: 0.023506265767342466
Position 3107: 0.02094331031406497
Position 708: 0.01749876411127956
Position 4646: 0.015727696110627427
Position 4669: 0.015342617457456072
Position 3440: 0.012652039202869341
Position 1605: 0.012239951225258418
Position 928: 0.010366302637337652
Position 1361: 0.009908911445882462
Position 5274: 0.009148646548773296
Position 3482: 0.007641243621037365
Position 5194: 0.007448541025513753
Position 1539: 0.007244312891699632
Position 392: 0.006827725898571738
Position 3155: 0.006786622692398073
Position 3842: 0.0060550647938623844
Position 834: 0.005967424944189953
Position 1017: 0.005824200079047183
Position 4295: 0.004904962248863274
Position 4309: 0.004867476107531752
Position 4274: 0.004595397932767232
Position 5474: 0.004500701671620481
Position 2927: 0.004425992254926319
Position 654: 0.0043990727785414505
Position 2173: 0.004368809927959202
Position 5205: 0.0042669749022383125
Position 1489: 0.0036357594271330825
Position 1486: 0.0035209677586350726
Position 850: 0.003181251564676353
Position 5258: 0.0031594420891684653
Position 3167: 0.0028831080999302356
Position 933: 0.002610474417610598
Position 4170: 0.0024078056164183806
Position 5007: 0.0021956380797115726
Position 1505: 0.00199740650189479
Position 813: 0.0019340831137984876
Position 1311: 0.0019232241972482733
Position 4937: 0.001745691744644482
Position 1521: 0.0015627475981314024
Position 2422: 0.0013606101908096731
Position 5289: 0.0013093343929001422
Position 5546: 0.0011547002563797695
Position 1894: 0.001077916200039441
Position 5595: 0.0010633321742536828
Position 591: 0.0010290183590319466
Position 5139: 0.000963914529127916
Position 1904: 0.0009467127723639092
Position 1038: 0.0009403260002898736
Position 5218: 0.0009062439654103443
Position 4271: 0.0008916292222271435
Position 3051: 0.0007794737176180858
Position 3389: 0.0007787507921679973
Position 1421: 0.0007622607012104309
Position 801: 0.0007450534615759612
Position 5343: 0.0007371058386877815
Position 4824: 0.00066871708917006
Position 1442: 0.0006277160031208112
Position 901: 0.0005278919483677514
Position 5620: 0.00040121670042534227
Position 5326: 0.0003973228110833482
Position 2404: 0.0003919100079187375
Position 627: 0.000354962783846632
Position 3891: 0.00032019587964467037
Position 3360: 0.0003186025758210645
Position 171: 0.00030297388357069475
Position 778: 0.0002498826346036528
Position 3489: 0.00023563197876586738
Position 861: 0.00022019052501577482
Position 5505: 0.00021902826331144154
Position 3255: 0.0002178287500072698
Position 1974: 0.00021009034488523397
Position 1831: 0.0002009944426584627
Position 5220: 0.0001974482111223591
Position 3072: 0.00018562003853303703
Position 3466: 0.0001779424447585233
Position 5234: 0.00017779010721480967
Position 2882: 0.00014945229394615545
Position 3059: 0.00013902494961242395
Position 1041: 0.00012744156275729023
Position 970: 0.00012105112730766577
Position 1776: 0.00011787853654924534
Position 1567: 0.00011734169155923875
Position 5625: 0.00011699828829778942
Position 1758: 0.00010392061649051624
Position 5599: 9.652457580281961e-05
Position 3300: 9.299325310231936e-05
Position 3948: 9.09765623425091e-05
Position 189: 7.77203475504489e-05
Position 1063: 6.937331182900323e-05
Position 3504: 6.6043360726427e-05
Position 888: 6.421452514197089e-05
Position 1615: 6.167612940991448e-05
Position 2446: 6.059029752061718e-05
Position 4189: 6.001217483141975e-05
Position 3665: 5.06573660061628e-05
Position 1694: 4.5632661166535345e-05
Position 4763: 4.397327855589512e-05
Position 2474: 2.8813489597942754e-05
Position 2502: 2.6926092651114265e-05
Position 3805: 2.116021512872095e-05
Position 4724: 1.7634015645378043e-05
Position 2479: 1.6488071735877027e-05
Position 3894: 1.5809039686815304e-05
Position 256: 1.5438606013542364e-05
Position 1843: 1.4711686496915853e-05
Position 2136: 1.3469510988208783e-05
Position 2531: 1.2675204647442614e-05
Position 2985: 1.2232588729911434e-05
Position 4074: 9.889812415216309e-06
Position 4712: 9.670363899768472e-06
Position 2975: 5.999642591218594e-06
Position 1727: 5.310614465358233e-06
Position 124: 1.3246584193724936e-06
Position 116: 1.2739155541103177e-06
Position 2521: 9.89030823057375e-07
Position 216: 7.212601846938596e-07
Position 138: 4.842554234095273e-07
Position 224: 4.1236088072113054e-07
Position 4730: 3.7797630914241806e-07
Position 204: 1.6893407438033487e-07
Position 1035: 1.4196807543495287e-07
Position 670: 1.2941047818501064e-07
Position 324: 4.8782660439404474e-08
Position 79: 4.164702025325807e-08
Position 273: 3.9691591349285465e-08
Position 146: 3.058022722140984e-08
Position 2385: 2.7077690559935355e-08
Position 130: 2.128799033376423e-08
Position 3002: 1.1577532493427497e-08
Position 84: 6.26872128322315e-09
Position 99: 5.503487338819583e-09
Position 2804: 5.380948871831802e-09
Position 2873: 3.931877010458874e-09
Position 2999: 1.7032657343463774e-09
Position 310: 1.6477212285176957e-09
Position 87: 1.5610225765024882e-09
Position 4832: 7.044685238501264e-10
Position 81: 4.902366902767019e-10
Position 314: 4.256699149365914e-10
Position 221: 2.9272115524520815e-10
Position 304: 8.30099485583962e-11
Position 261: 2.6135199568914994e-13
