Gene = E(z)
index = 1143
Annotated 5SS: [ 491 1285 1507 1705 2135 2383 3015]
Annotated 3SS: [ 552 1345 1689 2036 2192 2444 3082]
SMsplice 5SS: [  89  491 1285 1507 2135 2383 3015]
SMsplice 3SS: [ 153  552 1345 2036 2192 2444 3082]
top_k =  500
Partition function (log Z): 12.761879874767065

Sorted 5' Splice Sites (High to Low Probability):
Position 2135: 0.9993650526603328
Position 89: 0.9862432856102138
Position 1507: 0.968934926979847
Position 3015: 0.9536193287258572
Position 1285: 0.9371474829366062
Position 491: 0.8953773304770364
Position 2383: 0.7107874583155711
Position 2697: 0.06800450978963293
Position 1986: 0.06398611303784114
Position 1938: 0.045105711047151685
Position 1705: 0.0315438481152442
Position 2343: 0.02338715688886221
Position 984: 0.022168420300340382
Position 656: 0.017708749276182777
Position 1305: 0.013488550358453092
Position 1289: 0.013336969816123461
Position 2995: 0.013076775058515655
Position 695: 0.010978507053107068
Position 1970: 0.01083371073280643
Position 1046: 0.010495057928605408
Position 2287: 0.01012200058085997
Position 2394: 0.009372377589759803
Position 3220: 0.00890654153259403
Position 1848: 0.005764978838184671
Position 2272: 0.004649371460674437
Position 3231: 0.004487219298433453
Position 878: 0.0025420951488466033
Position 1068: 0.0022220688597646408
Position 70: 0.0019846716081643413
Position 1831: 0.0019430407925494432
Position 684: 0.0014460436797867446
Position 599: 0.0012303649749690975
Position 2473: 0.0012188685593977294
Position 788: 0.0011003590985494498
Position 2737: 0.000998347062525061
Position 3271: 0.0007158351842141094
Position 2993: 0.0006884607924059099
Position 821: 0.0005740964196832541
Position 1859: 0.0005638742665970774
Position 1169: 0.0004986930891450866
Position 2522: 0.0004433936969370903
Position 308: 0.00040529504001231916
Position 1877: 0.0003688683404906798
Position 509: 0.0003315205150014636
Position 93: 0.00030376020183992447
Position 201: 0.00029076316893129016
Position 2291: 0.00028398910439829915
Position 333: 0.0002547220433024247
Position 2676: 0.00024489795051374415
Position 2735: 0.00023396435075021763
Position 2524: 0.0002218118827320204
Position 1540: 0.0002204239586717895
Position 773: 0.00021860091341457222
Position 1897: 0.00020930216842946354
Position 745: 0.0002021300447734091
Position 3143: 0.00018007112109664212
Position 3274: 0.00017811839358990335
Position 2584: 0.0001685172494448354
Position 73: 0.00016396683842464363
Position 2387: 0.0001502641226627579
Position 1428: 0.00014278771704178832
Position 2466: 0.00013650839035264867
Position 2128: 0.00013102028549251686
Position 2999: 0.00010776395767035781
Position 2406: 8.56255738042389e-05
Position 2582: 8.422648690751542e-05
Position 739: 8.375135612501497e-05
Position 60: 7.908688959496226e-05
Position 2821: 7.489742581668858e-05
Position 106: 7.483380755155566e-05
Position 1511: 7.08195238602344e-05
Position 1012: 6.984428311873725e-05
Position 841: 6.7858892630617e-05
Position 1667: 5.61950028064927e-05
Position 3237: 5.1787325773341114e-05
Position 3306: 4.772414597649126e-05
Position 320: 4.3266901295528034e-05
Position 1796: 4.1347089394092405e-05
Position 3346: 3.465115469694814e-05
Position 1309: 3.100961512383372e-05
Position 707: 3.089846273354867e-05
Position 1583: 2.6872496539926315e-05
Position 257: 2.5485795285462438e-05
Position 2139: 2.535702920434297e-05
Position 1622: 2.4306201915619425e-05
Position 1857: 2.407905028198907e-05
Position 1563: 2.3269241350339423e-05
Position 1899: 2.323482737549446e-05
Position 2680: 2.2059574982740036e-05
Position 2614: 1.7145744598335175e-05
Position 2915: 1.670338803577866e-05
Position 1760: 1.3874973825345276e-05
Position 1477: 1.3780856243432089e-05
Position 322: 1.2737586562532568e-05
Position 476: 1.2295910305197298e-05
Position 1558: 1.1673649452223613e-05
Position 1190: 1.0754269285127577e-05
Position 639: 9.816637403492149e-06
Position 1121: 9.360738691591762e-06
Position 1718: 9.050897967943357e-06
Position 932: 8.426492259865237e-06
Position 22: 7.502578010928358e-06
Position 2983: 7.383413635954396e-06
Position 719: 6.930911978797297e-06
Position 923: 6.221456914193451e-06
Position 536: 6.17568553311283e-06
Position 265: 5.5987278993785966e-06
Position 1049: 5.5772107777431555e-06
Position 215: 5.5758521563496916e-06
Position 2962: 5.039230796362504e-06
Position 572: 4.4697797602334205e-06
Position 1474: 4.351992539961583e-06
Position 2923: 4.200106232201906e-06
Position 42: 4.1750032384445525e-06
Position 2055: 2.096400995393863e-06
Position 242: 1.958125271736095e-06
Position 19: 1.953049230759091e-06
Position 236: 1.8445331800640666e-06
Position 2510: 1.5410445754670412e-06
Position 282: 5.121169004229141e-07
Position 2358: 4.917350972657632e-07
Position 2853: 4.4720574216638946e-07
Position 384: 3.892069044091298e-07
Position 2166: 2.3561134477547805e-07
Position 153: 1.9299504925641287e-07
Position 2073: 1.3748960089265496e-07
Position 353: 1.3623764966590226e-07
Position 419: 1.3598287167023752e-07
Position 413: 9.95442162401827e-08
Position 515: 8.338025010438615e-08
Position 901: 6.904105409409546e-08
Position 234: 5.926365559665511e-08
Position 2683: 4.399449095092307e-08
Position 454: 4.1138502293263845e-08
Position 2925: 4.000062219756579e-08
Position 641: 3.973321772902881e-08
Position 2694: 3.801879270294619e-08
Position 583: 3.045715098052701e-10
Position 408: 1.2428542429807484e-11
Position 406: 3.711255069156235e-14
Position 395: 3.05980456964921e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2192: 0.9983495421502712
Position 3082: 0.9850360276510259
Position 1345: 0.9674684304352594
Position 2036: 0.9328595615914538
Position 552: 0.8554354209180597
Position 2444: 0.7397056272116111
Position 153: 0.682061528462609
Position 257: 0.26818502364060764
Position 1689: 0.17643614491938697
Position 1084: 0.03422041468743074
Position 2915: 0.02848184175044546
Position 2800: 0.028063991184103996
Position 201: 0.01950897636680293
Position 3345: 0.0139390742603296
Position 1101: 0.013922035926555365
Position 1370: 0.013371174074572518
Position 1231: 0.011648859753473358
Position 1703: 0.009728437009296733
Position 1978: 0.0058018929765836546
Position 760: 0.005226267409384148
Position 957: 0.0048765733259515075
Position 577: 0.004480760914400835
Position 1968: 0.003794712180797638
Position 2068: 0.003776752878207678
Position 926: 0.0035979658259297142
Position 2821: 0.003573501748710369
Position 1721: 0.0034755923368113392
Position 242: 0.003447366255013449
Position 363: 0.003277838570654858
Position 2835: 0.0032157502552481536
Position 877: 0.0027139063743870416
Position 353: 0.002609349877666833
Position 1129: 0.00224058874611287
Position 376: 0.0022395942308091952
Position 2522: 0.0018238582013734904
