Gene = TfIIEalpha
index = 1553
Annotated 5SS: [ 185 1370]
Annotated 3SS: [ 262 1437]
SMsplice 5SS: [ 185 1370]
SMsplice 3SS: [ 262 1437]
top_k =  500
Partition function (log Z): 0.4185857654849601

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9931753051403438
Position 1370: 0.8502206169200124
Position 566: 0.07916416312079846
Position 1292: 0.04318818170689751
Position 330: 0.03487907529228413
Position 194: 0.004864318965312476
Position 379: 0.004440019956762867
Position 1010: 0.00382619616003255
Position 580: 0.002254354547207332
Position 427: 0.001786982326100721
Position 1093: 0.0012500088209201061
Position 1596: 0.0011072535119628808
Position 343: 0.0007143746072229091
Position 653: 0.0006251938506436985
Position 876: 0.0005910273438771861
Position 489: 0.0005637365711456629
Position 683: 0.0005124692963039116
Position 325: 0.0004468582351235654
Position 525: 0.00039137338993168686
Position 671: 0.00027045426871946627
Position 627: 0.00016676906580768974
Position 1300: 0.00015342474704906493
Position 1107: 0.0001304543538493265
Position 1636: 0.00010683704952425235
Position 895: 0.0001036499800964971
Position 98: 7.430790638379388e-05
Position 922: 7.332250577692014e-05
Position 189: 6.169876052532356e-05
Position 1236: 5.37868590381944e-05
Position 353: 4.6241688439837235e-05
Position 692: 4.4736295097243835e-05
Position 890: 4.400787876827244e-05
Position 1180: 4.273266867177549e-05
Position 622: 3.9190458179321566e-05
Position 619: 2.3780316562743236e-05
Position 1661: 2.138597957544981e-05
Position 1138: 2.0108100067352002e-05
Position 1410: 1.8339167335857944e-05
Position 171: 1.6432832579872207e-05
Position 180: 1.2726328604312438e-05
Position 376: 1.2359997076779339e-05
Position 1005: 7.803914936165806e-06
Position 30: 6.290317616870863e-06
Position 383: 4.914532459089683e-06
Position 1052: 2.8357533994789866e-06
Position 791: 2.2834577858921645e-06
Position 165: 2.2566659161540507e-06
Position 774: 2.2288489817289704e-06
Position 149: 1.950920823370927e-06
Position 699: 1.6265884992112834e-06
Position 1002: 1.4514149629942412e-06
Position 468: 1.44533205029721e-06
Position 613: 1.3287932076901098e-06
Position 796: 1.2311239664929493e-06
Position 1039: 8.586367036421968e-07
Position 1240: 7.80967722242e-07
Position 1503: 7.717387421575008e-07
Position 1060: 7.392413252161122e-07
Position 334: 6.295564307958866e-07
Position 768: 5.29703534207249e-07
Position 1422: 3.9105316779246105e-07
Position 1672: 2.536700670364204e-07
Position 50: 6.385874730727541e-09
Position 229: 1.954374430150077e-09
Position 747: 3.3082367650651674e-10
Position 710: 2.5277899535229974e-10
Position 708: 2.164673709641976e-10
Position 1428: 1.6920477756294023e-10
Position 279: 2.849426056531226e-17
Position 276: 3.6012817445428886e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 262: 0.9911026312960575
Position 1437: 0.981945366514298
Position 1251: 0.007322194958406548
Position 791: 0.007173409144653081
Position 864: 0.006351333698710597
Position 1325: 0.006208305942625335
Position 1470: 0.0058041137798316425
Position 1129: 0.005544921824937407
Position 1185: 0.002560109773342268
Position 1218: 0.0018947778547117712
Position 847: 0.0016932200619477254
Position 627: 0.0013277035303894467
Position 633: 0.0010278306186147558
Position 606: 0.0009785038082552422
Position 1691: 0.0006235493312919444
Position 894: 0.0005964408190156536
Position 447: 0.00047976171113766556
Position 298: 0.0004407515706571689
Position 1719: 0.000391874077131371
Position 736: 0.000265407350195647
Position 1334: 0.0002200803575049564
Position 870: 0.00019170573662899047
Position 744: 0.00018545870148879048
Position 686: 0.0001724517900245367
Position 1647: 0.0001587595931628878
Position 402: 0.00015544630295432317
Position 483: 9.441561531293629e-05
Position 921: 8.012911122725392e-05
Position 450: 7.968804997378604e-05
Position 1509: 6.994867996528773e-05
Position 486: 6.000645805033667e-05
Position 651: 5.472598448862775e-05
Position 149: 5.38925091351595e-05
Position 1672: 4.2435238901490546e-05
Position 1708: 4.168480378820696e-05
Position 1107: 3.717967705435813e-05
Position 534: 3.199866825937232e-05
Position 307: 3.1477016879026595e-05
Position 825: 2.396042199218672e-05
Position 539: 2.075554675430078e-05
Position 829: 1.8666532887928175e-05
Position 1557: 5.870520615590176e-06
Position 80: 5.837596227811969e-06
Position 1481: 5.073348806901842e-06
Position 1607: 4.146692434395327e-06
Position 229: 1.071364863262978e-06
Position 489: 4.0814649646185695e-07
Position 1365: 3.880348420185167e-07
Position 1562: 3.197749552986043e-07
Position 353: 2.0778099775359186e-07
Position 313: 1.4419697180053595e-07
Position 101: 1.274754638819301e-07
Position 87: 1.1383223907903904e-07
Position 111: 3.302283777277217e-08
Position 350: 3.013300507074403e-08
Position 165: 1.0097304570129652e-08
Position 84: 5.5558463533558975e-09
Position 318: 3.758221515133122e-09
Position 525: 1.8508464308003885e-09
Position 178: 7.080771246470426e-10
Position 324: 5.879276889385929e-11
Position 480: 5.501727335024059e-11
Position 218: 2.866115600330086e-11
Position 494: 1.3110336659457617e-11
Position 342: 2.7838982966555643e-12
Position 180: 3.4242472181854903e-13
Position 189: 1.8377595065825893e-14
Position 360: 1.0608531527805355e-14
Position 198: 1.2190200945360297e-16
Position 201: 3.0722448372560193e-18
