Gene = Tg
index = 1557
Annotated 5SS: [  479 15079]
Annotated 3SS: [13111 15142]
SMsplice 5SS: [  479 15079]
SMsplice 3SS: [13111 15142]
top_k =  500
Partition function (log Z): -4.033527255682758

Sorted 5' Splice Sites (High to Low Probability):
Position 15079: 0.9987383362395139
Position 479: 0.9583303393345584
Position 1699: 0.28815559699755433
Position 7932: 0.1623116077455364
Position 15356: 0.08495801104025111
Position 8184: 0.07789699630357234
Position 9815: 0.07352045893609167
Position 239: 0.05335782973594152
Position 3870: 0.04538731117886731
Position 9875: 0.03262127293755263
Position 4493: 0.016434467790389234
Position 8300: 0.01616882837126069
Position 3024: 0.016082500018355733
Position 2825: 0.008325864422123748
Position 319: 0.005619936078334556
Position 5871: 0.0054302392265779915
Position 12372: 0.004716476801847603
Position 1456: 0.003919261729241782
Position 268: 0.00364181643293783
Position 8864: 0.0030902258417719874
Position 7285: 0.00289941122300207
Position 7231: 0.002322210158353203
Position 15380: 0.002266677319469748
Position 1047: 0.0021370791489363247
Position 15408: 0.001851812140672028
Position 7767: 0.0015770400414489532
Position 286: 0.0013769899054985651
Position 775: 0.0011978099811557209
Position 15387: 0.0011203437021611667
Position 2415: 0.0007179693028837805
Position 1023: 0.0006468104359768018
Position 2361: 0.0005968000057719076
Position 3559: 0.0004643372754332007
Position 1415: 0.0004505328243119157
Position 15390: 0.0004474272112354888
Position 15398: 0.0004353047179955533
Position 2419: 0.0001986539356271734
Position 143: 0.00015477636598777917
Position 750: 0.00013780266140010877
Position 1510: 0.00012919979168643262
Position 165: 0.0001024149595822417
Position 170: 9.833920726878975e-05
Position 540: 7.825140224353334e-05
Position 483: 7.62452195814933e-05
Position 1747: 6.685092952119366e-05
Position 2401: 6.61596801137558e-05
Position 119: 6.585197000580085e-05
Position 849: 5.766831318836238e-05
Position 197: 5.680523583575839e-05
Position 3000: 5.6669304335273246e-05
Position 548: 5.185759569988729e-05
Position 323: 4.635876164537073e-05
Position 1656: 4.635494623944446e-05
Position 65: 4.186297067220518e-05
Position 3762: 4.065804032121262e-05
Position 1384: 3.756306375692266e-05
Position 4077: 3.533230579227009e-05
Position 3338: 3.418390235759465e-05
Position 773: 2.9787327820794542e-05
Position 15405: 2.9691465678506374e-05
Position 1548: 2.7447417924462567e-05
Position 619: 2.6507137062071364e-05
Position 422: 2.298240785850224e-05
Position 178: 2.1223330174345194e-05
Position 1370: 2.1040085673369175e-05
Position 656: 1.9568844585735607e-05
Position 1727: 1.7818003657963483e-05
Position 15220: 1.0554532147130429e-05
Position 650: 6.9472425821691405e-06
Position 609: 5.972242233327374e-06
Position 884: 4.91373154238836e-06
Position 886: 4.878627876913521e-06
Position 321: 4.369363770993764e-06
Position 2075: 4.104468497913564e-06
Position 16: 3.890265766835672e-06
Position 326: 3.242133590372828e-06
Position 712: 2.9063020466334206e-06
Position 77: 2.1146567105549423e-06
Position 3: 9.932350907556054e-07
Position 1172: 2.891608885008241e-07
Position 369: 1.4164860512390162e-07
Position 344: 7.571570294629322e-08
Position 679: 4.4584510160437173e-08
Position 566: 2.1825325760778126e-08
Position 689: 1.7562200038763e-08
Position 389: 1.5323775947071945e-08
Position 411: 5.923444144304876e-09
Position 384: 3.5929727635731987e-09
Position 387: 3.150718777606868e-09
Position 2298: 4.522521512839955e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13111: 0.9991966689290983
Position 15142: 0.9940047339464934
Position 7656: 0.20414879498516258
Position 15460: 0.09115184521175232
Position 9637: 0.08394303199142454
Position 2681: 0.05711260553958163
Position 773: 0.0568359535561626
Position 1548: 0.05111165969914244
Position 846: 0.0439720029483496
Position 708: 0.03289017150700509
Position 814: 0.024751252992376106
Position 7814: 0.02254309439150357
Position 369: 0.02197007794223503
Position 8749: 0.019281269004319996
Position 1615: 0.018861354672263943
Position 7687: 0.016056110375902106
Position 326: 0.015485328659111263
Position 555: 0.013605798155673277
Position 4418: 0.011656532511163649
Position 1476: 0.010716908789388926
Position 1443: 0.008517206556479962
Position 3086: 0.006891494306647245
Position 15158: 0.0054989974569445745
Position 6818: 0.005170355123279649
Position 12295: 0.004717225517313492
Position 7022: 0.004194619796747175
