Gene = Blos4
index = 52
Annotated 5SS: [229]
Annotated 3SS: [282]
SMsplice 5SS: [229]
SMsplice 3SS: [282]
top_k =  500
Partition function (log Z): -4.226111938014304

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9972996155467899
Position 751: 0.21741914163340612
Position 618: 0.0020401315474241548
Position 737: 0.0017736160886814305
Position 391: 0.0011595679443203426
Position 510: 0.0011151959958422047
Position 400: 0.0004932225375800807
Position 248: 0.0004126392079992197
Position 25: 0.0004066215435212188
Position 874: 0.0003573558664045806
Position 637: 0.00028163508761404663
Position 717: 0.00022986149544868345
Position 219: 0.0001959926621769772
Position 283: 0.00016269491896548404
Position 233: 0.00011047874403129471
Position 44: 0.00010936280660257874
Position 377: 0.00010739581971737899
Position 967: 5.972588775694971e-05
Position 18: 5.512233915357859e-05
Position 1029: 5.379129919098499e-05
Position 389: 4.138875158513298e-05
Position 395: 3.209480021786403e-05
Position 397: 2.407587826468391e-05
Position 37: 2.33689950722319e-05
Position 682: 1.0672581723079982e-05
Position 562: 8.894755208910626e-06
Position 515: 8.59331590342207e-06
Position 9: 6.065834870038008e-06
Position 335: 5.807961962416982e-06
Position 977: 4.914072208046502e-06
Position 987: 3.950710046880215e-06
Position 168: 2.190625781979734e-06
Position 1032: 1.4172806492826259e-06
Position 970: 1.3455476720087986e-06
Position 347: 3.1735194902844924e-07
Position 421: 2.608618757672878e-07
Position 433: 2.123710371519973e-07
Position 106: 1.973624708706444e-07
Position 267: 1.5155872794297574e-07
Position 287: 8.581181360161944e-08
Position 236: 5.4943103251148936e-08
Position 583: 3.072292539246605e-08
Position 252: 1.3035596746906822e-08
Position 707: 5.458007306265076e-10
Position 254: 9.85426923371919e-11
Position 793: 3.192854969735045e-11
Position 319: 1.2266598959232088e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 282: 0.9940079402301765
Position 805: 0.1966102529909512
Position 922: 0.010518819865962276
Position 935: 0.007409222404272209
Position 888: 0.0029927528298584133
Position 334: 0.00278196617496315
Position 869: 0.0025452704187592236
Position 849: 0.0015179020353532835
Position 1027: 0.0008063369604488558
Position 343: 0.0007260306501617128
Position 1076: 0.00058993572594443
Position 671: 0.0005825895365295283
Position 1087: 0.0005396271808456488
Position 442: 0.0004599018236555799
Position 682: 0.00024379651862940194
Position 135: 0.0002392156664532796
Position 774: 0.00020124433256043806
Position 126: 0.00019564174868280695
Position 347: 0.0001890376394307182
Position 987: 0.0001557715301921759
Position 495: 0.0001492273098525081
Position 939: 0.00011087674370584566
Position 702: 5.693681716994561e-05
Position 692: 5.204065890501418e-05
Position 855: 4.90800570036591e-05
Position 61: 4.817653578692475e-05
Position 1047: 3.103733628859598e-05
Position 1044: 3.0213594650011913e-05
Position 734: 2.4524326773769818e-05
Position 504: 2.032849834683018e-05
Position 567: 1.9759944752083665e-05
Position 530: 1.5056517664038655e-05
Position 1032: 1.4798063924110628e-05
Position 466: 1.449053765475609e-05
Position 714: 1.3482323441187823e-05
Position 473: 1.1906944815433063e-05
Position 400: 7.016660608211522e-06
Position 363: 6.513719896178972e-06
Position 404: 6.488646373314825e-06
Position 1092: 4.139833325251591e-06
Position 453: 4.063273757797162e-06
Position 717: 3.3167930180209124e-06
Position 579: 2.4248732797238244e-06
Position 428: 1.7948461308005732e-06
Position 102: 1.7925594863425757e-06
Position 539: 1.7599246251001849e-06
Position 450: 1.4349883922510204e-06
Position 1094: 1.0519739234838828e-06
Position 955: 8.160037445982496e-07
Position 521: 3.256390313686984e-07
Position 510: 2.7062598470698783e-07
Position 267: 1.629309253937166e-07
Position 153: 1.3646834415716107e-07
Position 368: 1.2257394018643417e-07
Position 354: 1.2248886652253033e-07
Position 421: 8.040294060697473e-08
Position 480: 5.8146076613829154e-08
Position 515: 5.7578894962739185e-08
Position 618: 4.3050545454888354e-08
Position 570: 3.64036441792086e-08
Position 150: 3.187885986167897e-08
Position 137: 9.48441111817192e-09
Position 197: 3.812151481673591e-09
Position 156: 3.2332765896763914e-09
Position 183: 2.783772457039921e-09
Position 252: 3.909672699458227e-10
Position 248: 1.7029466399903025e-10
Position 233: 7.855119113022282e-11
Position 213: 6.696084898191208e-11
