Gene = Mon1
index = 1284
Annotated 5SS: [703 919]
Annotated 3SS: [766 972]
SMsplice 5SS: [703 919]
SMsplice 3SS: [766 972]
top_k =  500
Partition function (log Z): 0.6384843180257664

Sorted 5' Splice Sites (High to Low Probability):
Position 703: 0.9987876501443965
Position 919: 0.984563993575007
Position 557: 0.32233887466222105
Position 1134: 0.012110250634033521
Position 904: 0.006829925194627723
Position 1191: 0.003144320015440178
Position 1461: 0.0029219980966775513
Position 23: 0.0021076998709943697
Position 1265: 0.001997282328210531
Position 1092: 0.0018276068774884138
Position 37: 0.001200601317734584
Position 907: 0.001126859358903276
Position 1739: 0.0010703051936357775
Position 438: 0.0007099659210454258
Position 246: 0.000632212821694812
Position 136: 0.0005829999525318658
Position 1250: 0.0003116448261584191
Position 1148: 0.00026874742833919566
Position 1841: 0.00015917175883062998
Position 127: 0.0001377815760758144
Position 1101: 0.00010835362280275556
Position 910: 0.00010231288501141193
Position 1775: 9.062056827333407e-05
Position 1464: 7.424748654066753e-05
Position 1325: 5.412964949210945e-05
Position 707: 4.754614146517885e-05
Position 1094: 3.411511723694698e-05
Position 116: 3.0506102009415684e-05
Position 1784: 2.8639427337459782e-05
Position 34: 2.5516550929700187e-05
Position 187: 2.1721007603215398e-05
Position 540: 1.418150665653974e-05
Position 1286: 1.0949473407519398e-05
Position 1920: 7.876174991171849e-06
Position 160: 7.862971410904554e-06
Position 1760: 7.54771217938276e-06
Position 878: 6.631635101628119e-06
Position 94: 6.063648987994711e-06
Position 131: 5.466863077008325e-06
Position 890: 4.7482901813061675e-06
Position 542: 4.676370765797996e-06
Position 1694: 4.593129283587803e-06
Position 349: 4.332050096349891e-06
Position 675: 3.5168789033905537e-06
Position 566: 2.980924989814047e-06
Position 442: 2.0292427396790245e-06
Position 344: 1.7104502049255217e-06
Position 294: 1.6676428614469904e-06
Position 303: 8.0484815976274e-07
Position 677: 6.736162216564444e-07
Position 650: 2.755392634062893e-07
Position 76: 2.5128754373262845e-07
Position 800: 1.602214431983694e-07
Position 616: 8.941026422391542e-08
Position 1174: 6.386113734313421e-08
Position 1196: 5.677753203517562e-08
Position 771: 2.704277516573822e-08
Position 1281: 7.337010416193543e-09
Position 1312: 6.169395796931909e-09
Position 974: 5.386646982390573e-09
Position 1205: 2.3491588204678963e-09
Position 1014: 7.010355630028825e-10
Position 972: 8.95511219890988e-11
Position 788: 1.003676653897265e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 766: 0.9990111185561026
Position 972: 0.9772295473716518
Position 636: 0.30523744524375934
Position 616: 0.017476106422460655
Position 1194: 0.014840846088489639
Position 1460: 0.009472314623106264
Position 1537: 0.0037109923373701155
Position 1359: 0.003247397722360094
Position 1054: 0.002737514181388907
Position 550: 0.0017934215675682098
Position 1250: 0.0015646979638790461
Position 82: 0.001485610417784973
Position 94: 0.0007017052103946914
Position 1888: 0.0006904831191452932
Position 1336: 0.0005066178456047329
Position 1064: 0.000501178064243366
Position 1815: 0.0004675828033368867
Position 1618: 0.00046522406976623053
Position 1307: 0.0002688581626794163
Position 119: 0.00021674615945108813
Position 1148: 0.00020917947615792855
Position 1512: 0.0001984620926172699
Position 1615: 0.0001744327329346895
Position 1128: 0.00015668718637867107
Position 1145: 0.00012067427577730005
Position 827: 0.00012031283208188475
Position 1909: 0.0001187989533208399
Position 1821: 0.00011650811430925613
Position 663: 9.255123043019983e-05
Position 1499: 9.133347769074261e-05
Position 206: 9.030167655959065e-05
Position 303: 8.344762772215354e-05
Position 1983: 6.623710246788769e-05
Position 294: 3.245715043209999e-05
Position 685: 2.846818519850178e-05
Position 1214: 2.562610388698235e-05
Position 1079: 2.3633459253502393e-05
Position 208: 2.3139762450879833e-05
Position 660: 2.2529383196770556e-05
Position 477: 2.1530420784835055e-05
Position 1834: 1.3487049584849301e-05
Position 868: 1.3104840184292424e-05
Position 246: 1.1600897724428807e-05
Position 124: 8.386375429422294e-06
Position 167: 7.493343350071466e-06
Position 1939: 7.344964180139975e-06
Position 580: 6.407398262886699e-06
Position 116: 5.598475828831057e-06
Position 264: 4.926171024826661e-06
Position 223: 3.821065701833206e-06
Position 375: 2.6374180621150106e-06
Position 319: 2.6136495998252272e-06
Position 173: 2.470991287357138e-06
Position 266: 2.4012795929457037e-06
Position 386: 1.6491838987143366e-06
Position 853: 1.6108570839811714e-06
Position 322: 1.3654963166127954e-06
Position 259: 1.0846096483738564e-06
Position 438: 9.441104273126327e-07
Position 121: 6.563999108992306e-07
Position 160: 6.551644176900456e-07
Position 490: 6.092059673234629e-07
Position 430: 4.926847784922598e-07
Position 829: 4.159440241564247e-07
Position 691: 3.924332251374008e-07
Position 729: 3.795467064037582e-07
Position 135: 3.679570852103927e-07
Position 836: 3.613685942660759e-07
Position 850: 3.499943930367795e-07
Position 904: 2.832149011382882e-07
Position 349: 2.4971513886024426e-07
Position 448: 2.1900751395349758e-07
Position 682: 1.766216169823993e-07
Position 226: 1.1113766084241546e-07
Position 328: 1.0661523029277614e-07
Position 666: 7.471906815822171e-08
Position 310: 5.359037267997116e-08
Position 1505: 4.071859590047981e-08
Position 1066: 3.8630054919755814e-08
Position 907: 3.26004693223108e-08
Position 187: 3.071706891934845e-08
Position 1085: 2.1398669882265993e-08
Position 910: 1.9323126524088776e-08
Position 457: 1.3098274004190718e-08
Position 1568: 1.195070921229227e-08
Position 1631: 1.1747351553038563e-08
Position 388: 5.823311581362851e-09
Position 412: 5.6673530192025335e-09
Position 481: 2.743390222143471e-09
Position 517: 2.42562508098616e-09
Position 917: 1.6073275699708724e-10
Position 131: 4.902480323058505e-11
Position 232: 1.1295109869377003e-14
Position 175: 2.7324920803778856e-15
