Gene = Acn
index = 7
Annotated 5SS: [1693 2008 2300 2471]
Annotated 3SS: [1796 2064 2360 2558]
SMsplice 5SS: [1693 2008 2300 2471]
SMsplice 3SS: [1796 2064 2360 2558]
top_k =  500
Partition function (log Z): -3.1259496036301018

Sorted 5' Splice Sites (High to Low Probability):
Position 2471: 0.9378179573157761
Position 1693: 0.8661055264048986
Position 2300: 0.8374173053049677
Position 2008: 0.7467807882294655
Position 788: 0.30948234181808626
Position 2734: 0.05284291063885524
Position 1986: 0.04372956346090411
Position 3025: 0.028333865774341858
Position 1117: 0.022871960141025063
Position 2913: 0.018459430888723337
Position 82: 0.017491264850822526
Position 2770: 0.016851733739630205
Position 1463: 0.016654233109396465
Position 1932: 0.014213923493235536
Position 794: 0.01339365071176752
Position 3010: 0.011636351005688564
Position 2909: 0.010319016675785832
Position 54: 0.007845776200905156
Position 2677: 0.006274523466324878
Position 3231: 0.005613294092138473
Position 1508: 0.005242095822812701
Position 101: 0.004202016591553671
Position 515: 0.004031990037433514
Position 1121: 0.003452992705728674
Position 3028: 0.003381276290449134
Position 1735: 0.0022488702065347832
Position 1995: 0.001834991706829925
Position 132: 0.0015146597026824253
Position 1135: 0.0014647357669996391
Position 1702: 0.0012942814910509022
Position 737: 0.0010224828727227874
Position 1660: 0.0009278393160210602
Position 3031: 0.0008243332742302665
Position 1697: 0.0007764199208854694
Position 2713: 0.0007738905335543307
Position 686: 0.0007276058043307505
Position 2841: 0.0007185253453907679
Position 20: 0.0006921898685253589
Position 1568: 0.0006706567014428643
Position 299: 0.0006361395368120908
Position 2309: 0.0005055679521907528
Position 323: 0.0004957821596550603
Position 590: 0.0004851415716409131
Position 1153: 0.0004572607129102381
Position 3287: 0.0004569377210335667
Position 371: 0.000424761522956032
Position 1164: 0.0004182685948638754
Position 1451: 0.0003566200229901213
Position 2891: 0.00030950524358192314
Position 845: 0.0003062759440255125
Position 1638: 0.0002727286719836686
Position 2686: 0.0002685174953718948
Position 2964: 0.00018076812439489032
Position 117: 0.0001358084692334985
Position 1867: 9.406488472964557e-05
Position 2656: 8.731473323913427e-05
Position 1965: 7.233566368835706e-05
Position 1666: 6.27345421015228e-05
Position 704: 3.4589441518244874e-05
Position 840: 3.213245448442858e-05
Position 2288: 2.8041598513201488e-05
Position 1859: 1.2547416105632957e-05
Position 689: 1.0565398282684776e-05
Position 155: 1.0420189174875536e-05
Position 136: 1.0104910307061301e-05
Position 147: 9.132308872966264e-06
Position 619: 8.805259104791286e-06
Position 446: 7.205316845240081e-06
Position 2475: 3.5659626320373235e-06
Position 2491: 2.239662572560327e-06
Position 672: 1.0552886874523364e-06
Position 2172: 8.733768558467784e-07
Position 301: 4.416981582530915e-07
Position 557: 3.220588301188918e-07
Position 2581: 2.782974199363424e-07
Position 257: 2.7424968379059993e-07
Position 630: 2.446803879571201e-07
Position 869: 1.8241428158525519e-07
Position 219: 1.3337513951151255e-07
Position 178: 1.2754864347816206e-07
Position 335: 6.463826302246961e-08
Position 493: 6.074850551925809e-08
Position 282: 6.044776457353372e-08
Position 238: 4.334756916938537e-08
Position 263: 1.618288341228973e-08
Position 338: 5.606378486953371e-09
Position 414: 4.924633587828336e-11
Position 2210: 2.8544831212387126e-11
Position 423: 2.646794524920833e-11
Position 572: 2.3323409419005593e-11
Position 269: 7.839439423959671e-12
Position 241: 2.319302186367663e-12
Position 244: 2.1941705212587356e-12
Position 188: 1.8605312086733557e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2064: 0.9554964125020885
Position 2360: 0.735342872441506
Position 1796: 0.7006085222630377
Position 2558: 0.6952772791582736
Position 3105: 0.26635094280178523
Position 3115: 0.13800308117172722
Position 851: 0.09890969946465007
Position 1583: 0.09264913710861
Position 1870: 0.0714294015593707
Position 3151: 0.036971074972395476
Position 166: 0.026242241945426886
Position 912: 0.019546648476926557
Position 1204: 0.01903773827156045
Position 2428: 0.019008636790947518
Position 859: 0.01771525111225333
Position 1228: 0.01729027842330954
Position 2397: 0.015240121000129506
Position 1071: 0.010062789579814591
Position 2374: 0.009232541901006612
Position 863: 0.009117028951926542
Position 1880: 0.009002325585231662
Position 1214: 0.0073474090153616365
Position 840: 0.007088579564137265
Position 1268: 0.006724464693266749
Position 3324: 0.006365062172518662
Position 1034: 0.005199355096053167
Position 2902: 0.0047499918857799505
Position 1074: 0.0035657763986283214
Position 2517: 0.002763500854332256
Position 2103: 0.0021276994330991154
Position 810: 0.0018608788454028782
Position 2377: 0.0014602712813524593
Position 2027: 0.001431591737631964
Position 2585: 0.0010686729279038318
Position 1917: 0.0009331723849972907
Position 1591: 0.0008735789271061533
Position 1731: 0.0008136068734554231
Position 3343: 0.0007945200403763927
Position 2405: 0.0007591958460420234
Position 1394: 0.0005798872348657173
Position 1100: 0.0005710152039546996
Position 1153: 0.0004926591297113272
Position 3047: 0.00047640730049276515
Position 2129: 0.0004487824026523749
Position 866: 0.0004031135717331406
Position 1542: 0.00039999246843172733
Position 176: 0.00033387263079447945
Position 76: 0.0003159067189054615
Position 117: 0.0003134692787241796
Position 2565: 0.00025780603005093463
Position 1337: 0.00019727500154970918
Position 209: 0.00017045306320839502
