Gene = homer
index = 1731
Annotated 5SS: [ 167 1218 1710 1842 2172 2363]
Annotated 3SS: [ 928 1272 1762 1904 2227 2416]
SMsplice 5SS: [ 563 1218 1710 1842 2172 2363]
SMsplice 3SS: [ 928 1272 1762 1904 2227 2416]
top_k =  500
Partition function (log Z): 16.113874165135165

Sorted 5' Splice Sites (High to Low Probability):
Position 1842: 0.9994241879303257
Position 1218: 0.9993228887116367
Position 1710: 0.9937686047485756
Position 2363: 0.9721787888472228
Position 2172: 0.9670176997488246
Position 563: 0.5607311942547281
Position 167: 0.22910954936391356
Position 2833: 0.09832786757591304
Position 3048: 0.06684606265145464
Position 406: 0.05154837198772164
Position 2176: 0.03030234507617189
Position 2490: 0.01988611950350696
Position 3079: 0.016375234705112457
Position 3106: 0.015060197936957375
Position 388: 0.015034628409425573
Position 808: 0.013759732511208609
Position 3084: 0.003831872463575678
Position 216: 0.0037809733306579203
Position 2916: 0.00344606221130402
Position 414: 0.0032816324676682553
Position 410: 0.003195761199612156
Position 301: 0.0030698265281922685
Position 2712: 0.002739280063314892
Position 3623: 0.002585385502440521
Position 3110: 0.002467797465538161
Position 285: 0.0021113257673198685
Position 3792: 0.002051526464244925
Position 3116: 0.001980442314224248
Position 2496: 0.0018658956198118514
Position 529: 0.0017983820165152166
Position 1023: 0.0012471700061540618
Position 372: 0.001066371212720589
Position 376: 0.0010593363616134529
Position 5: 0.0009506531194961908
Position 43: 0.0006396437931882378
Position 2344: 0.0005744808188706807
Position 1671: 0.000542381316861176
Position 2156: 0.00045834735531998644
Position 3627: 0.00044421460509076294
Position 585: 0.0003697817972842864
Position 1089: 0.0003318371117820163
Position 2149: 0.0002757882715107491
Position 784: 0.0002476778934869126
Position 262: 0.00024366992642244477
Position 3472: 0.00022929563711422094
Position 3604: 0.00021271621101984515
Position 95: 0.00020146172475107925
Position 1225: 0.00018177851375981614
Position 1055: 0.00017348909447018719
Position 2350: 0.00017237004128025705
Position 829: 0.00016061787931792148
Position 114: 0.00015192379071529474
Position 3359: 0.0001403743980253759
Position 2129: 0.00013595275292283928
Position 380: 0.0001256190974735146
Position 2417: 0.00011679358575651784
Position 1178: 0.00011163660146882964
Position 3288: 0.00011120878387832977
Position 1573: 0.00010857519625604757
Position 3271: 0.00010216198346682074
Position 3072: 0.00010041501050908222
Position 3273: 8.622174781899015e-05
Position 2877: 8.075993857391259e-05
Position 2738: 7.968640360933441e-05
Position 2056: 7.552617175270205e-05
Position 265: 6.86754718669967e-05
Position 390: 6.681398324323383e-05
Position 2253: 6.467206842949356e-05
Position 321: 5.851673465923671e-05
Position 2326: 5.710232761079808e-05
Position 2950: 5.475846776505228e-05
Position 1393: 5.3429504566629966e-05
Position 268: 5.323921822600613e-05
Position 139: 4.773005755784564e-05
Position 289: 4.6598435513127294e-05
Position 2246: 4.531599139500142e-05
Position 1438: 4.392114575280141e-05
Position 593: 3.598394069833078e-05
Position 2061: 3.343483364812196e-05
Position 2307: 2.8163892213005853e-05
Position 551: 2.762524512310564e-05
Position 1017: 2.428590190421068e-05
Position 394: 2.188679862041258e-05
Position 1685: 2.1275374634042256e-05
Position 207: 2.1267049740021267e-05
Position 668: 2.0493077489699355e-05
Position 62: 1.994142660013986e-05
Position 287: 1.4203534574593058e-05
Position 1222: 1.1471144577351433e-05
Position 1176: 1.1187246728774394e-05
Position 1071: 1.108813525871746e-05
Position 2773: 1.0468986711577032e-05
Position 353: 9.188628345232071e-06
