Gene = TfIIEbeta
index = 1554
Annotated 5SS: [174 351 589 940]
Annotated 3SS: [245 425 648 995]
SMsplice 5SS: [174 351 599 940]
SMsplice 3SS: [245 425 648 995]
top_k =  500
Partition function (log Z): 4.552437496155066

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.996100575547296
Position 174: 0.9413250816377291
Position 940: 0.7817115560052126
Position 599: 0.5237266290459595
Position 589: 0.46170451565336346
Position 844: 0.062174070738536216
Position 880: 0.010706076949331065
Position 620: 0.0033588982191330723
Position 1237: 0.0028268616147231617
Position 580: 0.0012490975577026647
Position 877: 0.001036130322527711
Position 603: 0.0007796364105459512
Position 711: 0.00042260487040313215
Position 42: 0.0003817212777992753
Position 178: 0.00034417972745673776
Position 1250: 0.00033732126310303
Position 1206: 0.00029462326144246104
Position 944: 0.0002806276754441758
Position 685: 0.00024143062045744893
Position 355: 6.777931585471877e-05
Position 610: 6.692287582769797e-05
Position 388: 6.599051351064016e-05
Position 31: 5.048082452535015e-05
Position 761: 3.2500480024567605e-05
Position 5: 2.656967155041369e-05
Position 1239: 2.515486315264969e-05
Position 716: 1.4705361908348652e-05
Position 49: 1.4075700884490453e-05
Position 70: 1.033419006660418e-05
Position 1035: 8.61899569059081e-06
Position 814: 4.187244497447678e-06
Position 453: 3.3531051606568247e-06
Position 481: 3.3002576956159564e-06
Position 1067: 3.11543084609104e-06
Position 189: 3.0579314230276994e-06
Position 727: 1.579224452288266e-06
Position 446: 5.386023027842801e-07
Position 400: 2.885421885534715e-07
Position 80: 2.6828917001733096e-07
Position 500: 1.559160344106414e-07
Position 1160: 1.5525848541319195e-07
Position 438: 9.860545464348032e-08
Position 701: 6.322266678373612e-08
Position 466: 6.188041590929791e-08
Position 1197: 4.302918492890274e-08
Position 247: 2.9105965480915434e-08
Position 613: 2.7048911922399687e-08
Position 258: 1.8289420781487864e-08
Position 996: 1.5689511518960175e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 425: 0.9785788165746873
Position 648: 0.9781469187561439
Position 245: 0.9274352352406654
Position 995: 0.8401091122828591
Position 972: 0.017637762715134057
Position 446: 0.010525292832704966
Position 272: 0.008206431750567377
Position 684: 0.005612166130056351
Position 923: 0.004632198358936809
Position 659: 0.004429806223303983
Position 1303: 0.0034276861832372558
Position 507: 0.0027026154656194803
Position 305: 0.0020909054901842874
Position 258: 0.00119711570955671
Position 453: 0.000893860485509264
Position 786: 0.0006819183782487208
Position 255: 0.0006492493848491792
Position 432: 0.0005995557430067695
Position 293: 0.0005733675396187845
Position 121: 0.00034223714835839627
Position 1100: 0.00018892088944706385
Position 277: 0.00011358759941358625
Position 900: 9.202948577880242e-05
Position 903: 6.66947444563176e-05
Position 477: 6.326178613837544e-05
Position 335: 6.0596723444020334e-05
Position 771: 4.6128927063945945e-05
Position 83: 4.203143831277309e-05
Position 1267: 3.7441867070739544e-05
Position 264: 3.0173528660577114e-05
Position 711: 2.4858438809517014e-05
Position 1013: 2.291285159527539e-05
Position 716: 2.1980321972944135e-05
Position 66: 1.9186659077697192e-05
Position 1253: 1.5693978715741003e-05
Position 1058: 1.1512926207309609e-05
Position 1016: 1.083741773650509e-05
Position 466: 9.028391838075137e-06
Position 1260: 7.540059431689305e-06
Position 884: 6.486005603409338e-06
Position 63: 6.0225964954311536e-06
Position 1258: 5.841472036369887e-06
Position 695: 5.6552471035741265e-06
Position 727: 3.7103798679134907e-06
Position 1130: 3.091530718533388e-06
Position 1139: 2.839793300710215e-06
Position 735: 2.6484916403407913e-06
Position 723: 2.593514436745429e-06
Position 1007: 2.36152533706735e-06
Position 819: 2.082164323196083e-06
Position 540: 1.6879621779313236e-06
Position 585: 8.065169123632025e-07
Position 1136: 7.130970426162233e-07
Position 1082: 6.508548335585496e-07
Position 1079: 2.4683820834614787e-07
Position 382: 2.3319722228988705e-07
Position 593: 2.3093588893467234e-07
Position 561: 2.3018122445957735e-07
Position 153: 2.2236367673721895e-07
Position 206: 6.875257543357862e-08
Position 364: 8.085994563435969e-09
Position 141: 7.715121855303935e-09
Position 691: 2.0865896972346106e-09
Position 355: 7.847636541818033e-10
Position 70: 7.027588951349622e-10
Position 599: 4.593004554817596e-10
Position 178: 5.5512439016314874e-11
Position 85: 5.3034909214912664e-12
