Gene = roq
index = 1861
Annotated 5SS: [ 135 1491 3707]
Annotated 3SS: [1327 1555 3898]
SMsplice 5SS: [1221 1491 3707]
SMsplice 3SS: [1327 1555 3898]
top_k =  500
Partition function (log Z): -0.8029135789429582

Sorted 5' Splice Sites (High to Low Probability):
Position 1491: 0.9999940627594813
Position 3707: 0.9328729076797632
Position 1221: 0.780882367273322
Position 715: 0.31964145420510126
Position 1841: 0.22458255114915004
Position 2859: 0.20955568961981363
Position 135: 0.173880545914004
Position 4401: 0.15657876713012275
Position 4037: 0.08876660070531736
Position 465: 0.0874034491473691
Position 2804: 0.06663483525101024
Position 4942: 0.05025657349579432
Position 4090: 0.049370205314376706
Position 561: 0.033736063312413744
Position 4159: 0.026050000200779324
Position 2208: 0.02324260694332846
Position 2619: 0.021359197496504636
Position 914: 0.02105636240558047
Position 1701: 0.01719440214055435
Position 2644: 0.01640284234950921
Position 4026: 0.011620228314304402
Position 4946: 0.010753608232539518
Position 324: 0.010252842275196229
Position 3731: 0.008426340591847757
Position 217: 0.007665453551465023
Position 965: 0.006751742536355023
Position 687: 0.006565046237199602
Position 979: 0.006445028643615262
Position 2684: 0.005492577337896737
Position 2675: 0.005171959097778726
Position 1708: 0.004653307141082405
Position 210: 0.003997237940011539
Position 2212: 0.0036974136299764973
Position 428: 0.003622784788127611
Position 776: 0.003413907825668618
Position 178: 0.003204100435206441
Position 773: 0.003186615464869427
Position 2810: 0.0029225565729763103
Position 7464: 0.002808526270538075
Position 2059: 0.002639686556705013
Position 338: 0.00253516835220339
Position 4374: 0.00251824847408532
Position 2308: 0.0023318290403030574
Position 1033: 0.002323751840587944
Position 2503: 0.002117127092304992
Position 2123: 0.0020035083294811717
Position 461: 0.001989982005770603
Position 2732: 0.001957602808603043
Position 4273: 0.0019061575078040329
Position 457: 0.0013053675601477441
Position 3504: 0.0010953968013452298
Position 459: 0.0010259625588340722
Position 683: 0.001014346884176597
Position 35: 0.0010111271304619155
Position 203: 0.0009935938966798808
Position 2271: 0.0009449853612686927
Position 1994: 0.0009352342141901081
Position 937: 0.0008008415381768243
Position 819: 0.0007578510678648351
Position 4199: 0.0006462396252589781
Position 650: 0.0006142894823293624
Position 904: 0.0006068695699926185
Position 423: 0.0005104824747662126
Position 550: 0.0004784577675744235
Position 4268: 0.0004260634146213706
Position 249: 0.00038381186500904504
Position 1159: 0.0003336063967494154
Position 383: 0.00031997343697187473
Position 1921: 0.0002854669442388886
Position 2461: 0.000153860192090426
Position 182: 0.0001120348039162412
Position 11: 0.00010780005891426553
Position 1413: 0.00010769048638960772
Position 139: 9.923148812071843e-05
Position 538: 9.320831579055555e-05
Position 1559: 8.619326888392576e-05
Position 758: 7.184928694861112e-05
Position 576: 6.985242540409565e-05
Position 377: 6.253035477904768e-05
Position 2697: 6.0551083444631e-05
Position 1082: 5.522497542084895e-05
Position 2296: 5.361145286116397e-05
Position 654: 4.401858339062603e-05
Position 1303: 4.244219276531791e-05
Position 660: 3.6762964763672656e-05
Position 1565: 3.573456428320193e-05
Position 3441: 3.2270849051915114e-05
Position 252: 2.934029968135925e-05
Position 656: 2.9245412837191792e-05
Position 685: 2.1604098651726323e-05
Position 463: 1.8600084964602785e-05
Position 281: 1.628911868770584e-05
Position 2318: 1.6227111862938443e-05
Position 4127: 1.4284136824511782e-05
Position 488: 1.3826772502639581e-05
Position 1936: 1.3612691636872418e-05
Position 802: 1.347953185955358e-05
Position 807: 1.3417691152006938e-05
Position 1687: 8.422757877428104e-06
Position 2006: 8.268139850284844e-06
Position 2156: 6.537822000057027e-06
Position 3083: 4.603545773026092e-06
Position 1738: 2.7025316472016655e-06
Position 1799: 1.9376368562349544e-06
Position 259: 1.9338689769417375e-06
Position 231: 1.7767187111277564e-06
Position 1511: 1.1928198257087958e-06
Position 247: 8.11867772643983e-07
Position 25: 7.945962257941258e-07
Position 2048: 5.003593596816096e-07
Position 1495: 4.7650629347534607e-07
Position 1656: 2.471662601000267e-07
Position 122: 2.4590655506144314e-07
Position 1609: 2.1693998478386378e-07
Position 2054: 1.9709951696972758e-07
Position 101: 1.384207657970702e-07
Position 1475: 1.0561373000210917e-07
Position 1658: 6.441085408406276e-08
Position 1477: 3.240971289328972e-08
Position 1689: 2.5581357722417752e-08
Position 1786: 1.9717277148362257e-08
Position 1883: 1.5289296096138137e-08
Position 143: 1.0254189266385264e-08
Position 154: 4.471924925379849e-09
Position 1808: 3.3835656673492444e-09
Position 1613: 3.281200992135044e-09
Position 469: 2.44836295879504e-09
Position 434: 2.446445567692746e-09
Position 450: 1.7422338813370254e-09
Position 412: 1.2335131495380591e-09
Position 432: 9.038049404379303e-10
Position 1417: 2.925343593723333e-10
Position 305: 2.443314364165576e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1327: 0.976869847046943
Position 1555: 0.9729363228767647
Position 3898: 0.5190308230093287
Position 7390: 0.21597896608900072
Position 2913: 0.20345438504851404
Position 1074: 0.1785346583377733
Position 4451: 0.15304264215939992
Position 3842: 0.13615243226937881
Position 2725: 0.13027647442039558
Position 7374: 0.1169742303253701
Position 3901: 0.11336849894748811
Position 1097: 0.09844389890056889
Position 1009: 0.08016816298152563
Position 3533: 0.05999997081973293
Position 2948: 0.04875758198051988
Position 890: 0.04689790322059174
Position 4366: 0.031681565720161016
Position 2413: 0.028971789209946645
Position 913: 0.027848212324260987
Position 6487: 0.026238648868049545
Position 2988: 0.02105106882550349
Position 3863: 0.020673384764545118
Position 1903: 0.019228967885664205
Position 1033: 0.01818300939271764
Position 1609: 0.01420979560571478
Position 3785: 0.011253136876518813
Position 6212: 0.008697409776175497
Position 1116: 0.00862945571723187
Position 1946: 0.008081927708994636
Position 2976: 0.007336181144128744
Position 1356: 0.006655603375102227
Position 1155: 0.006037204926177993
Position 7052: 0.006023924485131428
Position 3123: 0.005969418636552226
Position 3441: 0.005676939424573779
Position 4156: 0.005653309780412335
Position 3024: 0.005505896482991813
Position 2931: 0.004873357984775833
Position 2569: 0.00486630033777635
Position 4456: 0.004860422787094816
Position 1340: 0.0047571235300230864
Position 2254: 0.0046636960446945425
Position 1987: 0.004510103025977512
Position 782: 0.004477157738036673
Position 4173: 0.004328912774614732
Position 962: 0.0039291939355137395
Position 1921: 0.0037591256388520176
Position 4208: 0.003565253279230646
Position 863: 0.003403244358717008
Position 2341: 0.003139574945759801
Position 595: 0.002952531116105195
Position 7523: 0.002808526270538075
Position 3334: 0.00263503747345381
Position 928: 0.002491286325439453
Position 323: 0.002356519830774146
Position 2387: 0.0022895484229641613
Position 637: 0.002203890666961993
Position 2728: 0.0021858531691378133
Position 527: 0.0020127237480818657
Position 943: 0.0017086352819645659
Position 446: 0.0015820928997991983
Position 5275: 0.0014466101597176637
Position 5093: 0.0014329059516661501
Position 288: 0.0013864634272670125
Position 4476: 0.0013228103104184529
Position 354: 0.0011878567504704242
Position 640: 0.0010185867193140063
Position 4484: 0.000990683563645022
Position 4103: 0.0009220704909385877
Position 1819: 0.0009063350822349426
Position 3948: 0.0008128430518537593
Position 954: 0.0008109360510977263
Position 252: 0.000759482750759519
Position 2128: 0.0007510433964705508
Position 3921: 0.0006297297991706968
Position 3821: 0.0006216703813756735
Position 4840: 0.0005986695321039253
Position 4697: 0.0005941131316650206
Position 1569: 0.0005747121170125075
Position 2071: 0.0005409380445369556
Position 201: 0.0005381896312927622
Position 198: 0.0005205396013719927
Position 1918: 0.0004869178110443015
Position 134: 0.00042665777168446843
Position 1159: 0.00039638723642782924
Position 178: 0.00035688597541190504
Position 968: 0.0003478517531560765
Position 2258: 0.0003309351119752333
Position 1399: 0.0003281468652169439
Position 2191: 0.0003190033945237311
Position 2095: 0.00031622794678950154
Position 497: 0.0002757315038280864
Position 2048: 0.00027455452839530086
Position 1195: 0.00023579609535970733
Position 904: 0.00022281227303062496
Position 576: 0.00022191233005151905
Position 1121: 0.00018164146195314996
Position 3907: 0.00013333049350485018
Position 1475: 0.00010490935129060114
Position 546: 8.179259698213371e-05
