Gene = Ostgamma
index = 1350
Annotated 5SS: [ 210 1046 1287]
Annotated 3SS: [ 318 1123 1351]
SMsplice 5SS: [ 210 1046 1287]
SMsplice 3SS: [ 318 1123 1351]
top_k =  500
Partition function (log Z): 1.2516549509814943

Sorted 5' Splice Sites (High to Low Probability):
Position 1046: 0.9969042968120547
Position 1287: 0.9447992063924933
Position 210: 0.7606835638096434
Position 817: 0.09221224610610848
Position 411: 0.01114029217135012
Position 162: 0.006298140662078549
Position 214: 0.0014722352733049344
Position 66: 0.0011999433708563918
Position 491: 0.000813379573254303
Position 1274: 0.0007153573927649729
Position 824: 0.0005744648112675546
Position 237: 0.00037945397462046254
Position 1248: 0.00031059773695427524
Position 1057: 0.00030779414158920603
Position 601: 0.0002891548290118441
Position 577: 0.0002846836690119962
Position 75: 0.0002714166639749747
Position 1064: 0.00024410128580218545
Position 154: 0.00023935556465830393
Position 1291: 0.0002346154724559806
Position 91: 0.00020556368294859454
Position 402: 0.00019588861488462986
Position 1211: 0.00017485586819535208
Position 448: 0.00017454887057879364
Position 415: 0.00014350317644657711
Position 808: 0.00013332293131161822
Position 1015: 9.474307476232835e-05
Position 1259: 9.126225098609235e-05
Position 1018: 6.890210641533661e-05
Position 94: 6.453948676244064e-05
Position 343: 5.6377196925437693e-05
Position 170: 5.26530812323247e-05
Position 301: 4.2798916741782095e-05
Position 1050: 4.1685055253295616e-05
Position 226: 3.781824954941078e-05
Position 1038: 2.9916483845762043e-05
Position 1216: 2.7982914400975393e-05
Position 1252: 2.4771417289477123e-05
Position 1033: 2.2142152527436105e-05
Position 102: 2.0087581990953635e-05
Position 1228: 1.8115212208643194e-05
Position 510: 1.5608906872508153e-05
Position 7: 1.2111995035281209e-05
Position 422: 1.0666165564819667e-05
Position 1076: 1.0586076495524167e-05
Position 520: 6.037602832531572e-06
Position 697: 4.9353710770260406e-06
Position 165: 4.333854685461478e-06
Position 974: 4.234690951596678e-06
Position 1230: 4.038326405823781e-06
Position 861: 2.6001410317689198e-06
Position 920: 2.4245406911018622e-06
Position 1245: 2.3611206483380408e-06
Position 85: 2.0801699811941453e-06
Position 218: 2.004115232976609e-06
Position 290: 1.8581740406715575e-06
Position 927: 1.1289370123518311e-06
Position 1358: 7.172971248890878e-07
Position 963: 5.447945280077793e-07
Position 1351: 4.6585874230983984e-07
Position 876: 4.528819950046765e-07
Position 892: 3.685847016947099e-07
Position 881: 3.6106435110489983e-07
Position 1329: 2.861804805811811e-07
Position 730: 1.49383537918632e-07
Position 1081: 1.1209756290811387e-07
Position 355: 9.899495065361281e-08
Position 634: 5.0137879633858815e-08
Position 855: 4.1339667590773374e-08
Position 790: 3.846996069149842e-08
Position 955: 3.214760557866502e-08
Position 333: 2.1985249093845485e-08
Position 979: 2.8603125873931695e-11
Position 767: 2.5366464049068005e-11
Position 636: 8.435902917984494e-12
Position 1135: 4.134783157357923e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9996214661412831
Position 1351: 0.9374756988413521
Position 318: 0.7290622259685483
Position 892: 0.11633336639820609
Position 262: 0.014531829580391242
Position 1367: 0.007231789175794404
Position 870: 0.0029017885989992124
Position 1005: 0.0018693473856602311
Position 657: 0.0017660154322859513
Position 121: 0.0014515615956112971
Position 266: 0.001441872280938528
Position 486: 0.0012959879419694334
Position 343: 0.001216062128681108
Position 476: 0.001011716692000539
Position 1419: 0.0009364495945056635
Position 494: 0.0009104550312638185
Position 402: 0.0005573295666179168
Position 1329: 0.0004330565207349086
Position 1379: 0.00028109354975352894
Position 963: 0.00020814117422067541
Position 286: 0.00013918912952707574
Position 375: 8.413387277663749e-05
Position 1176: 7.81312041750219e-05
Position 1390: 7.03547645162456e-05
Position 249: 4.70520753252111e-05
Position 274: 4.131021414785252e-05
Position 1266: 3.817000835326263e-05
Position 663: 3.706818973417793e-05
Position 1272: 3.467094419237622e-05
Position 209: 1.0311327329605598e-05
Position 1193: 1.009905888370125e-05
Position 824: 9.140577495149436e-06
Position 1432: 7.383911833208799e-06
Position 600: 7.113286194067295e-06
Position 189: 6.110071301770088e-06
Position 669: 5.869259239257879e-06
Position 420: 4.143749077183003e-06
Position 1188: 3.399579179345493e-06
Position 1011: 3.2253731499925722e-06
Position 1286: 2.7544577393698567e-06
Position 1309: 2.5664133295430494e-06
Position 140: 2.0248067297696504e-06
Position 151: 1.9008483614867721e-06
Position 276: 1.2705460543058546e-06
Position 1396: 1.0167222113607112e-06
Position 411: 4.6194200497876746e-07
Position 165: 1.15882622904464e-07
Position 94: 1.0536868043814329e-07
Position 91: 9.05228383280922e-08
Position 1076: 6.473339930905132e-08
Position 127: 2.7067898203502304e-08
Position 98: 7.002184327399319e-13
