Gene = ND-B22
index = 1302
Annotated 5SS: [269 487]
Annotated 3SS: [346 545]
SMsplice 5SS: [269 487]
SMsplice 3SS: [346 545]
top_k =  500
Partition function (log Z): -4.151291784746319

Sorted 5' Splice Sites (High to Low Probability):
Position 269: 0.9891869115609199
Position 487: 0.5408784217434809
Position 789: 0.08981426551632243
Position 755: 0.047568316445826125
Position 502: 0.03230327771924098
Position 691: 0.031968755562913724
Position 703: 0.008542075120625346
Position 257: 0.005723816701949123
Position 750: 0.003112348603980897
Position 896: 0.00179342287229467
Position 679: 0.000983293299429705
Position 894: 0.0008106804422476981
Position 529: 0.000175457816085079
Position 833: 0.0001524839197420667
Position 584: 0.0001247621267792257
Position 131: 0.00011473091496160094
Position 507: 6.143334366272533e-05
Position 907: 5.007497571706486e-05
Position 514: 4.819877323746963e-05
Position 683: 4.679328870583565e-05
Position 254: 2.703577016968125e-05
Position 828: 2.5970723504961065e-05
Position 213: 2.4364335451463088e-05
Position 646: 2.4249570946784884e-05
Position 520: 2.413573394338209e-05
Position 24: 2.3534375242029464e-05
Position 315: 2.1610251319284805e-05
Position 779: 2.0918486226263705e-05
Position 110: 1.758164799135662e-05
Position 107: 1.677342501391931e-05
Position 814: 1.2587153309920343e-05
Position 273: 9.194373823157334e-06
Position 830: 9.086509826958771e-06
Position 113: 9.014807511610207e-06
Position 637: 8.930385880339156e-06
Position 161: 5.118478106002264e-06
Position 251: 4.64501771546173e-06
Position 325: 4.299287907781835e-06
Position 539: 3.6983377669972346e-06
Position 439: 1.2462730243680873e-06
Position 224: 6.586247567070596e-07
Position 30: 1.4133882730530154e-07
Position 379: 2.8372709612718486e-08
Position 215: 2.730373569541121e-08
Position 561: 2.386531825475415e-08
Position 518: 2.2018571963448966e-08
Position 180: 9.778102197539921e-09
Position 328: 8.334087645780807e-09
Position 116: 7.345696980020885e-09
Position 542: 6.473364050312086e-09
Position 369: 2.961290213646702e-09
Position 351: 1.565311341393752e-09
Position 567: 6.178231186246072e-10
Position 195: 5.552458896917266e-10
Position 555: 8.535236222172326e-11
Position 602: 5.82158023844841e-11
Position 531: 2.543378168995659e-17
Position 533: 1.5067989392023368e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.8618845536640176
Position 545: 0.5861754404622403
Position 950: 0.13461919587090163
Position 374: 0.05931565368793989
Position 555: 0.04201892349554836
Position 990: 0.026743501241992425
Position 846: 0.025469633121603656
Position 927: 0.005637464191139232
Position 894: 0.005100490518212027
Position 915: 0.003946621706410855
Position 408: 0.000767434258067259
Position 789: 0.0007308755135644635
Position 970: 0.0003823407960172647
Position 748: 0.00025214820847654153
Position 631: 0.0001282983658430933
Position 667: 0.00012141785071006623
Position 583: 0.0001025095511145445
Position 206: 8.846895411868428e-05
Position 628: 5.800504666548446e-05
Position 315: 4.537951463216429e-05
Position 161: 4.187488797051323e-05
Position 658: 3.0349344826115202e-05
Position 71: 2.1386019355206787e-05
Position 1002: 1.8911246736179217e-05
Position 180: 1.4215298430137158e-05
Position 995: 1.2872939706076109e-05
Position 435: 1.2589220630341907e-05
Position 212: 4.958616572664196e-06
Position 967: 3.441029554124531e-06
Position 77: 1.919881773623573e-06
Position 703: 1.4095638198438872e-06
Position 637: 1.357239477352934e-06
Position 220: 2.735229094381996e-07
Position 581: 1.2036067319834566e-07
Position 104: 1.150033319276505e-07
Position 249: 8.1154524083884e-08
Position 448: 7.365721967736598e-08
Position 311: 5.001307613496916e-08
Position 476: 3.9480413161909146e-08
Position 700: 2.044969237804171e-08
Position 287: 1.1431134060017144e-08
Position 646: 1.0143629484121e-08
Position 466: 5.266285543190599e-09
Position 273: 4.630804936434382e-09
Position 85: 4.20372458358748e-09
Position 134: 2.6247931670855783e-09
Position 230: 1.4060547651246197e-09
Position 461: 2.1063905340167784e-10
Position 234: 1.1793801648410828e-10
Position 251: 6.302336980082705e-12
Position 87: 5.3550673602257814e-17
