Gene = smt3
index = 1882
Annotated 5SS: [137]
Annotated 3SS: [258]
SMsplice 5SS: [137]
SMsplice 3SS: [258]
top_k =  500
Partition function (log Z): -8.572200396013782

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.8340275038694724
Position 28: 0.11765936772123219
Position 631: 0.041010842881765625
Position 584: 0.025764092112203135
Position 366: 0.02408094191576271
Position 178: 0.008870135002111854
Position 771: 0.00620454492863495
Position 779: 0.0034349979853892667
Position 603: 0.0027775474004463176
Position 626: 0.0021883091665347767
Position 497: 0.0008695549675545903
Position 392: 0.0005522719976541201
Position 635: 0.00045653009622390506
Position 500: 0.0004222672020749087
Position 253: 0.0002989260136047466
Position 183: 0.00028402465631672527
Position 198: 0.00018821088913757234
Position 203: 0.0001297012568326992
Position 164: 6.169615676683252e-05
Position 200: 6.069853928411613e-05
Position 421: 5.629825304721701e-05
Position 19: 4.516273746292397e-05
Position 88: 4.4701926161769196e-05
Position 190: 4.1698756888537746e-05
Position 800: 1.3223277534574195e-05
Position 477: 9.480990354941691e-06
Position 56: 2.0452722154968334e-06
Position 54: 9.739299766072466e-07
Position 413: 9.670969758601539e-07
Position 219: 7.884331589896151e-07
Position 416: 7.321259987292939e-07
Position 32: 4.5186137447618846e-07
Position 8: 2.5163305048781923e-07
Position 62: 1.3228399841197945e-07
Position 243: 1.1395859660652293e-07
Position 43: 7.976818681573608e-08
Position 346: 6.453494559008276e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.5228814807869488
Position 317: 0.14006262538866898
Position 826: 0.13765044646425362
Position 314: 0.09044053635323857
Position 496: 0.06454475375941772
Position 190: 0.04219917591022202
Position 523: 0.012390310455132537
Position 699: 0.01119254773893231
Position 358: 0.008943131461275686
Position 361: 0.007515357583429633
Position 391: 0.007430143385193167
Position 771: 0.005904757943145412
Position 111: 0.004882498442641412
Position 672: 0.0034013950833627934
Position 403: 0.002252727400371147
Position 427: 0.002062471465288039
Position 685: 0.0014905893421621867
Position 421: 0.0010489909678173428
Position 164: 0.0008939398092953103
Position 287: 0.0006230337960794347
Position 741: 0.000622024500095673
Position 782: 0.0004790530058912218
Position 136: 0.0001958377117487808
Position 450: 0.00014319450873030528
Position 847: 9.650810786164724e-05
Position 726: 7.357157088348886e-05
Position 365: 6.993111958487924e-05
Position 115: 3.047156913318005e-05
Position 327: 2.0412387470305654e-05
Position 635: 1.3973844666305017e-05
Position 71: 1.6141707723388172e-06
Position 433: 4.5415495968341357e-07
Position 81: 3.068044914403625e-07
Position 436: 2.8874815871729125e-07
Position 376: 1.7364153932038797e-07
Position 454: 1.5864199275453636e-07
Position 77: 1.5767079362337302e-07
Position 59: 1.5435091943193233e-07
Position 595: 4.5625876930470644e-08
Position 65: 3.386643821333424e-08
Position 68: 2.4213634133147802e-08
Position 128: 2.096197501606796e-08
Position 535: 3.5021014544113192e-09
Position 559: 3.3823363623294755e-09
