Gene = D
index = 1118
Annotated 5SS: [52]
Annotated 3SS: [127]
SMsplice 5SS: [52]
SMsplice 3SS: [127]
top_k =  500
Partition function (log Z): -10.54160758919187

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.8328314324403693
Position 934: 0.29982195198157413
Position 2444: 0.07077822736181526
Position 1153: 0.024435554932590392
Position 984: 0.0240578368478953
Position 2589: 0.015138377196952872
Position 2375: 0.009889444147992666
Position 156: 0.009039464610974119
Position 896: 0.007570677575876956
Position 81: 0.007507771380790196
Position 2522: 0.00708407359888274
Position 215: 0.003458383979675563
Position 432: 0.0018377918789161715
Position 2457: 0.0014216769921112943
Position 489: 0.0011899869943587575
Position 2450: 0.001066956796833505
Position 990: 0.0005353861184575218
Position 350: 0.00046296436033937987
Position 1225: 0.0003398235911499698
Position 532: 0.00032225075271140563
Position 624: 0.0002787300714296427
Position 900: 0.00023996667252566906
Position 978: 0.000226329612049023
Position 638: 0.00017983076379875264
Position 8: 0.00010198599355064194
Position 381: 6.765762901767858e-05
Position 228: 2.8431872538026158e-05
Position 1254: 2.7340650787915777e-05
Position 1469: 2.279356686673069e-05
Position 613: 1.6163112788376713e-05
Position 189: 1.5273017612347796e-05
Position 402: 1.2473688784099888e-05
Position 416: 9.048108254089248e-06
Position 352: 2.3967046954605602e-06
Position 360: 1.6225804722298452e-06
Position 579: 1.5219752195805356e-06
Position 139: 7.552296329666775e-07
Position 56: 6.434915239567605e-07
Position 998: 4.376830202160545e-07
Position 29: 5.712818357340928e-08
Position 259: 6.308574220250269e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 127: 0.6069855006957713
Position 1329: 0.13681956111952684
Position 2558: 0.12200876044857333
Position 228: 0.08179328675718113
Position 132: 0.06010422168770687
Position 2515: 0.055002322367219976
Position 1221: 0.05072670750780757
Position 2157: 0.04425354959010003
Position 2579: 0.03456339064612657
Position 2717: 0.025292698827309314
Position 1571: 0.01636736365568707
Position 2652: 0.015363944995869848
Position 1276: 0.011117296681040388
Position 707: 0.009525765413462731
Position 983: 0.007257925256666605
Position 1592: 0.005915125311964952
Position 567: 0.005462927830813758
Position 1749: 0.003981948160064076
Position 98: 0.003704993975076256
Position 2161: 0.0035528920378614564
Position 414: 0.0027899979597040617
Position 1052: 0.0024747389089254113
Position 2847: 0.0018797025233379316
Position 442: 0.001478563563183484
Position 402: 0.001250055672447223
Position 832: 0.0010732336475531104
Position 1554: 0.001067353825017221
Position 1205: 0.0009310157838808088
Position 1424: 0.0008777657143099595
Position 1959: 0.0007808006037704793
Position 1508: 0.0005241431454905141
Position 738: 0.00047255807457896067
Position 1087: 0.00038601627220034396
Position 481: 0.0003787218650098604
Position 1101: 0.000371539567733107
Position 2724: 0.00035931326829174266
Position 2240: 0.00034600262575586985
Position 215: 0.000328246536698147
Position 1536: 0.0003068848602473586
Position 1432: 0.0002765564258360237
Position 439: 0.00026477850102199496
Position 161: 0.0002400147974070955
Position 1365: 0.00021810293420220888
Position 743: 0.00021299334576626469
Position 1248: 0.00020725792854947502
Position 1060: 0.00017138776547278174
Position 134: 0.00015948129812350204
Position 245: 0.00011486533743141555
Position 425: 7.312061579888014e-05
Position 1098: 7.158711633154632e-05
Position 1114: 6.418210790176987e-05
Position 252: 4.624789430723896e-05
Position 381: 9.446428798440527e-06
Position 849: 3.430818129255196e-06
Position 281: 3.1363359248068783e-06
Position 93: 3.13037085542171e-06
Position 835: 2.728881020792737e-06
Position 449: 1.8746998910394789e-06
Position 416: 1.36057395479264e-06
Position 853: 7.543793429492744e-07
Position 51: 8.652315429623687e-08
Position 933: 3.243716826774586e-08
Position 269: 2.730270340639575e-08
Position 291: 2.6278149927742945e-08
Position 879: 1.9236640534228014e-08
Position 311: 1.3655798192474824e-08
Position 886: 1.142417433063344e-08
Position 256: 2.0513192773748303e-10
Position 288: 1.0937432407108857e-10
Position 259: 4.22223894886741e-11
Position 326: 1.2563000554001067e-12
Position 339: 2.830751921024757e-13
Position 319: 1.0184368384435927e-14
Position 348: 3.8210517603539206e-15
