Gene = Obp69a
index = 1343
Annotated 5SS: [107 247 404 569]
Annotated 3SS: [167 311 465 621]
SMsplice 5SS: [107 247 404]
SMsplice 3SS: [167 311 465]
top_k =  500
Partition function (log Z): -2.13359357875744

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.8839814336932937
Position 404: 0.8372073590777727
Position 107: 0.6326438391510446
Position 569: 0.285841536015768
Position 251: 0.06707730551156475
Position 243: 0.018255664930358063
Position 547: 0.01027845134892378
Position 394: 0.004691006193547559
Position 385: 0.0033109850085703985
Position 408: 0.0029016427895202576
Position 198: 0.001878557630824301
Position 38: 0.0014288772994441663
Position 111: 0.0009781441470957412
Position 96: 0.0008909583035754398
Position 557: 0.0006951016988663789
Position 367: 0.0006188201869109767
Position 578: 0.0005416707332736009
Position 508: 0.00029100348932457063
Position 551: 0.00027083938472966776
Position 325: 0.00011554856464530999
Position 719: 7.944177682200738e-05
Position 675: 5.5046069924799594e-05
Position 329: 3.334790744213424e-05
Position 290: 2.234787664384606e-05
Position 54: 1.9786216620554773e-05
Position 369: 1.4294773557219678e-05
Position 608: 1.3978043605795153e-05
Position 314: 8.78294148245851e-06
Position 662: 6.325078187289536e-06
Position 708: 4.5750171719534185e-06
Position 269: 3.547533278230069e-06
Position 501: 2.720108677847587e-06
Position 168: 7.917868925581664e-07
Position 148: 1.5395919690118657e-07
Position 151: 4.994946662785726e-08
Position 154: 6.305211237428301e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 311: 0.9377598835129203
Position 465: 0.858735464994469
Position 167: 0.6342308328511829
Position 621: 0.2999145502306591
Position 353: 0.011069620963019399
Position 446: 0.006340632068367743
Position 611: 0.00222552162053688
Position 496: 0.0009931752233424242
Position 594: 0.0008721041588349401
Position 96: 0.0007865010350471656
Position 148: 0.00034624760468004393
Position 768: 0.0001496308772102598
Position 194: 0.00014628056261398948
Position 662: 0.00011017779621920886
Position 197: 8.526235194638962e-05
Position 339: 7.357999786814958e-05
Position 722: 6.481856913723974e-05
Position 630: 6.147363243325048e-05
Position 763: 5.286630865956607e-05
Position 507: 4.581767023138269e-05
Position 325: 1.7355168732244498e-05
Position 775: 1.70590083859914e-05
Position 547: 1.6729894671599082e-05
Position 623: 1.641997705224535e-05
Position 567: 1.542200125315931e-05
Position 708: 3.5416907648700793e-06
Position 230: 3.5130404082970643e-06
Position 699: 3.4621457074271665e-06
Position 780: 2.7148469593903933e-06
Position 255: 9.075204094860993e-07
Position 234: 6.795619507128354e-07
Position 104: 5.291944508026704e-07
Position 246: 4.146750732507913e-07
Position 361: 3.913699331474887e-07
Position 367: 2.1464093388104618e-07
Position 107: 1.0563847878733409e-07
Position 206: 2.1743735048697725e-08
Position 251: 1.330166568911064e-08
Position 237: 1.8430837614149669e-09
Position 111: 1.207677536806489e-09
Position 202: 2.5286127565332054e-12
