Gene = Cht2
index = 1072
Annotated 5SS: [ 348 1698 1934 2497]
Annotated 3SS: [1573 1768 1990 2623]
SMsplice 5SS: [1698 1934 2497]
SMsplice 3SS: [1768 1990 2623]
top_k =  500
Partition function (log Z): 9.4383021273932

Sorted 5' Splice Sites (High to Low Probability):
Position 1698: 0.9993765000414048
Position 1934: 0.9990079005715661
Position 2497: 0.9924966035199795
Position 2157: 0.37652988574003354
Position 1074: 0.2719948269247588
Position 348: 0.09089129142699129
Position 505: 0.044422251120294604
Position 20: 0.04163524821417449
Position 1062: 0.03234605530494132
Position 871: 0.027720254897758888
Position 1160: 0.025334694436045455
Position 623: 0.02130188592164452
Position 618: 0.017197636502350313
Position 458: 0.012005393160919317
Position 366: 0.011564272929776609
Position 635: 0.01125591060733525
Position 464: 0.010726992585686993
Position 1047: 0.009627300878538993
Position 1033: 0.007220822140964439
Position 2558: 0.007209402816419531
Position 32: 0.006964328771673562
Position 849: 0.004984497648844669
Position 3298: 0.004817613856947649
Position 3436: 0.0048172022705012165
Position 413: 0.004585174968609019
Position 1329: 0.0037301325443098534
Position 571: 0.0034049074356836393
Position 3242: 0.0030881579426717772
Position 71: 0.002960509319929001
Position 3456: 0.0028702166024448233
Position 1249: 0.0026358949334758823
Position 3322: 0.002355077031873374
Position 2077: 0.0022169393102865814
Position 299: 0.0020160282214012437
Position 810: 0.0019857077148263823
Position 193: 0.0018132519901150022
Position 2170: 0.0014239497583283154
Position 1242: 0.0014069820750243725
Position 3068: 0.0012734727066650911
Position 2870: 0.0008032911398645646
Position 267: 0.0007476524097685023
Position 1252: 0.0007285589404281205
Position 732: 0.0007061611345061637
Position 172: 0.0006368823348921255
Position 2350: 0.0005008254387823165
Position 3024: 0.0004374600006565014
Position 2190: 0.0003628255574655217
Position 3331: 0.00033538094055470024
Position 1171: 0.00029280757642688
Position 2511: 0.00028186729662291475
Position 3289: 0.0002623469513921541
Position 184: 0.00023728499462806102
Position 1173: 0.00022839504019169505
Position 175: 0.0002152975449649382
Position 1419: 0.00021283296439726147
Position 896: 0.00020454788216118876
Position 2371: 0.00020324885192900624
Position 433: 0.00019010434320486158
Position 1926: 0.0001777677490479478
Position 2494: 0.00015343902690290097
Position 1945: 0.00015342010475492173
Position 3472: 0.00012867323610535718
Position 2446: 0.00011556651380348328
Position 788: 9.510548945891855e-05
Position 2881: 8.627992562629801e-05
Position 2848: 7.264937682321823e-05
Position 2915: 6.805723256082662e-05
Position 2918: 5.575520030991928e-05
Position 2750: 5.314788299032901e-05
Position 2177: 5.170780014259879e-05
Position 3049: 4.520773512456863e-05
Position 2492: 3.908172951638564e-05
Position 2161: 3.860125770768052e-05
Position 2954: 3.503768670545078e-05
Position 1702: 3.2798839946558995e-05
Position 2387: 3.103758879787019e-05
Position 1884: 2.8119885968855984e-05
Position 2223: 2.4732061456012442e-05
Position 2501: 2.3608642496287013e-05
Position 2998: 2.1711318981161105e-05
Position 2131: 1.9986900571296635e-05
Position 2450: 1.8734239765377786e-05
Position 308: 1.7639072460884842e-05
Position 1938: 1.71981326758699e-05
Position 3358: 1.5685099474143918e-05
Position 712: 1.1423119839761e-05
Position 489: 9.903380472948638e-06
Position 2172: 8.166206460226261e-06
Position 525: 6.9185214854863255e-06
Position 75: 6.769307375553523e-06
Position 406: 6.09666650731031e-06
Position 2048: 5.404347814363217e-06
Position 3379: 5.095817479786001e-06
Position 509: 4.909399712998747e-06
Position 627: 4.244117708022288e-06
Position 424: 4.205666698387661e-06
Position 2016: 3.4736242638849518e-06
Position 1835: 3.3019369087358435e-06
Position 1786: 3.2157593018336035e-06
Position 679: 2.955231052278794e-06
Position 915: 2.9285850346104905e-06
Position 1879: 2.912545112138088e-06
Position 272: 2.76467955123638e-06
Position 204: 2.3882869379809493e-06
Position 1882: 2.2092365792029493e-06
Position 313: 2.120522737054961e-06
Position 2027: 1.7658019726372426e-06
Position 1559: 1.5180075509752815e-06
Position 1929: 1.015488124165235e-06
Position 1672: 5.430925427228637e-07
Position 1792: 1.8858368211450522e-07
Position 2993: 1.7166282249654557e-07
Position 501: 1.4105544160103973e-07
Position 1789: 1.376868264319008e-07
Position 2985: 1.0184315374537215e-07
Position 165: 8.727326162008039e-08
Position 470: 6.128345525735561e-08
Position 316: 5.93288172575786e-08
Position 1869: 4.7002790472793304e-08
Position 2412: 4.5975933996546984e-08
Position 3314: 3.620229752542724e-08
Position 511: 3.493288959708546e-08
Position 88: 2.5389098038095338e-08
Position 78: 2.257117589360657e-08
Position 2894: 1.4601172714856971e-08
Position 1801: 9.564330736221137e-09
Position 2738: 6.763519136331223e-09
Position 517: 2.345083902004238e-09
Position 2298: 1.6487827496745218e-09
Position 519: 5.138504886828334e-10
Position 1816: 9.831107971037696e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.9994189097147828
Position 2623: 0.9979540516826393
Position 1990: 0.9907349197484999
Position 2235: 0.35222863008672745
Position 1573: 0.28283738779097795
Position 1591: 0.18174078550901349
Position 1360: 0.04415033514352405
Position 1371: 0.03578345399633199
Position 71: 0.029622459648294054
Position 1230: 0.024796154065482308
Position 870: 0.022691405671467123
Position 922: 0.018445454332494043
Position 2283: 0.01318545698821101
Position 962: 0.009407530516099074
Position 2001: 0.00831534042454898
Position 3500: 0.00747592726716755
Position 1501: 0.007286272607019966
Position 2552: 0.006807563879914365
Position 3389: 0.006181765334188845
Position 2286: 0.0049523399216019675
Position 2223: 0.004395032615082967
Position 563: 0.004019781848947078
Position 1328: 0.0031089863878635184
Position 3516: 0.0030812057222729607
Position 497: 0.002232391997862329
Position 1160: 0.0019432917747852693
Position 3481: 0.0018806333694222392
Position 1457: 0.0018322135355480504
Position 1313: 0.0015864464974227378
Position 3361: 0.0011668185797561964
Position 2432: 0.0010855441281273721
Position 438: 0.0010019894917867968
Position 1513: 0.0009217935944314384
Position 509: 0.0008077106974941615
Position 3455: 0.0007538181008027902
Position 2931: 0.000595265066302893
Position 530: 0.0005248026047357816
Position 2379: 0.00039228798254407286
Position 2156: 0.00035844503288435126
Position 937: 0.000292271411829664
Position 2241: 0.00021999369808891519
Position 1190: 0.00019004949041773173
Position 2574: 0.00018925506403321682
Position 2349: 0.0001747329255877592
Position 2953: 0.0001521506279861066
Position 1785: 0.00014785111518317634
Position 2974: 0.00013537348939219633
Position 1247: 0.00012625427475175126
Position 1268: 0.00010633469526084712
Position 896: 9.783860765616324e-05
Position 802: 9.528015963485627e-05
Position 1252: 8.830855900366932e-05
Position 1261: 8.214440045429823e-05
Position 2905: 7.245408007003956e-05
Position 2060: 6.530439110164411e-05
Position 3085: 6.216959407618143e-05
Position 215: 5.9242251398309776e-05
Position 3207: 5.8925324887411525e-05
Position 618: 5.0898274532143844e-05
Position 2010: 4.7739114692835814e-05
Position 3528: 4.475139801462089e-05
Position 1833: 4.0992462121679726e-05
Position 2076: 3.652767708045195e-05
Position 983: 2.9038873788854168e-05
Position 3538: 2.5921751842313448e-05
Position 740: 2.2111749671556528e-05
Position 2262: 2.0105514408183572e-05
Position 2247: 1.7619273050927516e-05
Position 3064: 1.738359668540136e-05
Position 449: 1.4475458976104403e-05
Position 3127: 9.991943215920104e-06
Position 2812: 9.682988135865898e-06
Position 2190: 5.071473227607856e-06
Position 2081: 4.336820651022887e-06
Position 788: 3.358586609072355e-06
Position 2295: 2.5113459035326573e-06
Position 970: 2.456419951055983e-06
Position 1830: 1.952882348647867e-06
Position 2055: 1.1407785708408286e-06
Position 342: 8.539697571521566e-07
Position 993: 2.907130058843968e-07
Position 1914: 2.8640635353941354e-07
Position 2025: 2.4371615349753104e-07
Position 325: 2.1031129347971278e-07
Position 3034: 1.9925858098130054e-07
Position 3067: 1.8550365338811884e-07
Position 2013: 9.077502710441721e-08
Position 247: 7.104413319788981e-08
Position 458: 5.761367901474936e-08
Position 2016: 3.081278019089564e-08
Position 104: 8.50463139669106e-09
Position 2671: 2.781874060864267e-09
Position 254: 1.831253097678504e-09
Position 379: 9.340211691590293e-10
Position 373: 7.728150366886595e-10
Position 306: 3.172480102816259e-10
Position 217: 1.2810843985448194e-10
Position 272: 6.334642468013767e-11
Position 163: 4.0832007432628907e-11
Position 2578: 3.7084950976523274e-11
Position 308: 3.245501723879546e-11
Position 279: 9.63788889119986e-12
Position 228: 5.977984926447413e-12
Position 267: 5.310902492911016e-12
Position 204: 4.884221940467137e-12
Position 294: 4.653972559373015e-13
Position 283: 1.0801700304868834e-13
