Gene = Tango1
index = 1546
Annotated 5SS: [ 293 2508 3057 3242 3990 4149]
Annotated 3SS: [ 398 2619 3108 3364 4046 4206]
SMsplice 5SS: [ 293 1146 3057 3242 3990 4149 4940]
SMsplice 3SS: [ 398 2619 3108 3364 4046 4206 5088]
top_k =  500
Partition function (log Z): 9.917821084604899

Sorted 5' Splice Sites (High to Low Probability):
Position 4149: 0.9997558601611423
Position 293: 0.9855263895315156
Position 3990: 0.8408878325827929
Position 3242: 0.812174869933065
Position 1146: 0.6314055613350579
Position 3057: 0.6244714944283878
Position 4940: 0.5711904391216447
Position 897: 0.2870696084042736
Position 3039: 0.2666835805551792
Position 2508: 0.08460626392139868
Position 3510: 0.028114724519341598
Position 3277: 0.025812384355975423
Position 2715: 0.024434460069010202
Position 3946: 0.021304700989138746
Position 3993: 0.020483874407248876
Position 4954: 0.019013549416139516
Position 4982: 0.013033690474988263
Position 649: 0.010968928453961734
Position 3636: 0.009782591526628547
Position 610: 0.009298270907155232
Position 617: 0.006588554967643038
Position 3814: 0.0063958592393716885
Position 3869: 0.006231037196173693
Position 1169: 0.0057021385417419445
Position 1397: 0.004805974268553052
Position 3404: 0.004805904563533949
Position 626: 0.004721697727312865
Position 845: 0.004549991601380579
Position 3011: 0.0042288031350037015
Position 444: 0.004032378604892649
Position 806: 0.0038226326861303906
Position 3173: 0.003207440983724636
Position 5038: 0.0029745835469748814
Position 4368: 0.00295199291255296
Position 3851: 0.0028315840999187905
Position 3767: 0.002623933534434764
Position 319: 0.0025263189609147168
Position 1855: 0.0023441052483002068
Position 1945: 0.002133264476882982
Position 2795: 0.0018579713992836274
Position 2010: 0.0016981996025799407
Position 636: 0.0016146750326365184
Position 2760: 0.001539004286005496
Position 3495: 0.0012800886015428348
Position 2821: 0.0012311918586220597
Position 3619: 0.0011385962819178096
Position 1885: 0.0010422946669455633
Position 525: 0.0009431752957139828
Position 2271: 0.0008810759120976915
Position 674: 0.000859902324463045
Position 2390: 0.0008513136908092076
Position 4843: 0.0008207505069272354
Position 287: 0.0006843030136029439
Position 1612: 0.0005588036394739256
Position 2733: 0.000547394274236367
Position 4403: 0.0005164600436285714
Position 2218: 0.0005057755073094131
Position 3255: 0.000490267468587942
