Gene = hgo
index = 1726
Annotated 5SS: [  55  683  938 1124 1309 1656 1893]
Annotated 3SS: [ 412  750 1002 1177 1373 1710 1955]
SMsplice 5SS: [ 683  938 1124 1309 1656 1893]
SMsplice 3SS: [ 750 1002 1177 1400 1710 1955]
top_k =  500
Partition function (log Z): 13.29358177436473

Sorted 5' Splice Sites (High to Low Probability):
Position 1124: 0.9878567632068256
Position 683: 0.9861355725826735
Position 1893: 0.9787748529094379
Position 1309: 0.966577717490695
Position 938: 0.9444873204686485
Position 1656: 0.9187791515213205
Position 1477: 0.12449053481249928
Position 55: 0.09355981017145068
Position 1458: 0.08567385884142346
Position 1511: 0.07216088146714104
Position 1499: 0.05104628683875136
Position 188: 0.029650167309844815
Position 1615: 0.0272516066801084
Position 199: 0.02293407664589506
Position 923: 0.0188047586866497
Position 110: 0.01819878136193268
Position 1302: 0.015734196784918077
Position 130: 0.013511863657263527
Position 974: 0.011005686959256224
Position 1101: 0.008721092805233107
Position 244: 0.0032965277417711957
Position 695: 0.00310621542408592
Position 393: 0.002386096100672315
Position 332: 0.0022223776083449154
Position 1660: 0.0019338273526137764
Position 1492: 0.0019247803900698994
Position 1897: 0.0012025975214215764
Position 250: 0.0011987057262572644
Position 1286: 0.0011267198173850162
Position 823: 0.001020180596900123
Position 166: 0.0007953956080256995
Position 1611: 0.0006899763188191653
Position 1107: 0.0005412432244814104
Position 268: 0.0005384344397073987
Position 430: 0.0004436722016186712
Position 412: 0.0004226157156061503
Position 321: 0.0003195626910633115
Position 91: 0.00027296985532256686
Position 325: 0.00026711629092477827
Position 382: 0.0002659638825554348
Position 357: 0.00025713042822336394
Position 423: 0.0002423202360728858
Position 1843: 0.00022938500171585502
Position 164: 0.0002140402620548303
Position 42: 0.00017700836058265123
Position 857: 0.00017111924290735104
Position 1382: 0.00014538963055995695
Position 258: 0.00014376690096519118
Position 457: 0.00013827617125091132
Position 1929: 0.00013041156188930438
Position 497: 0.00012242191939152791
Position 89: 0.00012156489601543615
Position 83: 9.901960141058626e-05
Position 1283: 7.998480961165354e-05
Position 281: 6.163782602599657e-05
Position 637: 6.095056466961433e-05
Position 142: 5.5730969704313805e-05
Position 1445: 5.36657020615575e-05
Position 265: 5.3637690441322335e-05
Position 1527: 4.3721561550529164e-05
Position 298: 3.701151964239889e-05
Position 1595: 3.681390906678125e-05
Position 1619: 3.547972938012099e-05
Position 327: 3.374614235515245e-05
Position 476: 3.3144663089507096e-05
Position 312: 2.914149793901327e-05
Position 950: 2.83388148843199e-05
Position 1442: 1.8569709042261754e-05
Position 120: 1.71150231320823e-05
Position 1074: 1.5766256290272633e-05
Position 537: 1.367783921951651e-05
Position 1246: 1.2948220381361701e-05
Position 1912: 1.2398995354689769e-05
Position 1135: 1.1904675130449348e-05
Position 203: 9.538244781209412e-06
Position 645: 9.105033350111955e-06
Position 1049: 9.040004462528511e-06
Position 287: 7.005098750325526e-06
Position 1466: 6.958898480305171e-06
Position 1863: 5.615779034325965e-06
Position 966: 4.640512780051928e-06
Position 175: 4.352575396919902e-06
Position 1997: 3.781890417973142e-06
Position 574: 3.7798035118203357e-06
Position 225: 3.685349729467981e-06
Position 1486: 3.2619201793557544e-06
Position 1751: 3.0040316515009057e-06
Position 1547: 2.6735423549829703e-06
Position 10: 1.956654621407921e-06
Position 1832: 1.9402574286224977e-06
Position 1194: 1.3781762464882158e-06
Position 589: 1.1740866156737516e-06
Position 851: 1.02661831359308e-06
Position 1937: 8.726651472921335e-07
Position 953: 6.617588913710782e-07
Position 499: 5.23625631209047e-07
Position 1237: 3.980706345040943e-07
Position 1037: 3.3176087626917987e-07
Position 964: 2.8262600303693317e-07
Position 1228: 2.1056894052826703e-07
Position 1017: 1.6119464564415677e-07
Position 1180: 1.1926985688485023e-07
Position 1053: 1.0469517542165991e-07
Position 1278: 7.547451534674047e-08
Position 1170: 4.257712557903171e-09
Position 796: 2.7006897105992674e-09
Position 1401: 6.241065791881496e-10
Position 1819: 1.3060338474731325e-13
Position 827: 3.7828232418422456e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1177: 0.9983575167817417
Position 1710: 0.9960815519822008
Position 1002: 0.9543905259967326
Position 750: 0.933218112285216
Position 1955: 0.7999618423608484
Position 1381: 0.3649408867750075
Position 1400: 0.33147289299668975
