Gene = CkIIalpha-i3
index = 1076
Annotated 5SS: [ 298  870 1051 1275 1396 1528 1617]
Annotated 3SS: [ 359  993 1112 1323 1452 1583 1678]
SMsplice 5SS: [ 870 1051 1396 1528]
SMsplice 3SS: [ 993 1112 1452 1583]
top_k =  500
Partition function (log Z): -0.5573930962409555

Sorted 5' Splice Sites (High to Low Probability):
Position 1396: 0.9151468542332774
Position 870: 0.8901836517749305
Position 1528: 0.7853483504966824
Position 1051: 0.7852738781963408
Position 1617: 0.43550391872399175
Position 1275: 0.3681763093218838
Position 532: 0.23993074339872558
Position 573: 0.17742596139212913
Position 82: 0.08502552419739319
Position 304: 0.0742688545605781
Position 15: 0.05238444006563819
Position 1200: 0.04652324556661619
Position 648: 0.030346122169441988
Position 1400: 0.0243987455610263
Position 162: 0.02203126130180243
Position 1042: 0.01845621133074358
Position 23: 0.014185925748151538
Position 298: 0.007215855246177118
Position 279: 0.006392955763609621
Position 1141: 0.0056103504177346
Position 101: 0.0054369227132916855
Position 602: 0.0036881605258389885
Position 1195: 0.0034822387163872363
Position 170: 0.0034130695129978403
Position 310: 0.00209222206212184
Position 879: 0.0019018712433643637
Position 1055: 0.001419182377990872
Position 1148: 0.0011142379088571336
Position 445: 0.0007988044583595636
Position 1091: 0.000713006320121103
Position 729: 0.0006572688608195968
Position 580: 0.0006373051575328905
Position 181: 0.0006121093045272116
Position 187: 0.0005589601266199497
Position 152: 0.0005379327885445891
Position 1621: 0.0004376173125970535
Position 147: 0.0003986455120947376
Position 315: 0.00028071408227081944
Position 672: 0.0002584783834227347
Position 1351: 0.00023935166908400888
Position 1718: 0.00022870611586493105
Position 788: 0.00021979030933048005
Position 1410: 0.0001597316104339457
Position 1345: 0.0001583587148364988
Position 1204: 0.0001400150472907115
Position 1214: 0.00013111726899457578
Position 1355: 0.00011440325138900756
Position 1404: 6.54514133637716e-05
Position 365: 5.1411992628598e-05
Position 536: 2.8794658179415655e-05
Position 1532: 2.6681033853612907e-05
Position 551: 1.1655447125478428e-05
Position 1787: 9.23773347714687e-06
Position 434: 6.351755258056249e-06
Position 750: 5.926883530317707e-06
Position 27: 5.456574601689746e-06
Position 804: 6.991268290936683e-08
Position 379: 3.863016534364623e-08
Position 1029: 3.205835025276714e-08
Position 359: 2.804629482824213e-08
Position 501: 1.367041141469697e-08
Position 400: 2.842820589440585e-09
Position 1611: 2.4628134545538145e-09
Position 1629: 1.1938788642065188e-09
Position 1535: 1.5639953566400838e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1452: 0.948109017904866
Position 993: 0.8681525815820983
Position 1583: 0.776260998880508
Position 1112: 0.771903348975585
Position 1323: 0.4688680122556046
Position 1678: 0.4330108902738427
Position 629: 0.3374606433599306
Position 359: 0.24280013801097472
Position 716: 0.0735452798977486
Position 755: 0.019780300038124365
Position 1199: 0.012378858963384327
Position 588: 0.007049518686149087
Position 1681: 0.0070339076040325296
Position 663: 0.006530818902310672
Position 761: 0.0062816405922713385
Position 607: 0.0054997715067436346
Position 393: 0.003405339582258005
Position 787: 0.003176423954571491
Position 1135: 0.0028045672781452256
Position 695: 0.00237868221278525
Position 213: 0.0017588265919988642
Position 1646: 0.0014669303330028974
Position 647: 0.0010807817982427647
Position 332: 0.0010623331013650456
Position 1795: 0.0010006646391457774
Position 1001: 0.0008895376884079977
Position 170: 0.0007834400644863148
Position 1798: 0.000779940551570811
Position 1608: 0.000754922428490964
Position 81: 0.0007537911546628482
Position 1029: 0.0006093763765222767
Position 1628: 0.0005789360773577896
Position 1474: 0.0005529252467562686
Position 1786: 0.0005307886753949374
Position 429: 0.0004964413884767235
Position 1329: 0.00038970096246626016
Position 137: 0.0003821569641597547
Position 602: 0.000363737762178066
Position 1611: 0.0003272922872725215
Position 1721: 0.00030210460731716545
Position 62: 0.0002959669821388046
Position 1236: 0.00020742567274894335
Position 187: 0.00020603867147337475
Position 1145: 0.00020439154416251014
Position 701: 0.0002011554222576288
Position 181: 0.0001537801445000168
Position 147: 0.00015262364463138127
Position 1162: 0.00010458930847018268
Position 1876: 9.916242322247175e-05
Position 512: 9.851622762044944e-05
Position 279: 9.367981960820591e-05
Position 722: 8.813547251141716e-05
Position 291: 8.439891810342437e-05
Position 1120: 8.13182779449056e-05
Position 1230: 7.918984638064114e-05
Position 1345: 7.730268013962028e-05
Position 1166: 6.671668138006618e-05
Position 310: 5.27045287144831e-05
Position 1342: 4.320706468703295e-05
Position 509: 3.6062981607310424e-05
Position 491: 2.7286354064490396e-05
Position 736: 2.6934746085218024e-05
Position 1847: 2.474940090884857e-05
Position 729: 1.3347543073402354e-05
Position 114: 1.2630570810650778e-05
Position 545: 1.1468361973116341e-05
Position 1497: 1.0508370079255879e-05
Position 1983: 5.29130157790446e-06
Position 304: 5.0225647950188705e-06
Position 573: 4.497889569464647e-06
Position 515: 4.462316237935106e-06
Position 93: 2.4361374626131905e-06
Position 88: 1.1127539993322087e-07
Position 518: 5.482574378225503e-08
