Gene = vsg
index = 1931
Annotated 5SS: [ 76 300]
Annotated 3SS: [ 181 1422]
SMsplice 5SS: [300]
SMsplice 3SS: [1419]
top_k =  500
Partition function (log Z): -6.257299922323454

Sorted 5' Splice Sites (High to Low Probability):
Position 300: 0.9801932397528775
Position 131: 0.4117229516194497
Position 2388: 0.2221194521903022
Position 76: 0.11775106180556819
Position 2680: 0.11527294757388709
Position 2135: 0.09382290353636978
Position 2585: 0.07470409302520038
Position 1991: 0.03493046337798721
Position 2377: 0.03268678316152586
Position 2609: 0.027129487380747646
Position 72: 0.01303038236155372
Position 2263: 0.010211897208899876
Position 108: 0.007996076129777598
Position 2320: 0.006713189860977925
Position 2633: 0.005488610819097259
Position 681: 0.005443888056653136
Position 456: 0.005297218054627427
Position 2123: 0.005146482329178046
Position 478: 0.004084229449315844
Position 2258: 0.003280875522407738
Position 137: 0.003186349396089452
Position 1358: 0.0020790991696867734
Position 460: 0.001678583258419904
Position 2649: 0.0012990174935573597
Position 111: 0.0009386238567617822
Position 634: 0.0009138687852978574
Position 638: 0.0007252473933589153
Position 921: 0.00072188015683329
Position 1291: 0.000555917608170819
Position 2077: 0.000495239859830126
Position 2674: 0.000414500157758258
Position 412: 0.00033925408604700686
Position 2018: 0.0002939876652879097
Position 1366: 0.00021650318976850497
Position 1500: 0.00021474666340117417
Position 162: 0.00020024595747142427
Position 464: 0.00019507156378222612
Position 1317: 0.00018664453078534054
Position 1347: 0.00017829689270665373
Position 770: 0.0001414443040190336
Position 1279: 9.844926847020807e-05
Position 482: 8.830278759079695e-05
Position 1986: 7.252643580720565e-05
Position 37: 7.218087616280153e-05
Position 1250: 6.686252553418634e-05
Position 24: 5.742826834920197e-05
Position 484: 5.1810622308038305e-05
Position 1777: 4.0840341697425145e-05
Position 289: 2.5695267845523346e-05
Position 462: 2.3217164256101242e-05
Position 689: 2.1994083201055762e-05
Position 35: 1.8165848189571787e-05
Position 5: 1.6470824591396287e-05
Position 494: 1.1346207189681549e-05
Position 1045: 8.053947471646657e-06
Position 962: 8.009047992962212e-06
Position 975: 3.733258540692501e-06
Position 957: 3.4305212108210384e-06
Position 266: 2.5643601109716924e-06
Position 500: 1.777109641639054e-06
Position 435: 1.7492045870783494e-06
Position 1150: 1.4009752994964747e-06
Position 1139: 1.2303452306985615e-06
Position 660: 1.2042306037730944e-06
Position 30: 1.1939921708082048e-06
Position 304: 9.328053310889161e-07
Position 32: 7.621394869592272e-07
Position 1002: 7.04146652110191e-07
Position 1089: 6.09536257659319e-07
Position 466: 3.3635235640909006e-07
Position 703: 2.1697366536762834e-07
Position 716: 1.910587734969044e-07
Position 1054: 1.73113761510119e-07
Position 1043: 1.7121622295552635e-07
Position 1095: 1.6151372277869128e-07
Position 486: 9.757165316551763e-08
Position 439: 1.6222937705853978e-08
Position 468: 9.919238269276976e-09
Position 204: 8.68144604540765e-09
Position 446: 6.826824518925501e-09
Position 256: 5.825704426702397e-09
Position 416: 3.4845258713820134e-09
Position 213: 3.165030900840222e-09
Position 488: 2.8135750772341596e-09
Position 198: 2.8093384023787767e-09
Position 418: 2.066476581453038e-09
Position 195: 1.7457179187046642e-09
Position 574: 3.525962266661654e-10
Position 437: 7.8176986738606e-11
Position 404: 7.783463185106585e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1419: 0.6048255811563631
Position 181: 0.5529853140143544
Position 2452: 0.4105816509540524
Position 2765: 0.3485326946329657
Position 1422: 0.1931992115808194
Position 841: 0.033528562607465985
Position 2428: 0.009488715547792667
Position 2238: 0.0076998943079267445
Position 782: 0.006418129308329137
Position 2189: 0.0049422490132501095
Position 2690: 0.0020194588242669104
Position 2935: 0.0019221127487179415
Position 3112: 0.0018861176887682875
Position 2460: 0.0018635203546762704
Position 343: 0.0018360725205097317
Position 1605: 0.0016109426493309015
Position 1386: 0.0015454280407180888
Position 603: 0.0015302770248986988
Position 2958: 0.0009623315888448747
Position 2800: 0.0005660175800646718
Position 1440: 0.000564366139332186
Position 1289: 0.00046191257036439187
Position 2363: 0.00045346413107072935
Position 3186: 0.0004527171782498379
Position 1366: 0.0004526085060984802
Position 128: 0.00043519492151791105
Position 2914: 0.0004348388619205035
Position 1845: 0.00023194321046395632
Position 1206: 0.00018726448724056428
Position 211: 0.00018531657163252865
Position 724: 0.00012511329808331716
Position 238: 0.00012380599969486028
Position 587: 0.00010012813807752546
Position 1609: 9.793342519253737e-05
Position 2493: 7.877575118071532e-05
Position 1583: 7.134011699889318e-05
Position 2253: 6.577762830110323e-05
Position 1466: 5.761139998159041e-05
Position 1457: 5.4173923986731594e-05
Position 614: 4.708285663146748e-05
Position 634: 2.956786300734086e-05
Position 921: 2.434451903972197e-05
Position 1215: 1.8926216851874885e-05
Position 204: 4.295335737622426e-06
Position 1941: 1.0304296691710605e-06
Position 1935: 9.887827697769918e-07
Position 108: 5.894598664746186e-09
Position 296: 2.1240292509462317e-09
Position 299: 7.705499640022347e-10
Position 91: 2.0399606600448023e-11
Position 80: 1.118216919533506e-14
