Gene = Sin
index = 1502
Annotated 5SS: [  97 1227]
Annotated 3SS: [ 155 1290]
SMsplice 5SS: [  97 1227]
SMsplice 3SS: [ 155 1290]
top_k =  500
Partition function (log Z): -3.3888454442126057

Sorted 5' Splice Sites (High to Low Probability):
Position 1227: 0.9400072342480765
Position 97: 0.8840750135321706
Position 482: 0.09175063919992524
Position 513: 0.08719780801350088
Position 105: 0.07451776688557031
Position 1333: 0.06038066674932804
Position 489: 0.01959416916059228
Position 1186: 0.01263561983504415
Position 648: 0.008827120890796687
Position 101: 0.008141734655059664
Position 654: 0.005915503142048429
Position 400: 0.0026470557173167595
Position 1107: 0.0022600007738321592
Position 285: 0.0018917227683149973
Position 1167: 0.0010937728973921335
Position 903: 0.001050382285810728
Position 1237: 0.000730847332319747
Position 194: 0.00046443215175580695
Position 636: 0.0003318972771324339
Position 291: 0.0003162862789699037
Position 460: 0.00027068115393469875
Position 246: 0.0002555777603924205
Position 264: 0.00020023713392826884
Position 259: 0.00017442106564535768
Position 1396: 7.710044026510804e-05
Position 936: 7.180033170895154e-05
Position 1455: 6.239935788135989e-05
Position 1413: 6.215888119027279e-05
Position 424: 5.154643992474167e-05
Position 1243: 3.9485833093342744e-05
Position 1231: 3.763237838712542e-05
Position 252: 3.678944667161518e-05
Position 1149: 3.3337777006356306e-05
Position 354: 2.827222649252191e-05
Position 162: 2.7516840543899225e-05
Position 1468: 2.5841714817053905e-05
Position 387: 2.3083113952423678e-05
Position 1086: 1.9926801758879494e-05
Position 1152: 1.983274721385255e-05
Position 1190: 1.1224740134520957e-05
Position 749: 1.1217876581455847e-05
Position 88: 6.862212589793705e-07
Position 314: 3.806613019214888e-07
Position 262: 2.0845060170705927e-07
Position 1134: 1.435640358646737e-07
Position 109: 1.368853647988053e-07
Position 170: 1.2627704649499988e-07
Position 85: 9.765544341051332e-08
Position 474: 7.459726111070947e-08
Position 894: 5.821028015339656e-08
Position 968: 4.457876072660892e-08
Position 28: 2.4017924926096984e-08
Position 21: 3.540635673133664e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9470369376654497
Position 155: 0.7728359909528512
Position 562: 0.20692302706995636
Position 540: 0.0853790587140175
Position 1383: 0.06812455315269436
Position 176: 0.03441061552192216
Position 281: 0.02929601334978566
Position 718: 0.014609647330046958
Position 338: 0.011235512552599912
Position 284: 0.008242880432427718
Position 575: 0.007048269204210267
Position 1106: 0.004051469711571542
Position 1332: 0.003228297797338727
Position 956: 0.002774746828393175
Position 1030: 0.0017327890278595074
Position 872: 0.0009987256725598034
Position 989: 0.0008392489627353672
Position 512: 0.0007867919800217963
Position 1166: 0.0006767667696331888
Position 936: 0.0006030299371402257
Position 728: 0.0005647316580884971
Position 443: 0.0005387859962043761
Position 685: 0.0004771760821372513
Position 1440: 0.00041338198901448483
Position 1350: 0.00032701243708946017
Position 387: 0.00028763678369789924
Position 1042: 0.0002865862658408977
Position 1327: 0.0002670461737591237
Position 1506: 0.00020228624859782408
Position 1594: 0.0001962783625333858
Position 1085: 0.00018050974257359856
Position 290: 0.00015538913157617639
Position 224: 0.00014955556762664968
Position 482: 6.758181731761863e-05
Position 584: 6.559111816580891e-05
Position 899: 6.17697324060422e-05
Position 1248: 6.024593977807976e-05
Position 820: 4.8210010878289325e-05
Position 190: 4.218753489918628e-05
Position 1197: 2.9513998145823905e-05
Position 404: 2.8645184171022926e-05
Position 647: 2.8109500627815012e-05
Position 1455: 1.4855837899325096e-05
Position 1472: 1.2519083084315107e-05
Position 1443: 1.2240499162837293e-05
Position 1237: 7.104650490954234e-06
Position 1532: 5.105064986024979e-06
Position 398: 3.7756352564014728e-06
Position 1702: 1.5311360580489267e-06
Position 489: 6.842631890884815e-07
Position 454: 6.325720385212442e-07
Position 184: 4.0039580925349685e-07
Position 384: 1.929194719103319e-07
Position 371: 9.653366320880374e-08
Position 70: 1.4827736832955116e-11
Position 93: 8.524011210784168e-13
Position 130: 7.784567485995661e-13
Position 96: 3.7907825589481563e-13
Position 314: 6.293493286004018e-14
Position 75: 4.038948021367259e-14
Position 101: 1.797342772319889e-15
Position 109: 8.007519685978689e-18
