Gene = Top2
index = 1564
Annotated 5SS: [ 240  952 1763 2244 5348]
Annotated 3SS: [ 696 1174 1819 2309 5428]
SMsplice 5SS: [ 240 1763 2244 5348]
SMsplice 3SS: [1174 1819 2309 5428]
top_k =  500
Partition function (log Z): 10.29305070761739

Sorted 5' Splice Sites (High to Low Probability):
Position 2244: 0.9993243903797207
Position 5348: 0.9968255038801294
Position 240: 0.9922124591645684
Position 1763: 0.9855651198733398
Position 2730: 0.42007845457623777
Position 3967: 0.38913267420326836
Position 952: 0.3140588931590971
Position 1327: 0.26373648075832357
Position 3254: 0.09737586748140512
Position 5681: 0.06939136333830168
Position 4710: 0.05016593656567586
Position 3551: 0.04941506665943465
Position 1021: 0.035059009910106416
Position 4115: 0.029947584336132826
Position 933: 0.029578429644792514
Position 1552: 0.025899609716568225
Position 5865: 0.02167268162981263
Position 5499: 0.017552010690380062
Position 1333: 0.016444293191323213
Position 4122: 0.01345992626567523
Position 2350: 0.012563352240967763
Position 3815: 0.01083467533880403
Position 817: 0.010170592925047846
Position 3593: 0.010118650227355565
Position 1358: 0.009659997149343718
Position 3281: 0.009441352767779299
Position 3940: 0.00845891096545546
Position 1619: 0.007938748633784994
Position 2099: 0.006850666287080818
Position 3491: 0.006506205771611913
Position 2336: 0.006452423668367946
Position 3876: 0.006327404569619163
Position 3303: 0.005717173552474318
Position 821: 0.0048412981978857425
Position 618: 0.004123213061869495
Position 640: 0.0038193938841482307
Position 3809: 0.003769172646225202
Position 1961: 0.003526489273512834
Position 3639: 0.0033125084419178144
Position 1994: 0.0032635165774363975
Position 3924: 0.002814180269091169
Position 608: 0.002796602655285544
Position 3572: 0.0027097978986651994
Position 5869: 0.0024988335064756247
Position 3452: 0.002248405293865442
Position 905: 0.0019044020670365702
Position 1331: 0.0018831341974629768
Position 66: 0.001675644696566906
Position 4221: 0.0015630254468443575
Position 446: 0.0014957136057908334
Position 1095: 0.0011716306944249736
Position 826: 0.0010059054838609622
Position 1085: 0.0009703463465781625
Position 1025: 0.0008934146667381711
Position 2682: 0.0008649688321205098
Position 5890: 0.0008350302708455001
Position 1967: 0.0007558626243075544
Position 977: 0.0006815594372062726
Position 1123: 0.0006478713447054419
Position 645: 0.0006299114736812962
Position 379: 0.0005691623358505136
Position 5908: 0.00047153064399619427
Position 3184: 0.00032418783061287577
Position 1291: 0.0002944108230764635
Position 1030: 0.00028475142957701466
Position 1053: 0.00023464658980544497
Position 51: 0.00019023291423273517
Position 1713: 0.00017902966882633843
Position 3117: 0.0001764373221812062
Position 620: 0.0001652352262507187
Position 2192: 0.00014324576112982056
Position 5547: 0.00013298406040721826
Position 5748: 0.00012330667488659724
Position 267: 0.00010577224974959418
Position 3100: 0.00010343511198325552
Position 758: 9.800756453652439e-05
