Gene = Tsp66A
index = 1572
Annotated 5SS: [1912 2155 2350 2588]
Annotated 3SS: [1968 2214 2410 2636]
SMsplice 5SS: [ 106  329  521  671 1060 1243 1567 2350 2588]
SMsplice 3SS: [ 160  391  577  737 1116 1309 2214 2410 2646]
top_k =  500
Partition function (log Z): 7.560584613244631

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9979479148786846
Position 2350: 0.9679699426371752
Position 1243: 0.902918904159327
Position 521: 0.7961087818730339
Position 329: 0.7483206587071697
Position 671: 0.7166976647173576
Position 106: 0.6708043979621886
Position 840: 0.6001325889479694
Position 2149: 0.5194252808914067
Position 1060: 0.5111203441632497
Position 1567: 0.4965894895412892
Position 1916: 0.29988290843321236
Position 212: 0.1515259922869041
Position 1912: 0.1482776343532505
Position 1899: 0.11246696352079617
Position 2155: 0.04656184735912114
Position 1057: 0.04416671075442846
Position 1075: 0.04162316449381466
Position 1383: 0.038247471598871936
Position 1248: 0.03313839735191428
Position 2732: 0.031537891114079425
Position 2704: 0.0297708737558773
Position 2159: 0.019365759987566747
Position 2742: 0.018084548711880002
Position 2750: 0.014662992251219618
Position 2737: 0.012932167308928924
Position 1615: 0.01245121771945139
Position 681: 0.010093870099810975
Position 1034: 0.008649237372055153
Position 818: 0.008525123628646722
Position 2101: 0.007545760707808039
Position 2071: 0.007387861982794385
Position 326: 0.004712834619021099
Position 1679: 0.004362144931316177
Position 690: 0.004228945081987416
Position 1064: 0.0036831352591846635
Position 822: 0.0024437699955665135
Position 2345: 0.001499274864162024
Position 668: 0.001164969511553093
Position 2105: 0.0011164874761732143
Position 243: 0.00097344257149015
Position 659: 0.0007597097608405301
Position 333: 0.0007010695857158932
Position 468: 0.000663036737491683
Position 546: 0.000600093407581555
Position 415: 0.0005419313571967582
Position 3221: 0.0005318969536307812
Position 363: 0.00042872046263987113
Position 902: 0.00038152477073387624
Position 2356: 0.0003412346963847892
Position 2579: 0.00033524182961866956
Position 810: 0.00022270368004781026
Position 1469: 0.00022183523781803274
Position 585: 0.00020152006153797506
Position 45: 0.00013430458514164544
Position 269: 0.00012947520255404715
Position 13: 0.00011776575053203197
Position 227: 0.00011739439743239587
Position 525: 9.134180014649177e-05
Position 377: 7.501461566657699e-05
Position 1317: 7.160754771005012e-05
Position 1009: 6.664409522578371e-05
Position 216: 5.8201825649004604e-05
Position 64: 5.368345834566895e-05
Position 110: 3.2605883906962343e-05
Position 496: 2.777672584596097e-05
Position 255: 2.3467458267695277e-05
Position 1106: 2.2206411703137748e-05
Position 281: 1.6868066103417372e-05
Position 2592: 1.54714471188625e-05
Position 2567: 4.809061373473303e-06
Position 257: 2.7075161708673413e-06
Position 303: 2.372162400466849e-06
Position 76: 2.365874741104686e-06
Position 2636: 2.044711973859257e-06
Position 131: 1.55831476967782e-06
Position 429: 1.1578887651582856e-06
Position 62: 1.1415316227483173e-06
Position 272: 1.0159039156563366e-06
Position 417: 8.382854495980193e-07
Position 142: 4.453239141463693e-07
Position 577: 3.256623496372697e-07
Position 2603: 3.2359888492339957e-07
Position 419: 2.53219664295923e-07
Position 2598: 1.2392582518111163e-07
