Gene = Pus7
index = 1394
Annotated 5SS: [ 201  449  882 1040]
Annotated 3SS: [ 260  509  936 1098]
SMsplice 5SS: [ 201  445  882 1040]
SMsplice 3SS: [ 273  509  936 1098]
top_k =  500
Partition function (log Z): 3.6007593572301615

Sorted 5' Splice Sites (High to Low Probability):
Position 1040: 0.9997697528972778
Position 882: 0.933146936874679
Position 201: 0.7589092259056491
Position 445: 0.7404915686421
Position 1430: 0.22146173201934005
Position 449: 0.16479022096802579
Position 857: 0.02230580042277608
Position 798: 0.020213169728069684
Position 1626: 0.016353016313362223
Position 188: 0.00872117404754026
Position 632: 0.00453596692686941
Position 827: 0.0036587409696316464
Position 453: 0.003230631375253382
Position 403: 0.002928818513781444
Position 436: 0.002374766922876871
Position 1928: 0.0020849877241223363
Position 2527: 0.0013484351899485558
Position 2063: 0.0008919991966953966
Position 1723: 0.0007307478074117046
Position 152: 0.0006325080481621428
Position 354: 0.000604965041073172
Position 182: 0.0005734621562939487
Position 2041: 0.00044418839383472485
Position 1199: 0.0004423448020186895
Position 425: 0.00043204460527925404
Position 1966: 0.0004244934801517008
Position 1396: 0.00034878695564068965
Position 107: 0.00034266923007897446
Position 1877: 0.00033090251583139685
Position 886: 0.00031147573937669384
Position 298: 0.00021530250463255287
Position 557: 0.00021514547122341698
Position 1176: 0.00018156233286890756
Position 376: 0.00018126381409122927
Position 3: 0.00017427459002673228
Position 427: 0.00013231308902767594
Position 677: 0.00011751300265910297
Position 1044: 0.00011005852530457048
Position 1585: 9.752399836988724e-05
Position 755: 7.47078076882636e-05
Position 572: 6.640601573234184e-05
Position 22: 2.7662333504757367e-05
Position 34: 2.445287136750028e-05
Position 1223: 2.0632467262188416e-05
Position 644: 1.8816709814817527e-05
Position 1179: 1.5480642088075767e-05
Position 229: 1.3370741584544048e-05
Position 149: 6.84663762699116e-06
Position 1115: 4.95788427457158e-06
Position 312: 3.022627958783789e-06
Position 1293: 3.018801546254215e-06
Position 25: 2.6843392509433683e-06
Position 1162: 7.548535889321274e-07
Position 1434: 4.787303322816336e-07
Position 2173: 3.451893526209903e-07
Position 1287: 1.3167849416507464e-07
Position 999: 1.2795457354759846e-07
Position 937: 9.294867636258624e-08
Position 1169: 6.489875012190871e-08
Position 981: 5.696667383822403e-08
Position 1534: 4.527642327084576e-08
Position 1531: 4.3705088207586025e-08
Position 1741: 2.3902588217979446e-08
Position 232: 1.758729894597126e-08
Position 260: 1.225186264832427e-08
Position 249: 1.0360046397936101e-08
Position 242: 2.0764694865064333e-09
Position 1515: 3.109584459812681e-10
Position 1011: 5.4147822280794595e-12
Position 969: 2.540823225971607e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 936: 0.9821245793837164
Position 1098: 0.9578468577195237
Position 509: 0.9275694276181825
Position 273: 0.3824045911057246
Position 260: 0.3684037043352115
Position 1786: 0.09381261838774167
Position 1716: 0.08666182974721667
Position 1114: 0.04172131300644403
Position 1507: 0.011817997966837237
Position 1943: 0.009744959958394393
Position 2022: 0.008289293228960576
Position 1528: 0.006973682019809857
Position 1657: 0.0048859107877612575
Position 1646: 0.0046377889422679975
Position 2951: 0.0038948311389203037
Position 1701: 0.0038522281723916145
Position 2243: 0.002313183133097382
Position 697: 0.002232268822049159
Position 2383: 0.0022058915541139728
Position 739: 0.0014321458316936275
Position 685: 0.0012739553298428685
Position 2148: 0.001220529138246136
Position 736: 0.0010202890295085826
Position 1946: 0.0008685220054173699
Position 871: 0.0007926167308532149
Position 1949: 0.0006791301704128899
Position 706: 0.00041627913096502374
Position 2554: 0.0003530398185794467
Position 903: 0.0003279537574020926
Position 1927: 0.00028744684913142903
Position 2344: 0.0002791670565030759
Position 1562: 0.00024224258155444676
Position 2089: 0.00023779738368876177
Position 1721: 0.00023184282650709696
Position 1264: 0.00022997772157059215
Position 1600: 0.0002142437471456715
Position 601: 0.00020302746683364245
Position 81: 0.00020051249211218257
Position 1393: 0.0001734390280088432
Position 1792: 0.00016797622121633731
Position 2989: 0.00016619982122332145
Position 1738: 0.00016197191111093668
