Gene = Ccdc58
index = 1057
Annotated 5SS: [1057 1272 1452]
Annotated 3SS: [1124 1328 1504]
SMsplice 5SS: [1452]
SMsplice 3SS: [1504]
top_k =  500
Partition function (log Z): -7.4131088017930695

Sorted 5' Splice Sites (High to Low Probability):
Position 1452: 0.9196275075995267
Position 1272: 0.3525977726041245
Position 678: 0.3014444764515811
Position 622: 0.08791835281379147
Position 138: 0.057356114479207194
Position 215: 0.028979659382210938
Position 15: 0.019532113487827435
Position 772: 0.007510436924582943
Position 1057: 0.007179866040378835
Position 523: 0.006418753698235556
Position 796: 0.006082922175187873
Position 601: 0.005726210255973523
Position 314: 0.004326496912028526
Position 492: 0.0042278094934238225
Position 637: 0.0036980873325926883
Position 919: 0.0022681229573700314
Position 992: 0.0012150400215134682
Position 131: 0.001053947920322606
Position 1083: 0.0007615226022314529
Position 641: 0.0007407396552622081
Position 462: 0.0007375502812670795
Position 1063: 0.0004441540179361689
Position 744: 0.0004243178848719994
Position 782: 0.00036648987355381734
Position 142: 0.0003400361503676046
Position 565: 0.0002588984127477875
Position 206: 0.0002451343136242884
Position 360: 0.00022076589735235103
Position 298: 0.0002160345386097952
Position 1585: 0.00013594903928166636
Position 1287: 0.00011535307140250998
Position 1430: 0.00010108624388712358
Position 74: 9.409922412846489e-05
Position 496: 8.857979656484789e-05
Position 1238: 8.241852578721029e-05
Position 1209: 7.740415294535914e-05
Position 746: 7.05807113898821e-05
Position 682: 6.673931029758579e-05
Position 222: 6.672760343685514e-05
Position 1638: 4.696961413690707e-05
Position 737: 3.654918901494449e-05
Position 504: 2.0372025050709134e-05
Position 1610: 1.8877725830844747e-05
Position 1204: 1.0034709370002072e-05
Position 610: 8.647996536273245e-06
Position 357: 5.418875739895913e-06
Position 527: 4.991022295576207e-06
Position 544: 3.4479232871122623e-06
Position 379: 3.4394441283535906e-06
Position 197: 2.7627218387220397e-06
Position 161: 2.4315143033570454e-06
Position 225: 2.192119488630038e-06
Position 541: 4.516392528180963e-07
Position 352: 1.0087129889972364e-07
Position 280: 4.164848085303281e-08
Position 467: 3.576401979718878e-08
Position 404: 2.4806977633100302e-08
Position 250: 3.2776777536420633e-09
Position 291: 3.1502877023751035e-09
Position 318: 1.8000632751023507e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1504: 0.9724221622079132
Position 1328: 0.2942313338348151
Position 1056: 0.2311085853359778
Position 863: 0.12560005547260086
Position 1124: 0.03270735751022616
Position 271: 0.028477545832509523
Position 1366: 0.015079734276131133
Position 1332: 0.014404865731571594
Position 918: 0.011438085427309673
Position 816: 0.010713288660280228
Position 992: 0.010232424888872781
Position 764: 0.009831165705169771
Position 94: 0.009078067982703705
Position 257: 0.008178604916566627
Position 1087: 0.006826006720082608
Position 1113: 0.006405759014754092
Position 737: 0.006021262431085702
Position 213: 0.00550382754136827
Position 568: 0.005136909131505783
Position 1090: 0.0028250846719239855
Position 439: 0.0024502029526353108
Position 74: 0.0019612957495036354
Position 600: 0.0016929117168299897
Position 1202: 0.0013522576118221324
Position 1345: 0.0010035723420285581
Position 621: 0.0009364984813411225
Position 136: 0.0009159199998411298
Position 664: 0.0009131399959907898
Position 571: 0.0008953053603188792
Position 1311: 0.0008459914235733091
Position 1519: 0.0007391100703336291
Position 1315: 0.0005807877677150618
Position 1379: 0.000507342580841499
Position 1039: 0.0004584376332108396
Position 1637: 0.00040491303626786704
Position 775: 0.0003086796897701639
Position 673: 0.00018572539142662218
Position 591: 0.00010876341567822813
Position 215: 8.324427475326896e-05
Position 1741: 6.406389951875022e-05
Position 574: 6.234097906720246e-05
Position 1609: 5.4405220124908696e-05
Position 100: 3.137164289316501e-05
Position 690: 2.6803115582658896e-05
Position 1525: 2.5265601596239055e-05
Position 1711: 2.2881680759849198e-05
Position 244: 2.1027042244905443e-05
Position 306: 1.742626496950812e-05
Position 219: 1.6312876141464154e-05
Position 116: 1.5080969871154355e-05
Position 161: 1.489054573225143e-05
Position 1631: 1.223072773380703e-05
Position 291: 8.167342341787087e-06
Position 455: 6.566482067916669e-06
Position 363: 5.75189158478849e-06
Position 646: 4.2157293782568405e-06
Position 228: 3.7479845983751574e-06
Position 150: 2.778498304013699e-06
Position 1725: 2.235048784176022e-06
Position 357: 7.618778813040758e-07
Position 313: 4.740823189195778e-07
Position 404: 4.282267701121389e-08
Position 398: 4.2557573841063283e-10
Position 138: 1.5690614795807386e-10
