Gene = ms(3)76Ba
index = 1798
Annotated 5SS: [192 287]
Annotated 3SS: [253 346]
SMsplice 5SS: [192]
SMsplice 3SS: [346]
top_k =  500
Partition function (log Z): -6.1875469422299645

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.9463658942202263
Position 287: 0.1779927550250822
Position 385: 0.006543460782998796
Position 768: 0.004265045350980379
Position 119: 0.0030053644095227755
Position 905: 0.00144130825693095
Position 1121: 0.0013566958637486776
Position 390: 0.0008897205968525496
Position 1916: 0.0003723968486956321
Position 267: 0.0002881743586278439
Position 1108: 0.00015013553788491318
Position 918: 0.00011572585300492399
Position 1552: 0.00010952768999579738
Position 435: 7.821266859987115e-05
Position 735: 6.61955178235016e-05
Position 1872: 5.704254855209043e-05
Position 1456: 4.503246146636371e-05
Position 593: 3.864843430665775e-05
Position 702: 3.178427357699258e-05
Position 438: 3.08226073653018e-05
Position 2270: 2.747141445423939e-05
Position 1221: 2.6226605635543604e-05
Position 2359: 1.9600442956795357e-05
Position 451: 1.876456539288696e-05
Position 540: 1.0551187325410274e-05
Position 89: 4.0266919798323547e-07
Position 60: 3.406580983475847e-07
Position 39: 2.9412933067442405e-07
Position 555: 8.023637873663525e-08
Position 246: 2.6100528326520873e-08
Position 75: 1.863448628859909e-08
Position 911: 1.660613118465917e-08
Position 596: 1.0809981660066382e-08
Position 374: 9.275820674906891e-09
Position 691: 3.1790956501089308e-09
Position 746: 2.6510660704331594e-09
Position 393: 1.9617322066908587e-09
Position 607: 1.2830583657639846e-09
Position 343: 3.694726900653167e-13
Position 379: 2.565396348484946e-16
Position 349: 6.64170422834345e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.7231808886260435
Position 253: 0.17682973616593806
Position 343: 0.06969120242684351
Position 634: 0.039904433220869936
Position 1430: 0.027233705276272235
Position 267: 0.02020637976147022
Position 374: 0.016748839227562894
Position 1262: 0.016313602266101936
Position 359: 0.008678512267385996
Position 389: 0.007190528776543167
Position 1812: 0.005789591653168624
Position 1196: 0.002266884165130991
Position 1576: 0.0016774902337313275
Position 1211: 0.001669898231670516
Position 291: 0.0016656484899035312
Position 564: 0.0014223375761494746
Position 191: 0.001311137087949454
Position 1400: 0.0012718159586450248
Position 995: 0.0012398809212278534
Position 1993: 0.0011847451070186089
Position 660: 0.0011710748931684789
Position 470: 0.0011353915666840163
Position 818: 0.001014825184839507
Position 2059: 0.0009481453271629458
Position 1008: 0.0009126667803968444
Position 1975: 0.0009124379477731948
Position 2256: 0.0007972864097455253
Position 272: 0.0007884176223682792
Position 1053: 0.0006786392913867262
Position 1995: 0.0006082605552094774
Position 1864: 0.0005638687416994493
Position 1138: 0.000533122517021451
Position 1313: 0.0004973718314607786
Position 451: 0.00047098571016438345
Position 537: 0.00044596640824428864
Position 435: 0.0003637577250367057
Position 1108: 0.00033386107528244035
Position 1519: 0.0003214943712700854
Position 1058: 0.00031974546563967934
Position 1542: 0.0003154082235943518
Position 865: 0.000278045587355123
Position 2151: 0.0002611483608925153
Position 1646: 0.0002609645732968545
Position 2125: 0.00024037785989234513
Position 1742: 0.0002226798102827187
Position 869: 0.00022174302836543497
Position 968: 0.00022140533215763962
Position 1232: 0.00020566808345233464
Position 1434: 0.00020531810976511644
Position 1939: 0.00020109900147733837
Position 1704: 0.00017382156931531446
Position 2013: 0.00015282555081445965
Position 1466: 0.00014878067672801005
Position 447: 0.00013922326321216753
Position 1835: 0.00012365733823704796
Position 2339: 0.00012080149469181991
Position 1340: 0.00012002084690892834
Position 722: 0.00011161414873451864
Position 1525: 0.00010344437376212724
Position 1436: 9.771914216518506e-05
Position 1766: 9.655405496868157e-05
Position 547: 8.347245205202318e-05
Position 1217: 7.789325403785479e-05
Position 1380: 7.614220886970261e-05
Position 1612: 7.205057970480337e-05
Position 507: 6.848224805859028e-05
Position 2310: 6.769379283786097e-05
Position 2001: 6.270900979673626e-05
Position 1020: 5.4752851428644216e-05
Position 1269: 4.54184855200314e-05
Position 1659: 4.361703065816242e-05
Position 1514: 4.009627009944036e-05
Position 1385: 3.840969829460481e-05
Position 2413: 3.7836498807054074e-05
Position 1116: 3.780388168288883e-05
Position 963: 3.743985089263332e-05
Position 1085: 3.73536747015859e-05
Position 691: 3.579527460846216e-05
Position 1143: 3.166507577147783e-05
Position 707: 2.7329612573305715e-05
Position 902: 2.510081168349991e-05
Position 948: 1.5338165088663935e-05
Position 2438: 1.0970217594546622e-05
Position 165: 3.0599633990635044e-06
Position 108: 3.772388357036642e-07
Position 637: 1.678299196548104e-08
Position 153: 1.521392970508909e-08
Position 123: 1.402139298801147e-08
Position 509: 7.567482164958588e-09
Position 136: 3.2229391767451648e-09
Position 129: 3.1677664528241892e-09
Position 150: 2.281973519097749e-10
Position 196: 3.765613438690425e-11
Position 125: 3.068859921737583e-11
Position 131: 2.9898282539603148e-12
