Gene = GXIVsPLA2
index = 1178
Annotated 5SS: [214 452]
Annotated 3SS: [291 514]
SMsplice 5SS: [214 452]
SMsplice 3SS: [291 514]
top_k =  500
Partition function (log Z): -5.180992427749528

Sorted 5' Splice Sites (High to Low Probability):
Position 452: 0.811030458623537
Position 214: 0.5868258698435959
Position 219: 0.1107695923514909
Position 233: 0.09432523258315653
Position 457: 0.08462974995696411
Position 476: 0.0323393956043486
Position 498: 0.028878835043058135
Position 244: 0.021335087730392534
Position 6: 0.00859474074612447
Position 454: 0.007338451081386297
Position 1031: 0.003038966509752334
Position 58: 0.002873027741913709
Position 890: 0.0025047377369905055
Position 980: 0.002331524292511025
Position 1048: 0.0014081789661540274
Position 696: 0.001084652023321682
Position 145: 0.0006509922729370902
Position 996: 0.0005470171044982145
Position 1238: 0.0004481999858467448
Position 1010: 0.00037592888792152313
Position 708: 0.00017681086435669989
Position 1092: 0.00017020846865790378
Position 63: 0.00014546530753409455
Position 957: 0.00013331876169861388
Position 1269: 0.00012344233645761259
Position 358: 0.00012182203364024623
Position 1026: 8.982179534479613e-05
Position 254: 8.930352283336934e-05
Position 385: 8.133511422834807e-05
Position 208: 7.412868289323806e-05
Position 902: 6.450866951963866e-05
Position 1017: 5.580844763071369e-05
Position 46: 3.835651722731967e-05
Position 675: 3.650203923896372e-05
Position 500: 2.6607138956292976e-05
Position 702: 2.5031071375986106e-05
Position 1127: 2.0681631766201576e-05
Position 269: 1.79972796422907e-05
Position 1024: 1.4857260696226845e-05
Position 1035: 1.2765692056972763e-05
Position 1220: 9.362239984056557e-06
Position 1183: 8.543306835730126e-06
Position 260: 7.815014163415258e-06
Position 502: 5.038414484285981e-06
Position 1273: 2.572773116741813e-06
Position 29: 1.8649395522499599e-06
Position 129: 1.504450939367165e-06
Position 165: 9.870399150869681e-07
Position 329: 5.29114694187551e-07
Position 376: 4.694132230860714e-08
Position 423: 4.687380777256229e-08
Position 334: 5.645192926932174e-09
Position 352: 5.124483572998472e-09
Position 1104: 2.995348073554157e-09
Position 336: 2.8028863102306696e-09
Position 400: 2.058928155977592e-10
Position 526: 4.234583910200429e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 514: 0.89388345299403
Position 291: 0.7555617530610342
Position 556: 0.08579978602971962
Position 310: 0.03129485338147917
Position 342: 0.008000452750707297
Position 58: 0.0069642931814548545
Position 1104: 0.0069624994192113415
Position 296: 0.002635312198990985
Position 1291: 0.0022684604705960226
Position 118: 0.0022158592862383366
Position 1160: 0.0018512494026285242
Position 1035: 0.0012415472111813512
Position 63: 0.0009070560756623737
Position 129: 0.0007860426211957054
Position 1051: 0.0004581165380013407
Position 187: 0.000436687667674511
Position 352: 0.00037382991682751235
Position 719: 0.00016687964726855417
Position 834: 0.00016681436818744442
Position 756: 0.00015081463443460144
Position 1317: 0.00013850553214578013
Position 318: 0.00011137457507708351
Position 384: 0.00010811387995053556
Position 765: 5.840105880733055e-05
Position 91: 5.6834682735645e-05
Position 537: 5.4881933193616144e-05
Position 1343: 4.8935481930941976e-05
Position 521: 4.534378780344106e-05
Position 587: 3.335102594482042e-05
Position 884: 2.0310358748215217e-05
Position 423: 1.865545316707098e-05
Position 662: 1.812887511969233e-05
Position 1331: 1.0189378744780208e-05
Position 488: 9.466205777104895e-06
Position 831: 9.199022993941162e-06
Position 236: 6.145404092167974e-06
Position 1232: 5.161069730481565e-06
Position 144: 3.874702358985816e-06
Position 200: 2.7457066634111853e-06
Position 208: 1.0596990233163725e-06
Position 218: 7.94209521759306e-07
Position 248: 3.539657233182379e-07
Position 254: 1.0373795800125064e-07
Position 451: 4.7847113280018946e-08
Position 609: 1.1957726220123145e-09
Position 250: 1.2230939861065562e-18
