Gene = SmydA-3
index = 1509
Annotated 5SS: [ 119 1547 3299 3639]
Annotated 3SS: [1099 2968 3411 3692]
SMsplice 5SS: [ 119 3299 3639]
SMsplice 3SS: [2968 3411 3692]
top_k =  500
Partition function (log Z): 3.5982186127462437

Sorted 5' Splice Sites (High to Low Probability):
Position 3299: 0.9946744863689232
Position 3639: 0.9429806269491403
Position 1547: 0.3469940541138327
Position 119: 0.2819647364009952
Position 338: 0.14923472369218485
Position 1971: 0.14785626987008527
Position 845: 0.11110955620483785
Position 988: 0.10873996057659836
Position 1497: 0.09375660246104468
Position 780: 0.08779489171399633
Position 2745: 0.07219963454676374
Position 340: 0.05567395354432964
Position 1834: 0.051902747044903004
Position 821: 0.036589265731583914
Position 313: 0.034381387116867626
Position 2148: 0.026119417783280776
Position 2830: 0.02324443087120635
Position 2143: 0.021795863239921113
Position 29: 0.018170966619089776
Position 698: 0.015711562330575916
Position 1761: 0.012471655501239918
Position 560: 0.007674599278735661
Position 214: 0.007605257671121479
Position 681: 0.007410449916293042
Position 509: 0.006751868881649372
Position 311: 0.0062606548671265225
Position 633: 0.005682281482509006
Position 330: 0.0054241392835444316
Position 977: 0.004947422922077175
Position 2119: 0.004584312213439377
Position 1461: 0.004467232411151308
Position 2729: 0.004368989147804836
Position 3597: 0.004141078626257301
Position 9: 0.003623234771697013
Position 1641: 0.003412461091904229
Position 641: 0.0030401937358397768
Position 1591: 0.002842565501533771
Position 3782: 0.002603140182687445
Position 3306: 0.002272212257985206
Position 1007: 0.0021116378888920606
Position 2401: 0.0018871256932675683
Position 342: 0.0018435489380600918
Position 2604: 0.0017222565048776327
Position 1824: 0.0013920617945257117
Position 1898: 0.0013898647679914072
Position 126: 0.0013887224015880306
Position 2533: 0.0012468674656278137
Position 3156: 0.0011621206779923894
Position 3318: 0.0011018835230311998
Position 164: 0.0010595097403776638
Position 592: 0.0006611822393597135
Position 66: 0.0006063068590927838
Position 1930: 0.000548907215528177
Position 12: 0.0005340125923510394
Position 3081: 0.0005106982824473233
Position 344: 0.0004934206724852296
Position 324: 0.00040469029809188774
Position 2477: 0.0004028813892977847
Position 1980: 0.00037802962441768124
Position 1272: 0.00032581569622201214
Position 411: 0.0002831536525800791
Position 1415: 0.00027429584186662847
Position 470: 0.0002708067346030478
Position 1578: 0.0002454077758140264
Position 1777: 0.0002376290874468695
Position 448: 0.00019730846926579478
Position 1765: 0.00018297244837215835
Position 3215: 0.0001709688830194095
Position 332: 0.00016936686668649666
Position 1908: 0.0001632715522417171
Position 3620: 0.00015458696232725514
Position 1323: 0.00015447974333166012
Position 4309: 0.00013983521798790663
Position 480: 0.00013680706158711504
Position 3171: 0.00012167517027340582
Position 1072: 9.817218788342902e-05
Position 1871: 8.767867484112979e-05
Position 1406: 8.719928283044665e-05
Position 4219: 8.163824574877141e-05
Position 482: 6.507784155619677e-05
Position 3850: 6.40330779009046e-05
Position 790: 6.175230085638122e-05
Position 3841: 5.7021103212343635e-05
Position 714: 5.2434400718796476e-05
Position 3523: 5.046062651183039e-05
Position 4387: 5.02666319825489e-05
Position 403: 5.021188002850276e-05
Position 929: 4.822823935352393e-05
Position 209: 4.5166428474323826e-05
Position 3303: 4.373123175116903e-05
Position 3153: 4.006641240120606e-05
Position 3601: 3.56900580410207e-05
Position 140: 3.4981044362536196e-05
Position 809: 2.943431432723581e-05
Position 639: 2.7919983020052472e-05
Position 4262: 2.674024280490458e-05
Position 3916: 2.2604537074235914e-05
Position 3335: 1.7337146591229356e-05
Position 3664: 1.706254024398453e-05
Position 706: 1.6635173632920768e-05
Position 3160: 1.3641453575696422e-05
Position 4168: 1.2907739498165696e-05
Position 3447: 1.1127617062342026e-05
Position 3592: 9.308153868365131e-06
Position 3015: 8.626737488868302e-06
Position 716: 6.3142094868389086e-06
Position 34: 5.595280294763597e-06
Position 317: 4.295800780393298e-06
Position 4360: 3.453926693834727e-06
Position 3095: 3.015826394215532e-06
Position 898: 2.2680363827026915e-06
Position 3063: 1.097201806945952e-06
Position 3255: 5.357962432288533e-07
Position 3162: 1.4981492745400677e-07
Position 3106: 1.3587292909866094e-07
Position 628: 1.335239122098414e-07
Position 432: 1.9985207912770933e-08
Position 4026: 9.521367840813807e-09
Position 3594: 7.764932836810752e-09
Position 4092: 2.5049846046801097e-09
Position 3549: 4.6087438970786307e-10
Position 3431: 2.5491668885154494e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2968: 0.9996156626532451
Position 3411: 0.9977639170555317
Position 3692: 0.9259836354047177
Position 1099: 0.6225011061501277
Position 2221: 0.05700347311980749
Position 1889: 0.029446181662975378
Position 282: 0.017445549727938173
Position 950: 0.014313794129434305
Position 3705: 0.009019046632023287
Position 1604: 0.007693168738671114
Position 3884: 0.007205324290818728
Position 2021: 0.0069280558239967665
Position 714: 0.0064622174098359075
Position 3738: 0.006286407316906904
Position 1908: 0.003655416520240368
Position 557: 0.003525124024788401
Position 1115: 0.0034321764120132207
