Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711]
SMsplice 3SS: [891]
top_k =  500
Partition function (log Z): -4.807938201363667

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8343648125148551
Position 175: 0.6252323551887116
Position 928: 0.3279172729303714
Position 1243: 0.13420303119536173
Position 1182: 0.1193189500079269
Position 1153: 0.042726416677826826
Position 47: 0.02670141465465954
Position 41: 0.020834492765217927
Position 1009: 0.01736445901246213
Position 802: 0.007082190920720636
Position 1299: 0.006547205893569565
Position 351: 0.0037602962822877108
Position 1640: 0.0036002263931917467
Position 1287: 0.0035668236844665496
Position 974: 0.0033048489004526543
Position 715: 0.0024301871847725856
Position 1022: 0.0015999585387741898
Position 75: 0.0014245522711131965
Position 1031: 0.0013834909820250726
Position 945: 0.0013704963486038863
Position 723: 0.0009762252731802353
Position 1047: 0.0009250639251687268
Position 472: 0.000873676293264539
Position 516: 0.0007093751461437365
Position 250: 0.0006392535196666187
Position 1832: 0.0006037549349663886
Position 1068: 0.0005571400232892496
Position 356: 0.0004615691406589357
Position 243: 0.0004309334918766331
Position 2008: 0.0004212910849197264
Position 2015: 0.0004098847109680421
Position 941: 0.0004006362965185296
Position 1481: 0.0003095290350078691
Position 485: 0.0002957119635107798
Position 1784: 0.0002536106470149786
Position 456: 0.00025138065707102486
Position 808: 0.00021674486786366719
Position 1794: 0.00021476399278657054
Position 206: 0.00020911248964103734
Position 1659: 0.00019000366094309616
Position 239: 0.0001892893817339898
Position 552: 0.00016836866791232474
Position 155: 0.00015499634911849336
Position 60: 0.0001434686932069971
Position 226: 0.00012835673468532906
Position 765: 0.00011909901337022805
Position 105: 0.00011866691031916263
Position 1496: 8.262706798412551e-05
Position 1988: 7.719032621233716e-05
Position 13: 6.310734248256156e-05
Position 812: 4.603409625793581e-05
Position 341: 3.937952956490607e-05
Position 726: 3.901195294617087e-05
Position 576: 3.116004247220933e-05
Position 7: 2.919080961820979e-05
Position 55: 1.9631657368465142e-05
Position 694: 1.6850062234113556e-05
Position 591: 4.26647363516459e-06
Position 702: 2.501959277621715e-06
Position 550: 2.1476914328805658e-06
Position 181: 1.97702257893543e-06
Position 736: 1.9538508480248766e-06
Position 1206: 1.026380979304262e-06
Position 1173: 7.056915648037705e-07
Position 1247: 3.834830230109022e-07
Position 501: 3.7752115169236595e-07
Position 556: 2.663339791073874e-07
Position 1138: 1.5128257268688725e-08
Position 179: 6.543932575862719e-09
Position 137: 4.87587946072431e-09
Position 241: 1.1703222706152639e-09
Position 270: 7.639584501670067e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8762584006880378
Position 1399: 0.6212116645583711
Position 514: 0.14690162288653458
Position 413: 0.0854564532295735
Position 239: 0.064074764021349
Position 289: 0.05482378021009447
Position 1093: 0.04303540775874173
Position 591: 0.03410101038985676
Position 226: 0.031556229086054426
Position 440: 0.03105395106749022
Position 89: 0.028287391507620465
Position 1347: 0.024672618448434273
Position 1892: 0.01924022368711811
Position 137: 0.015577122105931469
Position 1286: 0.011557838039291295
Position 525: 0.010954572576980966
Position 1350: 0.010217497565814375
Position 1313: 0.009583999871695479
Position 247: 0.008852709603160373
Position 576: 0.006819531455751331
Position 768: 0.006497635543256289
Position 644: 0.006277243925342587
Position 1058: 0.005893602359507303
Position 456: 0.005432375918334974
Position 1025: 0.005424888807210195
Position 567: 0.00425953685249721
Position 1067: 0.003994480300038029
Position 268: 0.0031874458333192627
Position 1353: 0.0025886371850266355
Position 974: 0.0023960953679633724
Position 954: 0.0023787855402811315
Position 1250: 0.0018774291247850728
Position 2072: 0.0018288581938812527
Position 1818: 0.0011939006502911071
Position 825: 0.0011629121179149884
Position 1031: 0.0010263620511429894
Position 292: 0.0007754437680340251
Position 822: 0.000756952381196474
Position 1539: 0.0005850839570486999
Position 492: 0.0005673028221356218
Position 1742: 0.0005639552660907948
Position 1008: 0.0005419684222081584
Position 666: 0.00035955487258848616
Position 1232: 0.0003348160195023257
Position 1365: 0.0002698786087669979
Position 1867: 0.0002599257917944312
Position 765: 0.0002517306020288494
Position 1897: 0.00016666398772996092
Position 602: 0.0001644609653113176
Position 254: 7.033733454013802e-05
Position 649: 6.478293119286405e-05
Position 341: 5.598840165034202e-05
Position 632: 5.450683788242994e-05
Position 256: 3.245294377595576e-05
Position 367: 2.0724186062299797e-05
Position 197: 8.178522242485224e-06
Position 174: 2.1886315896193643e-06
Position 673: 9.476528598861206e-07
Position 915: 3.33216252342294e-07
Position 168: 1.5942619685046942e-08
Position 179: 1.1960135446070388e-08
Position 209: 1.1924865698502353e-08
Position 677: 5.613920524720135e-09
Position 203: 4.937419634915511e-09
