Gene = DNApol-epsilon58
index = 1127
Annotated 5SS: [762]
Annotated 3SS: [818]
SMsplice 5SS: [762]
SMsplice 3SS: [818]
top_k =  500
Partition function (log Z): -5.370254352205761

Sorted 5' Splice Sites (High to Low Probability):
Position 762: 0.9990645579022158
Position 991: 0.009674540024866328
Position 290: 0.006531126756069745
Position 897: 0.003057847000961416
Position 314: 0.0026195629087654685
Position 1340: 0.00142580506007626
Position 355: 0.0010697190549689365
Position 200: 0.0009775748159195918
Position 750: 0.0006592781991300567
Position 1004: 0.00046467823465030206
Position 341: 0.00033819144198588767
Position 1030: 0.00022764279512263675
Position 1137: 0.00020083624544690192
Position 1337: 0.00016620470792614984
Position 919: 0.000132545608261645
Position 403: 9.92035034569529e-05
Position 1366: 8.782727468759224e-05
Position 457: 7.572931417862598e-05
Position 948: 6.73464288643854e-05
Position 766: 6.0435642702267965e-05
Position 1436: 3.279895988651391e-05
Position 1198: 2.8266077916812013e-05
Position 1318: 2.0323564124157565e-05
Position 245: 1.4875699711710706e-05
Position 776: 1.2861274479155006e-05
Position 1034: 1.220875316109486e-05
Position 667: 1.2084669384473886e-05
Position 986: 1.0679596570885926e-05
Position 1402: 8.923808227594905e-06
Position 1077: 8.53346138116052e-06
Position 138: 7.75553430590933e-06
Position 1190: 5.838535955683602e-06
Position 62: 5.4895090174867844e-06
Position 1551: 4.436393237867134e-06
Position 752: 3.6864713453100495e-06
Position 971: 3.530371915801583e-06
Position 1347: 2.607629560747511e-06
Position 553: 2.1666288343535722e-06
Position 596: 2.127259893508128e-06
Position 657: 1.980319690337808e-06
Position 1027: 1.374474601072789e-06
Position 111: 1.3584448773542015e-06
Position 1007: 1.0038501997919969e-06
Position 348: 9.68638113650077e-07
Position 1510: 9.641953624291017e-07
Position 577: 5.306266475493421e-07
Position 599: 3.7396677143085606e-07
Position 500: 1.531026846425143e-07
Position 634: 7.781546771414314e-08
Position 662: 2.6274449857879567e-08
Position 515: 1.8861709982473982e-08
Position 722: 9.441770215584702e-09
Position 687: 4.6893368593545e-09
Position 1050: 3.3093602199450363e-09
Position 1067: 2.2200089238966305e-09
Position 641: 1.1657019214621895e-09
Position 861: 4.0144246486499247e-10
Position 1233: 3.1462846386165313e-10
Position 800: 4.204973729192599e-11
Position 1291: 8.201307886790456e-12
Position 1306: 5.01121616324331e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.9919231803768945
Position 1060: 0.015116477559192994
Position 364: 0.006559901570605705
Position 1397: 0.0021490886823457033
Position 1318: 0.0021340094461265078
Position 1481: 0.0015747011569020215
Position 1259: 0.0015486003529855312
Position 497: 0.0013270224698307112
Position 442: 0.0012181909229249093
Position 466: 0.0011083034138307927
Position 394: 0.0006078799139115738
Position 508: 0.0006003993842977189
Position 858: 0.00048535290667269627
Position 1205: 0.00019050829024136148
Position 619: 9.42606021701033e-05
Position 1148: 6.038521332628907e-05
Position 1092: 4.759402267671583e-05
Position 1444: 4.5707165772054125e-05
Position 667: 4.295970120840554e-05
Position 1291: 3.497732864413925e-05
Position 861: 3.41201424502434e-05
Position 1417: 3.321117834060652e-05
Position 1333: 2.8979077167886598e-05
Position 1428: 2.5335015547282226e-05
Position 373: 2.416629333094518e-05
Position 403: 2.177315782777054e-05
Position 1408: 2.087999107135689e-05
Position 1018: 2.0388527635262893e-05
Position 1555: 1.5466340779203776e-05
Position 1612: 1.5154767349431991e-05
Position 728: 1.479458726509306e-05
Position 553: 1.0929598156723381e-05
Position 1015: 1.040332807652061e-05
Position 547: 8.483467983618717e-06
Position 800: 7.396058472871211e-06
Position 1098: 5.755617917381293e-06
Position 626: 5.089736189832964e-06
Position 671: 4.859304599648344e-06
Position 1643: 4.385787795303796e-06
Position 937: 4.2268469155399115e-06
Position 926: 2.919591386650008e-06
Position 268: 2.6457935799043786e-06
Position 1273: 2.590266028534111e-06
Position 133: 2.0443994794777933e-06
Position 1366: 1.8188394290684018e-06
Position 919: 1.6102147009023842e-06
Position 1330: 1.3656400533044722e-06
Position 106: 1.2772985896314435e-06
Position 798: 1.0717242222252079e-06
Position 138: 1.066131068162197e-06
Position 532: 1.0258909093807809e-06
Position 1631: 1.006563806799172e-06
Position 176: 9.383628882029792e-07
Position 1618: 7.7475828244893e-07
Position 760: 4.354420898178703e-07
Position 634: 2.048456618715983e-07
Position 589: 1.3003914565510054e-07
Position 646: 8.299692256296477e-08
Position 712: 6.530517714000551e-08
Position 683: 5.981332348817778e-08
Position 222: 5.0888974874107904e-08
Position 305: 5.000897930668937e-08
Position 538: 4.923031594309943e-08
Position 265: 3.233699037221636e-08
Position 157: 2.5617521710752673e-08
Position 229: 2.2312468478712957e-08
Position 526: 1.750932639626624e-08
Position 310: 1.255977663578664e-08
Position 592: 3.3934505330504806e-09
Position 250: 2.205741078920331e-09
Position 254: 8.303273428196435e-13
Position 154: 5.886893057277954e-13
Position 211: 1.1165286250112711e-13
