Gene = G6P
index = 1173
Annotated 5SS: [ 157  381  954 1123]
Annotated 3SS: [ 215  454 1003 1170]
SMsplice 5SS: [ 381  954 1123]
SMsplice 3SS: [ 454 1003 1170]
top_k =  500
Partition function (log Z): 0.712177378822445

Sorted 5' Splice Sites (High to Low Probability):
Position 954: 0.9916915907682768
Position 381: 0.9307096774536259
Position 1123: 0.8233202612677192
Position 157: 0.44711621127555407
Position 1333: 0.18004698139422443
Position 1322: 0.011301227186748499
Position 183: 0.00742448943942285
Position 945: 0.004005686469624537
Position 385: 0.0026643197688445883
Position 941: 0.0022702310744319035
Position 800: 0.0011501546275631605
Position 1225: 0.0006579691265944616
Position 724: 0.0005580898535495646
Position 1307: 0.00031680195251088876
Position 302: 0.0003014915850103676
Position 720: 0.0002877065544285106
Position 1255: 0.00023954070280664467
Position 958: 0.00013909977197754794
Position 1277: 0.00013668611691906832
Position 1269: 0.00012813775735993565
Position 1264: 0.00011499485375923296
Position 1127: 0.0001060741956097908
Position 1337: 8.016071168329032e-05
Position 571: 6.710680413975091e-05
Position 1294: 6.561865216794372e-05
Position 695: 4.9328741898724176e-05
Position 608: 3.375561346553452e-05
Position 1046: 3.18603990725119e-05
Position 896: 2.9542166601335954e-05
Position 253: 2.3176009171254088e-05
Position 299: 2.2514164866297628e-05
Position 902: 1.608879290054978e-05
Position 1217: 1.4429551877144087e-05
Position 398: 1.2197330943099109e-05
Position 606: 1.0074969833379014e-05
Position 1015: 8.706243438325424e-06
Position 1067: 5.529477612635582e-06
Position 909: 5.4696434859099796e-06
Position 42: 4.771828954622886e-06
Position 1229: 4.214683815305267e-06
Position 784: 3.6561571759797948e-06
Position 221: 3.2141243080587955e-06
Position 962: 2.8292900092508266e-06
Position 311: 2.5289869302009447e-06
Position 83: 2.470697867798447e-06
Position 103: 1.8076195681104562e-06
Position 825: 1.4541282806861465e-06
Position 830: 1.0130838741737392e-06
Position 510: 6.018149428591763e-07
Position 516: 5.953253045380293e-07
Position 276: 5.837361429856653e-07
Position 76: 4.4493191327118565e-07
Position 639: 3.0026556683212955e-07
Position 513: 2.6932729329224216e-07
Position 717: 2.67272158381048e-07
Position 612: 2.406981254775901e-07
Position 544: 1.5399771284738498e-07
Position 758: 1.4504167510708256e-07
Position 1017: 1.03189540665295e-07
Position 861: 6.811411345543345e-08
Position 1050: 6.095923009307846e-08
Position 482: 1.01800801052744e-08
Position 497: 9.71267010043696e-10
Position 325: 9.561287601653984e-10
Position 479: 8.166526326904905e-10
Position 900: 3.699606589795662e-12
Position 629: 3.177486762934502e-12
Position 665: 2.9238340484944937e-12
Position 472: 1.938506434271711e-12
Position 850: 1.6841717157070253e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1003: 0.9617291823766178
Position 454: 0.9073819698222024
Position 1170: 0.7648327031330305
Position 215: 0.3805324931688554
Position 1381: 0.2537450575240938
Position 251: 0.061618685740051825
Position 1022: 0.018275117973118767
Position 497: 0.014610720707095529
Position 1071: 0.012315355164369404
Position 311: 0.005794048117259686
Position 221: 0.005188695724264598
Position 521: 0.004896338433089168
Position 867: 0.0036642591340336045
Position 1322: 0.0014897719203379423
Position 770: 0.0013970056472693063
Position 551: 0.0011903493983890625
Position 799: 0.0009496592031881574
Position 1046: 0.0009047389492817271
Position 315: 0.0008356473507113458
Position 1388: 0.0006163447068911428
Position 1264: 0.0005620391214067049
Position 818: 0.0004950969597506324
Position 1261: 0.00046763504123714515
Position 1354: 0.0004537696439369987
Position 356: 0.00043723385312803006
Position 492: 0.00037932901644316706
Position 1359: 6.582245033958058e-05
Position 230: 5.867980342138117e-05
Position 1225: 5.135418853234972e-05
Position 544: 4.7039687639847896e-05
Position 1120: 3.0288041076457166e-05
Position 830: 2.6945857510967473e-05
Position 1073: 2.5737806654857478e-05
Position 467: 2.2481917768163675e-05
Position 900: 2.0076693431034126e-05
Position 1418: 1.9139721209992373e-05
Position 914: 1.573598841045537e-05
Position 1302: 1.536085644205994e-05
Position 885: 1.3589107089011322e-05
Position 1333: 1.2106360551965983e-05
Position 264: 4.29278567758649e-06
Position 388: 2.053052069027275e-06
Position 1361: 7.079480380762899e-07
Position 190: 7.969331765122062e-08
Position 200: 3.4827029474211254e-08
Position 151: 1.598336460925587e-08
Position 198: 7.169875780630452e-11
Position 385: 6.7905753771477705e-12
Position 127: 3.4547869085624518e-12
Position 393: 2.0379262314412203e-13
