Gene = hob
index = 1728
Annotated 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
Annotated 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
SMsplice 5SS: [ 169  376  975 1303 1501 3623 4166 5267 7426]
SMsplice 3SS: [ 248  431 1026 1356 1556 3684 4227 5323 7487]
top_k =  500
Partition function (log Z): 27.566053490377378

Sorted 5' Splice Sites (High to Low Probability):
Position 3623: 0.9994486826500546
Position 975: 0.9981146842367413
Position 1501: 0.9978759110699033
Position 5267: 0.9965011613536221
Position 4166: 0.9954167374496777
Position 169: 0.9913267838998541
Position 7426: 0.9795790773854848
Position 1303: 0.9786163411372315
Position 376: 0.5172097230122344
Position 5927: 0.35935166746420505
Position 6796: 0.22496007735039028
Position 373: 0.12905023423955356
Position 1887: 0.09985525014071313
Position 2340: 0.08546061964869674
Position 2330: 0.056687557759690116
Position 6925: 0.0476091477197536
Position 619: 0.04702859139407347
Position 2026: 0.04130090391995516
Position 4597: 0.040651453722042985
Position 4607: 0.03700330291895405
Position 3810: 0.030743011714797683
Position 2566: 0.029504589527722683
Position 5555: 0.023749537401407155
Position 2117: 0.01927589914431878
Position 5539: 0.01838344725428158
Position 4017: 0.016797971779919218
Position 7282: 0.014836001337752263
Position 444: 0.01384719895717111
Position 5527: 0.013702487531316193
Position 3794: 0.01223717301309154
Position 6102: 0.011735771819011033
Position 2991: 0.011574250046879557
Position 2094: 0.01119945099580355
Position 5069: 0.01111921560850742
Position 645: 0.00958834006329048
Position 2334: 0.009256589588702676
Position 29: 0.008339097597869268
Position 6253: 0.00754467955063283
Position 1307: 0.006797785194216631
Position 362: 0.0061096635815432706
Position 4556: 0.005299569262322245
Position 1933: 0.0045003621689491706
Position 2937: 0.004178395508815662
Position 1750: 0.003901548521127816
Position 3914: 0.0036781221467803056
Position 477: 0.003607021919694018
Position 4170: 0.003283068887940574
Position 1164: 0.003180905017434447
Position 2328: 0.003082020774013184
Position 2993: 0.0030563728357444787
Position 4021: 0.002762550672761693
Position 3207: 0.0021628783385899976
Position 5815: 0.0019994097664158784
Position 5572: 0.0017307149761027548
Position 3818: 0.0012798973925455123
Position 4385: 0.0012374439370799772
Position 2736: 0.0011506888999795444
Position 5046: 0.0011223855089510348
Position 3798: 0.0009962292588533354
Position 1505: 0.0009257624988482742
Position 5257: 0.0008930748388651862
Position 7647: 0.0008075195019560833
Position 6124: 0.0008035275477685604
Position 1793: 0.0007961915340596255
Position 1812: 0.000767487656510753
Position 7608: 0.0006182522053249372
Position 1952: 0.000616327681731511
Position 7805: 0.0006134801375803469
Position 4312: 0.0006081850062601036
Position 4527: 0.0005525120201768065
Position 7809: 0.0005117679950270766
Position 5053: 0.0004981029769693577
Position 1296: 0.0004965260322568834
Position 915: 0.0004854370361530505
Position 6046: 0.0004540119668778305
Position 5164: 0.00043031436956824965
Position 2755: 0.000418855152594071
Position 655: 0.00041024933691932546
Position 301: 0.00040832847400443977
Position 100: 0.0004038724354711281
Position 41: 0.0003871561780886024
Position 1580: 0.00034038243230451615
Position 182: 0.0002632051882219411
Position 1785: 0.0002532149068065612
Position 173: 0.00025027760895573694
Position 7399: 0.00024295813728040453
Position 1118: 0.00024293851400153125
Position 740: 0.00023591474821773583
Position 5522: 0.00023541566783488017
Position 979: 0.00022657250627585373
Position 7709: 0.000222411817042909
Position 781: 0.00020509336591203328
Position 1964: 0.00019907431189774338
Position 4506: 0.00019535835846950389
Position 1498: 0.00017839848649918653
Position 7022: 0.00017344739508344913
Position 36: 0.00017205730417411388
Position 346: 0.0001702997534235962
Position 273: 0.00017013768920351314
Position 3627: 0.0001539705633269351
Position 5670: 0.00015102136435712736
Position 4585: 0.00015006319420480795
Position 6082: 0.00014613353919744858
Position 5271: 0.00014078281336710554
Position 737: 0.00013293373837326678
Position 4234: 0.00011290061710100062
Position 7765: 0.00011112104239956313
Position 2001: 0.00011010532978393926
Position 7623: 9.298528300728095e-05
Position 161: 9.038196938115587e-05
Position 3936: 8.175474866004434e-05
Position 7844: 7.969735103188878e-05
Position 7847: 7.110198608068908e-05
Position 690: 6.125454727486623e-05
Position 7838: 5.6558641671610563e-05
Position 1242: 5.4555723479291675e-05
Position 5947: 4.546536358026349e-05
Position 1077: 4.448161068900516e-05
Position 5424: 3.942711520038823e-05
Position 4653: 3.63472629537453e-05
Position 1293: 3.577129893213656e-05
Position 7685: 3.1724390020305694e-05
Position 4124: 2.4998451745256525e-05
Position 311: 2.4523915896901482e-05
Position 5698: 2.4106753472879354e-05
Position 1091: 2.3447190588749868e-05
Position 1427: 2.2953277688680232e-05
Position 2103: 2.2846748608905407e-05
Position 8: 2.2824050134049276e-05
Position 4172: 2.269163514041997e-05
Position 86: 2.259146015372349e-05
Position 48: 2.105242797916959e-05
Position 806: 2.092597050480488e-05
Position 4501: 2.0454956634496632e-05
Position 621: 1.743265071984963e-05
Position 1815: 1.6539247371903383e-05
Position 7513: 1.6513634543406527e-05
Position 4174: 1.405774330816632e-05
Position 187: 1.3772184093880176e-05
Position 280: 1.3607847245286434e-05
Position 1825: 1.2415714240678952e-05
Position 2291: 1.2053353259529447e-05
Position 2652: 1.0166491450830593e-05
Position 1967: 9.441669332288782e-06
Position 1280: 9.189674669270474e-06
Position 1474: 8.973575661989914e-06
Position 5429: 8.835591039299697e-06
Position 5840: 8.772922018315816e-06
Position 460: 8.674480491154568e-06
Position 269: 8.664008251531293e-06
Position 5842: 8.194309547977501e-06
Position 2015: 7.91157879997675e-06
Position 705: 7.28399132523667e-06
Position 941: 6.945294644437716e-06
Position 288: 6.402061141044044e-06
Position 5833: 6.180559940789455e-06
