Gene = Piezo
index = 1380
Annotated 5SS: [  446 10137 10468 10836 11195 11396 11626 12325 13734 14001 14617 15325
 15879 16743 16957 18977 19378 19806 20491 20634 21778 22206 23183 23603
 23812 24020 25022 25603 25805]
Annotated 3SS: [ 9942 10202 10527 11067 11275 11462 12102 13499 13802 14056 14705 15385
 15937 16798 18910 19231 19553 20115 20556 21741 22052 23043 23240 23664
 23874 24087 25094 25662 25858]
SMsplice 5SS: [  446 10137 10468 10836 11195 11396 11626 13422 13734 14001 14617 15325
 15879 16743 16957 19378 20491 21778 23183 23603 23812 24020 25022 25603
 25805]
SMsplice 3SS: [ 9942 10202 10527 11067 11275 11462 12921 13499 13802 14056 14705 15385
 15937 16798 18910 20067 20556 23043 23240 23664 23874 24087 25094 25662
 25858]
top_k =  500
Partition function (log Z): 76.66994833682303

Sorted 5' Splice Sites (High to Low Probability):
Position 23603: 0.9997683650001604
Position 20491: 0.9992948463139184
Position 24020: 0.9990113410728525
Position 23183: 0.9990051904032831
Position 23812: 0.9987228349285173
Position 13734: 0.9974883332109699
Position 25022: 0.9970279690165508
Position 16957: 0.9966822147198798
Position 25603: 0.9888241750483653
Position 14001: 0.9886475333402382
Position 10137: 0.9731098842070692
Position 19378: 0.9716108010985053
Position 15325: 0.9612521380464389
Position 11195: 0.9572144747535951
Position 11626: 0.9554510718985493
Position 25805: 0.9542481726802458
Position 11396: 0.9408106498427731
Position 16743: 0.9326033053835355
Position 10468: 0.9203747173384872
Position 10836: 0.9118003876236519
Position 14617: 0.8838148995490104
Position 21778: 0.8250860930586835
Position 15879: 0.7696741207642273
Position 446: 0.6964471914319491
Position 22206: 0.45557779614422994
Position 12325: 0.37976219259285693
Position 13422: 0.3658293280052299
Position 13347: 0.3596193131962029
Position 19806: 0.3386605807856939
Position 22720: 0.22837063697690846
Position 22545: 0.20947567547565568
Position 25373: 0.19401981469393223
Position 21321: 0.18492768340225513
Position 15851: 0.17489644828560233
Position 14345: 0.14285312524932767
