Gene = Cnb
index = 1082
Annotated 5SS: [ 221 1459 1679 2079]
Annotated 3SS: [ 281 1516 1740 2142]
SMsplice 5SS: [ 221 1459 1679 2079]
SMsplice 3SS: [ 281 1516 1740 2142]
top_k =  500
Partition function (log Z): 2.8780598300695748

Sorted 5' Splice Sites (High to Low Probability):
Position 2079: 0.9983227785084496
Position 221: 0.9563118017272031
Position 1679: 0.8312501554150953
Position 1459: 0.7313072518663879
Position 1918: 0.09180604769910031
Position 1438: 0.09127717281950339
Position 1635: 0.07180180621878285
Position 620: 0.030059980695772207
Position 2523: 0.019194932614679014
Position 5: 0.013164453830586795
Position 218: 0.011211504893257241
Position 559: 0.009917242484039574
Position 581: 0.005462903383065777
Position 55: 0.0031749527501236806
Position 431: 0.003019320542338839
Position 624: 0.001871219291802398
Position 2171: 0.001202118926530092
Position 1892: 0.001035857454132882
Position 1218: 0.0009638300185266879
Position 1090: 0.0005886106083338789
Position 902: 0.0005587311266811665
Position 225: 0.00048502945538039327
Position 1269: 0.00045236736395846283
Position 10: 0.00030176188012867063
Position 438: 0.00028940681352889104
Position 2571: 0.00020708233736746516
Position 2360: 0.00020637548877478656
Position 2259: 0.00018114654117441784
Position 1156: 0.00013317399605251265
Position 1428: 0.00010188495614892643
Position 2586: 9.994511389439804e-05
Position 86: 7.434444974724551e-05
Position 393: 6.722669511677094e-05
Position 601: 6.22160062086999e-05
Position 1252: 5.620802298641709e-05
Position 865: 5.4301367699761576e-05
Position 2244: 4.6552215605975806e-05
Position 943: 4.016163068235844e-05
Position 2436: 3.202436066914397e-05
Position 2484: 3.0043600117632478e-05
Position 785: 2.8375166139638155e-05
Position 79: 2.551517829406186e-05
Position 1813: 2.5513451252907048e-05
Position 2220: 2.2728729124909093e-05
Position 1030: 2.1387369744315447e-05
Position 2428: 1.879784070025331e-05
Position 1993: 1.7801391568310194e-05
Position 444: 1.3839936273652016e-05
Position 8: 1.2346635583456688e-05
Position 2595: 4.420442400957272e-06
Position 2063: 3.682565438105192e-06
Position 2542: 2.9132239343567615e-06
Position 256: 2.806167714791482e-06
Position 1097: 2.4290109315372865e-06
Position 1135: 2.288959155759656e-06
Position 2357: 1.765421951830791e-06
Position 236: 1.4861357226795479e-06
Position 628: 3.1658696166826087e-07
Position 844: 1.2592001579737083e-07
Position 198: 5.302407348939999e-08
Position 181: 4.339418433084929e-08
Position 2185: 2.45742866001595e-08
Position 2001: 1.7465585165084358e-08
Position 2290: 1.3411021468739323e-08
Position 135: 1.0169809404807519e-08
Position 281: 1.9730191780592576e-09
Position 111: 1.8580574499604774e-09
Position 149: 1.3173708933767202e-09
Position 117: 9.477104157651796e-10
Position 156: 8.14413031789846e-10
Position 299: 7.057234221491764e-10
Position 1836: 5.269615529909999e-11
Position 2514: 1.6602157434544164e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2142: 0.9974915106666271
Position 1740: 0.9888080508753364
Position 281: 0.9131471454995043
Position 1516: 0.674752540424044
Position 1974: 0.09126797299520682
Position 1523: 0.06645813020732852
Position 717: 0.014861363265446348
Position 1573: 0.013848370242469365
Position 2586: 0.01293546928206324
Position 980: 0.012607411775720116
Position 691: 0.011883738752358187
Position 292: 0.010965090689154659
Position 79: 0.008864134876887527
Position 1316: 0.006359714654707284
Position 498: 0.005584693480678724
Position 1800: 0.005405587773822437
Position 135: 0.004869649926904323
Position 2598: 0.00485701563590758
Position 265: 0.003500767995186694
Position 1233: 0.00341921788595252
Position 1044: 0.002300236307877976
Position 746: 0.0020906574610684045
Position 1980: 0.0019279470247646504
Position 2244: 0.0016412755621386553
Position 1532: 0.0015249858470724026
Position 299: 0.0014202675371326322
Position 149: 0.0013381535652764141
Position 1068: 0.0011797095207884062
Position 2607: 0.000984795824746926
Position 1600: 0.0009043246060347096
Position 859: 0.0007673202714197509
Position 1373: 0.0006068748202364435
Position 1376: 0.0005868086042559408
Position 2649: 0.0005730386196498875
Position 111: 0.0005319940926362696
Position 1268: 0.000493668961308878
Position 812: 0.0004901996356894908
Position 1603: 0.0004553943273496431
Position 2297: 0.000452707432259962
Position 91: 0.00044802794797894647
Position 1065: 0.00039596851402824533
Position 1586: 0.00031086761447716657
Position 1597: 0.0002739382652459161
Position 458: 0.00026442754389768977
Position 1956: 0.00025749814663378085
Position 618: 0.0002085046652494126
Position 1785: 0.00020166564505326264
Position 2323: 0.00019393648863233945
Position 1298: 0.00015423662844035697
Position 563: 0.00013038046146047493
Position 2448: 0.00012386282470971106
Position 994: 0.0001220198380647222
Position 1010: 0.00012069981315625684
Position 1752: 0.00011217373488945675
Position 1755: 0.0001006115866174893
