Gene = Rab3-GAP
index = 1403
Annotated 5SS: [ 104  469 2316 2598 2787 3972 4355]
Annotated 3SS: [ 158  521 2380 2658 2845 4156 4417]
SMsplice 5SS: [ 104  469 2316 2598 2787 3972 4355]
SMsplice 3SS: [ 158  521 2380 2658 2845 4156 4417]
top_k =  500
Partition function (log Z): 11.689592522376858

Sorted 5' Splice Sites (High to Low Probability):
Position 2787: 0.9991171744910162
Position 2598: 0.9922040605176525
Position 3972: 0.9873513266503976
Position 4355: 0.9747543280839062
Position 469: 0.8641205354657016
Position 104: 0.7949653391405502
Position 2316: 0.6560974188317645
Position 3139: 0.3922749767602852
Position 3472: 0.289431568864656
Position 3128: 0.16514815013297285
Position 959: 0.08553519894348754
Position 4597: 0.07038832847266582
Position 2922: 0.05401881701104872
Position 4574: 0.036509782658492085
Position 1726: 0.028809027880699452
Position 735: 0.02776689590579457
Position 1472: 0.022533205409150475
Position 683: 0.01930788282349163
Position 2992: 0.019032696392287
Position 449: 0.014176306591608675
Position 4076: 0.013639359323310243
Position 2041: 0.011828171074227784
Position 2164: 0.010769990031334633
Position 1387: 0.007589428100315883
Position 4621: 0.0058466386505523155
Position 698: 0.005042971731050215
Position 1780: 0.0049801217424727765
Position 4564: 0.004779508985392165
Position 169: 0.004716066888628661
Position 2565: 0.0040465409250296505
Position 1194: 0.003354750954372591
Position 695: 0.003116548084458336
Position 3045: 0.003012291069558903
Position 976: 0.002917797042064667
Position 3417: 0.0028816382657533926
Position 298: 0.0027776069980753886
Position 3126: 0.002617051061996483
Position 4578: 0.002383969256716608
Position 938: 0.0022323995196371635
Position 856: 0.0019765012414850545
Position 3026: 0.0019324159809417033
Position 1189: 0.0017495986633773218
Position 2963: 0.0017165832385724257
Position 1719: 0.0016897333995818831
Position 3074: 0.0016630415577302252
Position 3640: 0.0013927289640078009
Position 964: 0.0013124398662061828
Position 2997: 0.0012871121599938057
Position 1484: 0.0011581256621425076
Position 886: 0.0010196232334251597
Position 2553: 0.0009790457786814125
Position 3319: 0.000966288492331268
Position 447: 0.0009170324069803506
Position 3980: 0.0008140872886674916
Position 702: 0.000598369847063501
Position 2201: 0.0005660798864201629
Position 2521: 0.0005430373635560586
Position 673: 0.0005158686363568905
Position 3242: 0.00046578045685463594
Position 4072: 0.0004349374060253475
Position 40: 0.0004296206603782691
Position 4679: 0.00038924304908922926
Position 3304: 0.00035053610272686405
Position 3477: 0.00027667902357636433
Position 131: 0.0002755189811191989
Position 1983: 0.00026464877780320875
Position 473: 0.00020285939142747857
Position 721: 0.00018814035617694986
Position 3942: 0.00018658916397298325
Position 62: 0.00016189752060400515
Position 4729: 0.00014661820438315813
Position 718: 9.73801802724027e-05
Position 228: 8.627705944535966e-05
Position 2602: 8.327029791183182e-05
Position 741: 8.288257075610396e-05
Position 425: 6.914903720598673e-05
Position 3934: 4.537629008847415e-05
Position 76: 3.156619109360092e-05
Position 118: 3.0110874532409852e-05
Position 2499: 2.0922122796006867e-05
Position 3226: 1.867613159125226e-05
Position 2974: 1.8553853557175996e-05
Position 3184: 1.5304429929515418e-05
Position 4697: 1.5271931422297085e-05
Position 3881: 1.5018274421107489e-05
Position 4263: 1.4114435025049562e-05
Position 287: 1.1539679456703275e-05
Position 3249: 1.0691522142345223e-05
Position 4180: 6.614982323781679e-06
Position 153: 5.9346944294318345e-06
Position 3254: 5.704633509343436e-06
Position 4330: 5.442605463283544e-06
Position 488: 5.211346310039196e-06
Position 2791: 5.039090453365899e-06
Position 329: 3.395040971887241e-06
Position 4319: 3.020160643651759e-06
Position 2767: 2.9243347765905565e-06
Position 2446: 2.7762427626160713e-06
Position 235: 2.5557758674530093e-06
Position 2486: 2.520491106638457e-06
Position 9: 1.636192882619533e-06
Position 7: 1.591668816143176e-06
Position 842: 1.5896841390942317e-06
Position 2929: 1.0136173821038408e-06
Position 2845: 9.816550875444949e-07
Position 4359: 9.767803758751347e-07
Position 404: 8.673481990506456e-07
Position 2730: 7.102082407051954e-07
Position 836: 6.313780414157004e-07
Position 412: 1.83317340690649e-07
Position 4300: 1.6171852462628156e-07
Position 476: 1.2331214943056442e-07
Position 2871: 6.344546813760004e-08
Position 538: 5.950005620613823e-08
Position 398: 3.331335782301088e-08
Position 4534: 2.5693719755846775e-08
Position 2708: 1.5460366574261106e-08
Position 558: 7.913403675884974e-09
Position 3078: 5.745227827452211e-09
Position 2908: 5.093101613426838e-09
Position 618: 9.98141300212477e-10
Position 2943: 9.582404537590529e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4156: 0.982035568492385
Position 2845: 0.968520121885054
Position 2380: 0.9663793005740688
Position 2658: 0.9145824354852066
Position 4417: 0.8554707722741751
Position 521: 0.6777675323222458
Position 3202: 0.5411848882676112
Position 158: 0.5289179388311116
Position 3689: 0.21288853531237398
Position 226: 0.13195710547078007
Position 1030: 0.11231482757389168
Position 3792: 0.10813262496432978
Position 4420: 0.10120351142349782
Position 2682: 0.08429207227218952
Position 249: 0.06119315721567433
Position 4777: 0.05168964623116626
Position 3392: 0.03588268850996547
Position 795: 0.03255836715436034
Position 4659: 0.024310324577843392
Position 4783: 0.018490609457864255
Position 4038: 0.01830953825311767
Position 4732: 0.018083294463576174
Position 1535: 0.014539362994917317
Position 3812: 0.013841999925312673
Position 3596: 0.013795822769639176
Position 3515: 0.013693725707788991
Position 2426: 0.011133958248103488
Position 2114: 0.009581432115647964
Position 2183: 0.009381422613544054
Position 4729: 0.008714310362036258
Position 336: 0.007677612614782094
