Gene = barr
index = 1623
Annotated 5SS: [ 185  959 2569]
Annotated 3SS: [ 353 1017 2640]
SMsplice 5SS: [ 185  542  959 2569]
SMsplice 3SS: [ 316  645 1017 2640]
top_k =  500
Partition function (log Z): 6.013191013539853

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9996116953689308
Position 959: 0.9971051653800188
Position 185: 0.7285288403268432
Position 542: 0.6157519565916943
Position 224: 0.09610621999157941
Position 226: 0.05525657879280494
Position 1862: 0.05441375089596945
Position 2187: 0.019715502778665638
Position 1651: 0.013658762188750569
Position 1172: 0.010082900041724446
Position 235: 0.008466655203423514
Position 1351: 0.008104742107988875
Position 92: 0.007569374609904457
Position 2220: 0.004299235363770326
Position 869: 0.002078124036529705
Position 44: 0.0019359514920284499
Position 2974: 0.0018126175489078507
Position 1569: 0.0011433348984031505
Position 2824: 0.0011243953891196942
Position 1701: 0.0011101150029406983
Position 1193: 0.0010050985238050714
Position 2067: 0.0009350693537447428
Position 428: 0.0009342403429373234
Position 75: 0.0008296835433112612
Position 1329: 0.0008112221091092197
Position 289: 0.0007909126906432899
Position 2680: 0.0007655275457603517
Position 1837: 0.00039264384872579003
Position 195: 0.00037790130730685085
Position 2804: 0.0003195634366870444
Position 546: 0.00015896153707164944
Position 2555: 0.00013373814098587591
Position 1267: 0.00013094145399524367
Position 272: 0.00011984239083336796
Position 1376: 0.00011054483355287937
Position 512: 0.00010858771885609844
Position 689: 9.731724243978932e-05
Position 984: 8.747174582801906e-05
Position 78: 7.316624679059814e-05
Position 2650: 6.331557475319957e-05
Position 682: 5.80753134652339e-05
Position 548: 5.724251569412951e-05
Position 239: 5.391148781971755e-05
Position 98: 5.3221353164407526e-05
Position 1400: 4.604180162609827e-05
Position 963: 4.186093444807445e-05
Position 600: 3.821397771668563e-05
Position 2483: 2.301905744027841e-05
Position 197: 2.266326770505815e-05
Position 2880: 2.178928460630076e-05
Position 2884: 1.6792170993042416e-05
Position 3013: 1.625851482738905e-05
Position 125: 1.5215435596331311e-05
Position 2573: 1.4087810846653956e-05
Position 2862: 1.2251752302199208e-05
