Gene = TyrRS
index = 1578
Annotated 5SS: [ 699 1128 1514]
Annotated 3SS: [ 760 1189 1572]
SMsplice 5SS: [ 699 1128 1514]
SMsplice 3SS: [ 760 1189 1572]
top_k =  500
Partition function (log Z): 5.502633783286302

Sorted 5' Splice Sites (High to Low Probability):
Position 699: 0.9988486725649655
Position 1514: 0.989275690857465
Position 1128: 0.9277102118186052
Position 1132: 0.04483860490589815
Position 866: 0.03791338692963158
Position 1071: 0.018763614265908845
Position 509: 0.013012094216083894
Position 1849: 0.0027355019647976285
Position 521: 0.0022847587051731504
Position 403: 0.0022652687472603044
Position 955: 0.0014693666017605864
Position 590: 0.0010788341133665343
Position 340: 0.0007826928226722762
Position 1302: 0.0006499347446521577
Position 1017: 0.0006449554313311713
Position 1046: 0.00043114550399663476
Position 838: 0.0003815325902897443
Position 14: 0.00035916690495137074
Position 353: 0.00034584920206642887
Position 512: 0.0003077460380197405
Position 260: 0.00029617654530354287
Position 1311: 0.0002732758187287421
Position 452: 0.000232227517982138
Position 1293: 0.0001484160021392959
Position 62: 0.00013435148439645226
Position 646: 0.00012078070022010956
Position 439: 0.00010077448289691325
Position 1497: 8.384591956729256e-05
Position 367: 8.035993239769968e-05
Position 1063: 7.100684055743856e-05
Position 1691: 6.419321721516025e-05
Position 1305: 5.59628385575196e-05
Position 1403: 5.346222384872897e-05
Position 470: 4.334048635973714e-05
Position 907: 3.907974620666548e-05
Position 313: 3.479900987031557e-05
Position 580: 3.089315105314874e-05
Position 1873: 3.0470221896792297e-05
Position 543: 2.938783024398819e-05
Position 703: 2.904730503705709e-05
Position 1398: 2.3057523122064512e-05
Position 1518: 2.037780796898647e-05
Position 1227: 1.4874334396937427e-05
Position 558: 1.4242073665498979e-05
Position 658: 1.189809821643492e-05
Position 1344: 8.95804594319751e-06
Position 223: 8.923279636091783e-06
Position 316: 6.888115537109897e-06
Position 271: 6.774222503412033e-06
Position 526: 6.296004804602753e-06
Position 407: 5.494216991383799e-06
Position 1318: 4.733725248184358e-06
Position 606: 4.562746239925206e-06
Position 473: 3.835537064191772e-06
Position 1502: 3.0930553051077706e-06
Position 1586: 3.0739511668658877e-06
Position 1847: 2.6394882808922223e-06
Position 1443: 2.3360749264352956e-06
Position 1175: 2.1484921092649904e-06
Position 1484: 2.1306354340248252e-06
Position 383: 1.8289013891526322e-06
Position 1653: 1.2093167041474323e-06
Position 1437: 1.1140819092744734e-06
Position 916: 1.0349839206703687e-06
Position 215: 1.0216914503350593e-06
Position 611: 9.165829463936562e-07
Position 1589: 8.551126223056838e-07
Position 1742: 8.092499518820658e-07
Position 930: 5.361412758244276e-07
Position 1693: 5.355971146245394e-07
Position 1601: 5.256714370148944e-07
Position 430: 4.004409230349328e-07
Position 900: 3.797743859941474e-07
Position 1390: 2.995656287915275e-07
Position 1158: 2.0327567063947575e-07
Position 921: 2.03108137439917e-07
Position 1744: 1.6208465902468724e-07
Position 1629: 9.628249696185538e-08
Position 985: 7.556692366133945e-08
Position 203: 3.879324731303826e-08
Position 776: 3.216630960861273e-10
Position 1463: 5.3565687332843475e-11
Position 786: 3.2365478394086186e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 760: 0.9986066253288733
Position 1189: 0.9963801816285984
Position 1572: 0.98824343685259
Position 936: 0.03493500675987644
Position 565: 0.018367940016861595
Position 1921: 0.0022186472796849616
Position 641: 0.0014468836916824458
Position 1942: 0.0008491246416694435
Position 1226: 0.0005745339889460687
Position 460: 0.0005461203078852248
Position 1356: 0.0004845970593855766
Position 1653: 0.0004036663181890026
Position 1352: 0.0003588324903176286
Position 80: 0.00031849215871110727
Position 912: 0.0003162518494691601
Position 1720: 0.0002981082127083626
Position 1390: 0.00015868580163913153
Position 465: 0.00012769517909402378
Position 1687: 0.00012279215858644154
Position 112: 0.00012088274114245418
Position 1120: 0.00011821246579227393
Position 783: 0.0001112141051381224
Position 1460: 8.960635363512713e-05
Position 1005: 8.499101330802755e-05
Position 940: 7.602070591118788e-05
Position 1090: 7.411739578174744e-05
Position 1629: 5.465824212133768e-05
Position 1610: 5.3931906409873145e-05
Position 352: 5.233680724443173e-05
Position 427: 5.054228559892636e-05
Position 1017: 4.951217957050287e-05
Position 1378: 4.443486327750541e-05
Position 646: 3.6574371280561524e-05
Position 115: 3.5652470908408313e-05
Position 1403: 3.167171729434783e-05
Position 723: 3.1462955807233e-05
Position 619: 3.118533849037274e-05
Position 307: 2.6169826019804968e-05
Position 580: 2.616148299886368e-05
Position 1418: 2.363254817545345e-05
Position 412: 2.1408174537828745e-05
Position 328: 2.0882370946900805e-05
Position 1014: 1.950572779322959e-05
Position 493: 1.5379065723557906e-05
Position 1690: 1.4428116008036405e-05
Position 496: 1.3553327469596111e-05
Position 1684: 1.1175184693090922e-05
Position 1672: 1.1121376401514048e-05
Position 520: 7.663409316893049e-06
Position 439: 7.514384429443419e-06
Position 1128: 7.305668032613985e-06
Position 1232: 7.129529420300894e-06
Position 1885: 5.298804288547501e-06
Position 658: 5.044000136863286e-06
Position 1728: 4.695691246102766e-06
Position 946: 4.2943975209769875e-06
Position 85: 4.255816567495353e-06
Position 810: 4.105639591754744e-06
Position 1301: 3.692776743759504e-06
Position 1750: 3.402916639930793e-06
Position 394: 3.0684368775619504e-06
Position 506: 3.022092387143968e-06
Position 1104: 3.0210187344622525e-06
Position 403: 2.7310314283425806e-06
Position 843: 2.724828852491608e-06
Position 643: 2.696409167061669e-06
Position 1774: 2.535795946932659e-06
Position 1421: 2.486069450977139e-06
Position 966: 2.3538886268293546e-06
Position 801: 2.2507389988841403e-06
Position 247: 2.1675701246844025e-06
Position 436: 1.6959100290754094e-06
Position 340: 1.6486288332060137e-06
Position 1056: 1.6199716051170764e-06
Position 1866: 1.5260365532959637e-06
Position 589: 1.4453984458721315e-06
Position 798: 1.2569034099655025e-06
Position 846: 1.0265516971100362e-06
Position 1257: 1.0147263509320796e-06
Position 1236: 7.633744951986215e-07
Position 361: 7.429173585251777e-07
Position 1239: 7.010618848169878e-07
Position 417: 6.77048717295561e-07
Position 1071: 6.354604242559107e-07
Position 508: 6.352435164840106e-07
Position 82: 4.5854312039216447e-07
Position 739: 4.2560043869960983e-07
Position 954: 2.5141812536577433e-07
Position 251: 2.4900765186172927e-07
Position 1469: 2.3509229475682032e-07
Position 849: 2.1734880415210753e-07
Position 1791: 1.6865434867034374e-07
Position 229: 1.139858326950759e-07
Position 1068: 9.547372169578197e-08
Position 133: 9.441888900381162e-08
Position 1783: 7.107716693985557e-08
Position 1198: 6.286118476169622e-08
Position 1669: 4.355596319198056e-08
Position 1158: 3.468977755559499e-08
Position 673: 2.9059220440944024e-08
Position 166: 1.6447465062420446e-08
Position 142: 2.348339463733636e-12
Position 260: 6.873992632474161e-13
Position 89: 6.552692397279931e-13
Position 196: 1.9907826452633366e-13
Position 154: 3.29867638358129e-16
