Gene = ChLD3
index = 1068
Annotated 5SS: [ 345 2455 3039]
Annotated 3SS: [1721 2515 3096]
SMsplice 5SS: [ 984 2455]
SMsplice 3SS: [1721 2515]
top_k =  500
Partition function (log Z): -5.795998240865694

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.986048978583331
Position 984: 0.6043012077171616
Position 3039: 0.3866644449425794
Position 345: 0.31022432261713934
Position 3277: 0.23516494332301185
Position 999: 0.053498561792608035
Position 2796: 0.03871485710231019
Position 3377: 0.02722569339236299
Position 1027: 0.02352844739944732
Position 2708: 0.023206712114450932
Position 1613: 0.021876354691163433
Position 2616: 0.020018854871019932
Position 3453: 0.018312088180792073
Position 1881: 0.017656166690023744
Position 3005: 0.013141398058700049
Position 770: 0.012488825935239086
Position 2987: 0.011094272585456534
Position 380: 0.009932277769141917
Position 1649: 0.008861448701574097
Position 766: 0.008768726161242234
Position 1466: 0.005978108901809719
Position 3015: 0.005822873273049749
Position 3482: 0.004830581249742577
Position 2315: 0.004335069352149874
Position 491: 0.004154580728772146
Position 2724: 0.0034156442167678257
Position 1430: 0.003268646888812539
Position 2924: 0.0032125748303387376
Position 1070: 0.0031280968236408416
Position 1928: 0.002824730966152886
Position 338: 0.0025054468691027027
Position 501: 0.0023867983267492634
Position 1664: 0.0022500879068919712
Position 774: 0.0022087039195650454
Position 803: 0.0021868719305353666
Position 3435: 0.0019472436390559058
Position 299: 0.0013460209367965972
Position 1040: 0.0012412453476183384
Position 279: 0.001114069079858382
Position 1299: 0.0011011015220461792
Position 3250: 0.0008375740246980826
Position 1633: 0.0007489895159445294
Position 2580: 0.0007137030780512166
Position 2125: 0.0006480722673997376
Position 1340: 0.0005967977515671485
Position 1861: 0.0005961835955663018
Position 1357: 0.0005566059273508515
Position 2450: 0.0005394011400509387
Position 2870: 0.0004728694145045155
Position 1546: 0.0004116142995247397
Position 2862: 0.0003967599372236721
Position 988: 0.0003817514925721137
Position 25: 0.0003708304702591654
Position 887: 0.00033456417641737233
Position 2678: 0.00031342571916352353
Position 1003: 0.00023049760110313027
