Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  500
Partition function (log Z): -6.304253849271357

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9954266107744114
Position 1215: 0.01937095488730579
Position 1212: 0.0058692217611109225
Position 920: 0.0023694610372643828
Position 595: 0.001958824074436127
Position 1728: 0.0018165209431971834
Position 231: 0.0013911710854232395
Position 234: 0.0012079287904396279
Position 740: 0.0010288755690703994
Position 1893: 0.0006187049865944955
Position 131: 0.0006042060366261325
Position 439: 0.0005524048676366885
Position 1602: 0.000546688264961611
Position 1725: 0.0004152204627777631
Position 1269: 0.0003267126228718934
Position 1092: 0.00030288934403249816
Position 1272: 0.00027194964491492133
Position 690: 0.00022783136435103346
Position 158: 0.0001927477166591547
Position 522: 0.00017061006797950855
Position 1895: 0.00012565672303735842
Position 1112: 9.51878902221834e-05
Position 1320: 8.919169816836906e-05
Position 860: 8.662168321073928e-05
Position 1408: 6.678543152034487e-05
Position 1871: 6.426553122264196e-05
Position 926: 5.7028018055679656e-05
Position 1188: 5.401175730313528e-05
Position 1573: 4.598483838416758e-05
Position 277: 4.4606113016893715e-05
Position 1078: 4.432885920433118e-05
Position 1138: 3.973461261653236e-05
Position 443: 3.8217480403911696e-05
Position 1564: 3.259414679477996e-05
Position 543: 3.052113557771438e-05
Position 1390: 2.561094729792484e-05
Position 953: 2.115904020914999e-05
Position 1401: 1.4774252844958501e-05
Position 1399: 1.3650020163404292e-05
Position 446: 1.289079293872688e-05
Position 963: 1.2415584281707198e-05
Position 1174: 1.2159535636164922e-05
Position 1634: 1.1281258294487274e-05
Position 496: 1.083796164742006e-05
Position 1015: 9.613988444954373e-06
Position 358: 8.76322827646426e-06
Position 1107: 7.53563115648067e-06
Position 1036: 7.113170843706964e-06
Position 520: 5.849719351810719e-06
Position 144: 5.556153509680959e-06
Position 1702: 5.453876368942881e-06
Position 1371: 4.955105858534562e-06
Position 1002: 4.7643568599314245e-06
Position 1096: 3.990699652414939e-06
Position 715: 3.944859404769602e-06
Position 1783: 3.2032355411464373e-06
Position 19: 2.5354424972488627e-06
Position 1466: 2.5336439075603478e-06
Position 171: 2.3726167570940233e-06
Position 1771: 2.3716371626852346e-06
Position 401: 7.937497601076905e-07
Position 287: 7.530165130364552e-07
Position 698: 1.909687210193028e-08
Position 1505: 1.5466010144282064e-08
Position 1030: 1.2728960178872487e-08
Position 796: 9.030661523641511e-09
Position 826: 8.757194425903145e-09
Position 663: 4.743152693874942e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9969872494673634
Position 1268: 0.014812069955816826
Position 1465: 0.011535845007162775
Position 1791: 0.0033346099602541463
Position 734: 0.001837505088452053
Position 982: 0.0008818943997841882
Position 1964: 0.0007954132890741262
Position 296: 0.0007195802732303612
Position 1030: 0.0006306196656099498
Position 1330: 0.00041888489610208865
Position 811: 0.00037623129141903185
Position 1480: 0.00027476280260316113
Position 566: 0.00025790666623465275
Position 199: 0.0002577556473637358
Position 406: 0.0002184344744569663
Position 186: 0.00020728623815450346
Position 484: 0.00017600788089533673
Position 1624: 0.0001634307923706391
Position 778: 0.00014944056078923764
Position 1660: 0.00014094978662541115
Position 844: 0.00012049064085166788
Position 334: 0.00010500293544490305
Position 1483: 0.00010369326735993772
Position 645: 0.00010366056308317707
Position 1413: 9.774417222114361e-05
Position 1027: 9.710356032173162e-05
Position 1151: 9.383313430686573e-05
Position 1333: 8.300798365600333e-05
Position 963: 8.273715800276752e-05
Position 1399: 7.400060422932594e-05
Position 1627: 7.336493621728402e-05
Position 1931: 5.4670933503971514e-05
Position 284: 4.7834402238955004e-05
Position 1633: 4.5297011060765175e-05
Position 1877: 4.1931932210697946e-05
Position 1276: 4.062142211784043e-05
Position 365: 4.0063610243986446e-05
Position 1301: 3.8762498976334615e-05
Position 1408: 3.297943567959306e-05
Position 468: 2.6535857572144024e-05
