Gene = Zmynd10
index = 1606
Annotated 5SS: [ 749  998 1500]
Annotated 3SS: [ 807 1059 1556]
SMsplice 5SS: [ 749  998 1500]
SMsplice 3SS: [ 807 1059 1556]
top_k =  500
Partition function (log Z): -1.7883735988799292

Sorted 5' Splice Sites (High to Low Probability):
Position 998: 0.9889899202894924
Position 749: 0.9370277675233857
Position 1500: 0.7289869818445854
Position 243: 0.04118620358901306
Position 1483: 0.036314394168435675
Position 766: 0.015814712397057177
Position 448: 0.007063027350218429
Position 303: 0.006115348393950785
Position 1504: 0.005447994261495974
Position 408: 0.004079936810302772
Position 141: 0.004038760436483823
Position 81: 0.0035234712866500594
Position 308: 0.0017685683090024602
Position 735: 0.001427403201624999
Position 384: 0.0011017114110450272
Position 150: 0.0009509502921037299
Position 920: 0.0007604695080256456
Position 464: 0.0006519574316269498
Position 510: 0.0005005666920783437
Position 522: 0.000475517720078358
Position 702: 0.0003827457698280295
Position 31: 0.00029099874875322034
Position 1464: 0.0002891970960086164
Position 174: 0.0002765440790431454
Position 663: 0.00022234741994837983
Position 1267: 0.00016756644672300284
Position 423: 0.00016474498194086676
Position 279: 0.0001288739449467155
Position 311: 8.335457543072717e-05
Position 65: 6.821059200412404e-05
Position 251: 4.8352682786395e-05
Position 4: 4.232264210910279e-05
Position 988: 4.225232424632516e-05
Position 1219: 3.377549983694275e-05
Position 324: 2.5461377499785807e-05
Position 442: 2.5362801441674302e-05
Position 1002: 2.3262838582350602e-05
Position 107: 2.217924246989633e-05
Position 145: 1.9510965931664967e-05
Position 694: 1.7369425055065983e-05
Position 1466: 1.581361569736505e-05
Position 368: 1.4667346897719765e-05
Position 890: 1.3740815687055954e-05
Position 33: 1.2402340514818285e-05
Position 425: 1.1577102252518638e-05
Position 1120: 1.1383053817892028e-05
Position 1594: 1.0995386376019685e-05
Position 1614: 9.651157566132794e-06
Position 671: 8.877689599858077e-06
Position 1406: 8.773374917658502e-06
Position 561: 7.772907388641168e-06
Position 924: 5.791660483257195e-06
Position 322: 3.773482409913768e-06
Position 532: 3.732073057193383e-06
Position 468: 3.6671245802660753e-06
Position 719: 3.2268038946462143e-06
Position 918: 2.1931326532567768e-06
Position 913: 2.0263010719596216e-06
Position 573: 1.9107457012399965e-06
Position 164: 1.9067374493116407e-06
Position 639: 1.7042104167373881e-06
Position 878: 9.631740435794096e-07
Position 1067: 7.966110302120942e-07
Position 1346: 7.669008616743038e-07
Position 1556: 5.549317773277948e-07
Position 1562: 4.0302283750463e-07
Position 869: 3.2033040591224294e-07
Position 90: 2.777347675832128e-07
Position 221: 2.6905923792996005e-07
Position 1525: 2.1643194805724083e-07
Position 117: 3.362928902889779e-10
Position 130: 2.2640087302324608e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 807: 0.9640353828673016
Position 1059: 0.9552707416064825
Position 1556: 0.7741419031288854
Position 362: 0.032405131993900625
Position 817: 0.014246995530276786
Position 1111: 0.011733711723141579
Position 1046: 0.009048409256350618
Position 509: 0.00539952789015202
Position 497: 0.004101752673426096
Position 823: 0.002185348500029029
Position 1319: 0.0018364882235812725
Position 1095: 0.0015440139462842056
Position 149: 0.0014625697712553935
Position 1277: 0.001161311247316609
Position 1658: 0.0010775068837133564
Position 1359: 0.0009646325535231998
Position 1194: 0.0007595316169363661
Position 526: 0.00067626083174891
Position 1130: 0.0006284536200137247
Position 206: 0.0005584092732084568
Position 1446: 0.0005385980185118649
Position 1356: 0.0005221238401680585
Position 1145: 0.00044272402829397895
Position 682: 0.0004078922947630615
Position 1566: 0.00040299089420177815
Position 946: 0.0003994234651625708
Position 841: 0.0002962312235658745
Position 1245: 0.00028170405263451347
Position 1080: 0.0002798080905090558
Position 1119: 0.0002254650093025416
Position 294: 0.00015633590855183266
Position 461: 0.00015572635687733353
Position 844: 0.00015334846280115337
Position 1377: 0.00013754867843901008
Position 639: 0.00011150913224496038
Position 657: 7.343488941650335e-05
Position 317: 6.41180909499705e-05
Position 859: 5.655044000680721e-05
Position 1254: 5.381101783875069e-05
Position 140: 5.263743019214938e-05
Position 548: 5.2618743266177355e-05
Position 1281: 4.979781253860224e-05
Position 1287: 4.940421737014949e-05
Position 411: 4.3971727925406546e-05
Position 617: 3.9006086883703925e-05
Position 1324: 3.750109620417274e-05
Position 101: 3.6387061285813964e-05
Position 344: 3.5178444194363435e-05
Position 227: 3.466103444403767e-05
Position 732: 3.185699030916451e-05
Position 1200: 3.0954069536939265e-05
Position 1622: 3.0373906866382612e-05
Position 1167: 2.799139680477891e-05
Position 928: 2.3920356255318636e-05
Position 973: 2.3217141921636665e-05
Position 654: 1.7561604337895475e-05
Position 542: 1.7460609814636436e-05
Position 157: 1.5924184041301776e-05
Position 1260: 1.3973021735888248e-05
Position 828: 1.1720373207099539e-05
Position 203: 1.003324070706159e-05
Position 272: 8.90617179879286e-06
Position 554: 7.943959520650283e-06
Position 464: 7.339046340340205e-06
Position 1392: 5.615608918771865e-06
Position 1572: 5.283429165876156e-06
Position 1161: 4.884824649942004e-06
Position 398: 4.763669521747904e-06
Position 886: 4.515234762520444e-06
Position 1629: 4.390570680056653e-06
Position 1182: 3.6213597524338637e-06
Position 1113: 3.403238759350268e-06
Position 65: 3.353753772158436e-06
Position 1387: 2.668895038964707e-06
Position 832: 2.1103801891916914e-06
Position 895: 1.8979316417213665e-06
Position 1584: 1.5533015760687507e-06
Position 819: 1.1708139166187272e-06
Position 985: 1.1271326602646604e-06
Position 988: 8.965283404939602e-07
Position 899: 6.679815511109507e-07
Position 901: 3.2003009307863426e-07
Position 955: 1.0478319868956352e-07
